Source: Offline Video - doron_test_for_project.mp4
Date & Time: 2026-07-16 06:38:25
==========================================================================================
Frame: 0001 | Processed: Yes  | TS(ms): 1784183870082 | Delta: 0000 | Phase: Low             | Hip: Good            | Reps: 00 | RepState: idle            | HipStatus: Good       | Times(ms) -> MP: 59.4, Feat: 00.2, Predict: 03.0, States: 00.0
Frame: 0036 | Processed: Yes  | TS(ms): 1784183871237 | Delta: 0000 | Phase: Low             | Hip: Good            | Reps: 00 | RepState: idle            | HipStatus: Good Form  | Times(ms) -> MP: 48.0, Feat: 00.2, Predict: 02.5, States: 00.0
Frame: 0037 | Processed: Yes  | TS(ms): 1784183871270 | Delta: 0000 | Phase: Low             | Hip: Good            | Reps: 00 | RepState: idle            | HipStatus: Good Form  | Times(ms) -> MP: 48.4, Feat: 00.2, Predict: 02.7, States: 00.0
Frame: 0038 | Processed: Yes  | TS(ms): 1784183871303 | Delta: 0000 | Phase: Low             | Hip: Good            | Reps: 00 | RepState: idle            | HipStatus: Good Form  | Times(ms) -> MP: 51.9, Feat: 00.2, Predict: 02.7, States: 00.0
Frame: 0039 | Processed: Yes  | TS(ms): 1784183871336 | Delta: 0000 | Phase: Low             | Hip: Good            | Reps: 00 | RepState: idle            | HipStatus: Good Form  | Times(ms) -> MP: 50.3, Feat: 00.2, Predict: 02.8, States: 00.0
Frame: 0040 | Processed: Yes  | TS(ms): 1784183871369 | Delta: 0000 | Phase: Low             | Hip: Good            | Reps: 00 | RepState: idle            | HipStatus: Good Form  | Times(ms) -> MP: 51.1, Feat: 00.2, Predict: 02.5, States: 00.0
Frame: 0041 | Processed: Yes  | TS(ms): 1784183871402 | Delta: 0000 | Phase: Low             | Hip: Good            | Reps: 00 | RepState: idle            | HipStatus: Good Form  | Times(ms) -> MP: 47.8, Feat: 00.1, Predict: 02.5, States: 00.0
Frame: 0042 | Processed: Yes  | TS(ms): 1784183871435 | Delta: 0000 | Phase: Low             | Hip: Good            | Reps: 00 | RepState: idle            | HipStatus: Good Form  | Times(ms) -> MP: 46.8, Feat: 00.2, Predict: 02.3, States: 00.0
Frame: 0043 | Processed: Yes  | TS(ms): 1784183871468 | Delta: 0000 | Phase: Low             | Hip: Good            | Reps: 00 | RepState: idle            | HipStatus: Good Form  | Times(ms) -> MP: 45.6, Feat: 00.2, Predict: 02.8, States: 00.0
Frame: 0044 | Processed: Yes  | TS(ms): 1784183871501 | Delta: 0000 | Phase: Low             | Hip: Good            | Reps: 00 | RepState: idle            | HipStatus: Good Form  | Times(ms) -> MP: 45.8, Feat: 00.2, Predict: 02.4, States: 00.0
Frame: 0045 | Processed: Yes  | TS(ms): 1784183871534 | Delta: 0000 | Phase: Low             | Hip: Good            | Reps: 00 | RepState: idle            | HipStatus: Good Form  | Times(ms) -> MP: 47.2, Feat: 00.2, Predict: 02.6, States: 00.0
Frame: 0046 | Processed: Yes  | TS(ms): 1784183871567 | Delta: 0000 | Phase: Low             | Hip: Good            | Reps: 00 | RepState: idle            | HipStatus: Good Form  | Times(ms) -> MP: 47.0, Feat: 00.2, Predict: 02.4, States: 00.0
Frame: 0047 | Processed: Yes  | TS(ms): 1784183871600 | Delta: 0000 | Phase: Low             | Hip: Good            | Reps: 00 | RepState: idle            | HipStatus: Good Form  | Times(ms) -> MP: 45.9, Feat: 00.2, Predict: 02.7, States: 00.0
Frame: 0048 | Processed: Yes  | TS(ms): 1784183871633 | Delta: 0000 | Phase: Low             | Hip: Good            | Reps: 00 | RepState: idle            | HipStatus: Good Form  | Times(ms) -> MP: 47.7, Feat: 00.2, Predict: 02.6, States: 00.0
Frame: 0049 | Processed: Yes  | TS(ms): 1784183871666 | Delta: 0000 | Phase: Low             | Hip: Good            | Reps: 00 | RepState: idle            | HipStatus: Good Form  | Times(ms) -> MP: 45.9, Feat: 00.2, Predict: 02.8, States: 00.0
Frame: 0050 | Processed: Yes  | TS(ms): 1784183871699 | Delta: 0000 | Phase: Low             | Hip: Good            | Reps: 00 | RepState: idle            | HipStatus: Good Form  | Times(ms) -> MP: 46.5, Feat: 00.2, Predict: 02.7, States: 00.0
Frame: 0051 | Processed: Yes  | TS(ms): 1784183871732 | Delta: 0000 | Phase: Low             | Hip: Good            | Reps: 00 | RepState: idle            | HipStatus: Good Form  | Times(ms) -> MP: 49.9, Feat: 00.2, Predict: 02.8, States: 00.0
Frame: 0052 | Processed: Yes  | TS(ms): 1784183871765 | Delta: 0000 | Phase: Low             | Hip: Good            | Reps: 00 | RepState: idle            | HipStatus: Good Form  | Times(ms) -> MP: 53.1, Feat: 00.3, Predict: 03.1, States: 00.0
Frame: 0053 | Processed: Yes  | TS(ms): 1784183871798 | Delta: 0000 | Phase: Low             | Hip: Good            | Reps: 00 | RepState: idle            | HipStatus: Good Form  | Times(ms) -> MP: 52.2, Feat: 00.2, Predict: 03.0, States: 00.0
Frame: 0054 | Processed: Yes  | TS(ms): 1784183871831 | Delta: 0000 | Phase: Low             | Hip: Good            | Reps: 00 | RepState: idle            | HipStatus: Good Form  | Times(ms) -> MP: 50.9, Feat: 00.2, Predict: 02.7, States: 00.0
Frame: 0055 | Processed: Yes  | TS(ms): 1784183871864 | Delta: 0000 | Phase: Low             | Hip: Good            | Reps: 00 | RepState: idle            | HipStatus: Good Form  | Times(ms) -> MP: 47.9, Feat: 00.2, Predict: 02.7, States: 00.0
Frame: 0056 | Processed: Yes  | TS(ms): 1784183871897 | Delta: 0000 | Phase: Low             | Hip: Good            | Reps: 00 | RepState: idle            | HipStatus: Good Form  | Times(ms) -> MP: 48.7, Feat: 00.2, Predict: 03.2, States: 00.0
Frame: 0057 | Processed: Yes  | TS(ms): 1784183871930 | Delta: 0000 | Phase: Low             | Hip: Good            | Reps: 00 | RepState: idle            | HipStatus: Good Form  | Times(ms) -> MP: 50.1, Feat: 00.2, Predict: 02.7, States: 00.0
Frame: 0058 | Processed: Yes  | TS(ms): 1784183871963 | Delta: 0000 | Phase: Low             | Hip: Good            | Reps: 00 | RepState: idle            | HipStatus: Good Form  | Times(ms) -> MP: 49.9, Feat: 00.2, Predict: 02.4, States: 00.0
Frame: 0059 | Processed: Yes  | TS(ms): 1784183871996 | Delta: 0000 | Phase: Low             | Hip: Good            | Reps: 00 | RepState: idle            | HipStatus: Good Form  | Times(ms) -> MP: 47.5, Feat: 00.1, Predict: 02.4, States: 00.0
Frame: 0060 | Processed: Yes  | TS(ms): 1784183872029 | Delta: 0000 | Phase: Low             | Hip: Good            | Reps: 00 | RepState: idle            | HipStatus: Good Form  | Times(ms) -> MP: 49.2, Feat: 00.2, Predict: 02.8, States: 00.0
Frame: 0061 | Processed: Yes  | TS(ms): 1784183872062 | Delta: 0000 | Phase: Low             | Hip: Good            | Reps: 00 | RepState: idle            | HipStatus: Good Form  | Times(ms) -> MP: 47.5, Feat: 00.1, Predict: 02.7, States: 00.0
Frame: 0062 | Processed: Yes  | TS(ms): 1784183872095 | Delta: 0000 | Phase: Low             | Hip: Good            | Reps: 00 | RepState: idle            | HipStatus: Good Form  | Times(ms) -> MP: 51.8, Feat: 00.2, Predict: 02.8, States: 00.0
Frame: 0063 | Processed: Yes  | TS(ms): 1784183872128 | Delta: 0000 | Phase: Low             | Hip: Good            | Reps: 00 | RepState: idle            | HipStatus: Good Form  | Times(ms) -> MP: 54.3, Feat: 00.2, Predict: 02.7, States: 00.0
Frame: 0064 | Processed: Yes  | TS(ms): 1784183872161 | Delta: 0000 | Phase: Low             | Hip: Good            | Reps: 00 | RepState: idle            | HipStatus: Good Form  | Times(ms) -> MP: 50.5, Feat: 00.2, Predict: 02.9, States: 00.0
Frame: 0065 | Processed: Yes  | TS(ms): 1784183872194 | Delta: 0000 | Phase: Low             | Hip: Good            | Reps: 00 | RepState: idle            | HipStatus: Good Form  | Times(ms) -> MP: 49.0, Feat: 00.2, Predict: 02.6, States: 00.0
Frame: 0066 | Processed: Yes  | TS(ms): 1784183872227 | Delta: 0000 | Phase: Low             | Hip: Good            | Reps: 00 | RepState: idle            | HipStatus: Good Form  | Times(ms) -> MP: 50.0, Feat: 00.1, Predict: 02.8, States: 00.0
Frame: 0067 | Processed: Yes  | TS(ms): 1784183872260 | Delta: 0000 | Phase: Low             | Hip: Good            | Reps: 00 | RepState: idle            | HipStatus: Good Form  | Times(ms) -> MP: 45.6, Feat: 00.2, Predict: 02.6, States: 00.0
Frame: 0068 | Processed: Yes  | TS(ms): 1784183872293 | Delta: 0000 | Phase: Low             | Hip: Good            | Reps: 00 | RepState: idle            | HipStatus: Good Form  | Times(ms) -> MP: 47.5, Feat: 00.2, Predict: 02.5, States: 00.0
Frame: 0069 | Processed: Yes  | TS(ms): 1784183872326 | Delta: 0000 | Phase: Low             | Hip: Good            | Reps: 00 | RepState: idle            | HipStatus: Good Form  | Times(ms) -> MP: 48.5, Feat: 00.2, Predict: 02.4, States: 00.0
Frame: 0070 | Processed: Yes  | TS(ms): 1784183872359 | Delta: 0000 | Phase: Low             | Hip: Good            | Reps: 00 | RepState: idle            | HipStatus: Good Form  | Times(ms) -> MP: 48.9, Feat: 00.2, Predict: 02.5, States: 00.0
Frame: 0071 | Processed: Yes  | TS(ms): 1784183872392 | Delta: 0000 | Phase: Low             | Hip: Good            | Reps: 00 | RepState: idle            | HipStatus: Good Form  | Times(ms) -> MP: 47.6, Feat: 00.2, Predict: 02.4, States: 00.0
Frame: 0072 | Processed: Yes  | TS(ms): 1784183872425 | Delta: 0000 | Phase: Low             | Hip: Good            | Reps: 00 | RepState: idle            | HipStatus: Good Form  | Times(ms) -> MP: 47.0, Feat: 00.2, Predict: 03.0, States: 00.0
Frame: 0073 | Processed: Yes  | TS(ms): 1784183872458 | Delta: 0000 | Phase: Low             | Hip: Good            | Reps: 00 | RepState: idle            | HipStatus: Good Form  | Times(ms) -> MP: 50.2, Feat: 00.1, Predict: 02.2, States: 00.0
Frame: 0074 | Processed: Yes  | TS(ms): 1784183872491 | Delta: 0000 | Phase: Low             | Hip: Good            | Reps: 00 | RepState: idle            | HipStatus: Good Form  | Times(ms) -> MP: 48.2, Feat: 00.2, Predict: 03.0, States: 00.0
Frame: 0075 | Processed: Yes  | TS(ms): 1784183872524 | Delta: 0000 | Phase: Low             | Hip: Good            | Reps: 00 | RepState: idle            | HipStatus: Good Form  | Times(ms) -> MP: 47.6, Feat: 00.2, Predict: 02.7, States: 00.0
Frame: 0076 | Processed: Yes  | TS(ms): 1784183872557 | Delta: 0000 | Phase: Low             | Hip: Good            | Reps: 00 | RepState: idle            | HipStatus: Good Form  | Times(ms) -> MP: 51.3, Feat: 00.2, Predict: 02.6, States: 00.0
Frame: 0077 | Processed: Yes  | TS(ms): 1784183872590 | Delta: 0000 | Phase: Low             | Hip: Good            | Reps: 00 | RepState: idle            | HipStatus: Good Form  | Times(ms) -> MP: 54.9, Feat: 00.2, Predict: 03.0, States: 00.0
Frame: 0078 | Processed: Yes  | TS(ms): 1784183872623 | Delta: 0000 | Phase: Low             | Hip: Good            | Reps: 00 | RepState: idle            | HipStatus: Good Form  | Times(ms) -> MP: 48.3, Feat: 00.2, Predict: 02.5, States: 00.0
Frame: 0079 | Processed: Yes  | TS(ms): 1784183872656 | Delta: 0000 | Phase: Low             | Hip: Good            | Reps: 00 | RepState: idle            | HipStatus: Good Form  | Times(ms) -> MP: 51.3, Feat: 00.2, Predict: 02.6, States: 00.0
Frame: 0080 | Processed: Yes  | TS(ms): 1784183872689 | Delta: 0000 | Phase: Low             | Hip: Good            | Reps: 00 | RepState: idle            | HipStatus: Good Form  | Times(ms) -> MP: 48.0, Feat: 00.1, Predict: 02.4, States: 00.0
Frame: 0081 | Processed: Yes  | TS(ms): 1784183872722 | Delta: 0000 | Phase: Low             | Hip: Good            | Reps: 00 | RepState: idle            | HipStatus: Good Form  | Times(ms) -> MP: 49.9, Feat: 00.1, Predict: 02.3, States: 00.0
Frame: 0082 | Processed: Yes  | TS(ms): 1784183872755 | Delta: 0000 | Phase: Low             | Hip: Good            | Reps: 00 | RepState: idle            | HipStatus: Good Form  | Times(ms) -> MP: 47.3, Feat: 00.2, Predict: 02.5, States: 00.0
Frame: 0083 | Processed: Yes  | TS(ms): 1784183872788 | Delta: 0000 | Phase: Low             | Hip: Good            | Reps: 00 | RepState: idle            | HipStatus: Good Form  | Times(ms) -> MP: 49.0, Feat: 00.2, Predict: 02.9, States: 00.0
Frame: 0084 | Processed: Yes  | TS(ms): 1784183872821 | Delta: 0000 | Phase: Low             | Hip: Good            | Reps: 00 | RepState: idle            | HipStatus: Good Form  | Times(ms) -> MP: 48.0, Feat: 00.2, Predict: 02.8, States: 00.0
Frame: 0085 | Processed: Yes  | TS(ms): 1784183872854 | Delta: 0000 | Phase: Low             | Hip: Good            | Reps: 00 | RepState: idle            | HipStatus: Good Form  | Times(ms) -> MP: 49.6, Feat: 00.2, Predict: 02.4, States: 00.0
Frame: 0086 | Processed: Yes  | TS(ms): 1784183872887 | Delta: 0000 | Phase: Low             | Hip: Good            | Reps: 00 | RepState: idle            | HipStatus: Good Form  | Times(ms) -> MP: 49.3, Feat: 00.2, Predict: 02.7, States: 00.0
Frame: 0087 | Processed: Yes  | TS(ms): 1784183872920 | Delta: 0000 | Phase: Low             | Hip: Good            | Reps: 00 | RepState: idle            | HipStatus: Good Form  | Times(ms) -> MP: 47.2, Feat: 00.2, Predict: 02.4, States: 00.0
Frame: 0088 | Processed: Yes  | TS(ms): 1784183872953 | Delta: 0000 | Phase: Low             | Hip: Good            | Reps: 00 | RepState: idle            | HipStatus: Good Form  | Times(ms) -> MP: 48.5, Feat: 00.2, Predict: 02.4, States: 00.0
Frame: 0089 | Processed: Yes  | TS(ms): 1784183872986 | Delta: 0000 | Phase: Low             | Hip: Good            | Reps: 00 | RepState: idle            | HipStatus: Good Form  | Times(ms) -> MP: 47.3, Feat: 00.2, Predict: 02.8, States: 00.0
Frame: 0090 | Processed: Yes  | TS(ms): 1784183873019 | Delta: 0000 | Phase: Low             | Hip: Good            | Reps: 00 | RepState: idle            | HipStatus: Good Form  | Times(ms) -> MP: 48.1, Feat: 00.2, Predict: 02.6, States: 00.0
Frame: 0091 | Processed: Yes  | TS(ms): 1784183873052 | Delta: 0000 | Phase: Low             | Hip: Good            | Reps: 00 | RepState: idle            | HipStatus: Good Form  | Times(ms) -> MP: 46.2, Feat: 00.2, Predict: 02.6, States: 00.0
Frame: 0092 | Processed: Yes  | TS(ms): 1784183873085 | Delta: 0000 | Phase: Low             | Hip: Good            | Reps: 00 | RepState: idle            | HipStatus: Good Form  | Times(ms) -> MP: 51.4, Feat: 00.2, Predict: 03.1, States: 00.0
Frame: 0093 | Processed: Yes  | TS(ms): 1784183873118 | Delta: 0000 | Phase: Low             | Hip: Good            | Reps: 00 | RepState: idle            | HipStatus: Good Form  | Times(ms) -> MP: 51.0, Feat: 00.2, Predict: 02.5, States: 00.0
Frame: 0094 | Processed: Yes  | TS(ms): 1784183873151 | Delta: 0000 | Phase: Low             | Hip: Good            | Reps: 00 | RepState: idle            | HipStatus: Good Form  | Times(ms) -> MP: 50.0, Feat: 00.1, Predict: 02.5, States: 00.0
Frame: 0095 | Processed: Yes  | TS(ms): 1784183873184 | Delta: 0000 | Phase: Low             | Hip: Good            | Reps: 00 | RepState: idle            | HipStatus: Good Form  | Times(ms) -> MP: 47.8, Feat: 00.2, Predict: 02.6, States: 00.0
Frame: 0096 | Processed: Yes  | TS(ms): 1784183873217 | Delta: 0000 | Phase: Low             | Hip: Good            | Reps: 00 | RepState: idle            | HipStatus: Good Form  | Times(ms) -> MP: 47.3, Feat: 00.2, Predict: 02.8, States: 00.0
Frame: 0097 | Processed: Yes  | TS(ms): 1784183873250 | Delta: 0000 | Phase: Low             | Hip: Good            | Reps: 00 | RepState: idle            | HipStatus: Good Form  | Times(ms) -> MP: 48.4, Feat: 00.2, Predict: 02.5, States: 00.0
Frame: 0098 | Processed: Yes  | TS(ms): 1784183873283 | Delta: 0000 | Phase: Low             | Hip: Good            | Reps: 00 | RepState: idle            | HipStatus: Good Form  | Times(ms) -> MP: 52.0, Feat: 00.2, Predict: 02.7, States: 00.0
Frame: 0099 | Processed: Yes  | TS(ms): 1784183873316 | Delta: 0000 | Phase: Low             | Hip: Good            | Reps: 00 | RepState: idle            | HipStatus: Good Form  | Times(ms) -> MP: 50.0, Feat: 00.1, Predict: 02.5, States: 00.0
Frame: 0100 | Processed: Yes  | TS(ms): 1784183873349 | Delta: 0000 | Phase: Low             | Hip: Good            | Reps: 00 | RepState: idle            | HipStatus: Good Form  | Times(ms) -> MP: 47.6, Feat: 00.2, Predict: 02.6, States: 00.0
Frame: 0101 | Processed: Yes  | TS(ms): 1784183873382 | Delta: 0000 | Phase: Low             | Hip: Good            | Reps: 00 | RepState: idle            | HipStatus: Good Form  | Times(ms) -> MP: 48.5, Feat: 00.1, Predict: 03.0, States: 00.0
Frame: 0102 | Processed: Yes  | TS(ms): 1784183873415 | Delta: 0000 | Phase: Low             | Hip: Good            | Reps: 00 | RepState: idle            | HipStatus: Good Form  | Times(ms) -> MP: 51.5, Feat: 00.2, Predict: 02.4, States: 00.0
Frame: 0103 | Processed: Yes  | TS(ms): 1784183873448 | Delta: 0000 | Phase: Low             | Hip: Good            | Reps: 00 | RepState: idle            | HipStatus: Good Form  | Times(ms) -> MP: 49.5, Feat: 00.2, Predict: 02.5, States: 00.0
Frame: 0104 | Processed: Yes  | TS(ms): 1784183873481 | Delta: 0000 | Phase: Low             | Hip: Good            | Reps: 00 | RepState: idle            | HipStatus: Good Form  | Times(ms) -> MP: 49.6, Feat: 00.2, Predict: 02.4, States: 00.0
Frame: 0105 | Processed: Yes  | TS(ms): 1784183873514 | Delta: 0000 | Phase: Low             | Hip: Good            | Reps: 00 | RepState: idle            | HipStatus: Good Form  | Times(ms) -> MP: 48.0, Feat: 00.2, Predict: 02.5, States: 00.0
Frame: 0106 | Processed: Yes  | TS(ms): 1784183873547 | Delta: 0000 | Phase: Low             | Hip: Good            | Reps: 00 | RepState: idle            | HipStatus: Good Form  | Times(ms) -> MP: 46.5, Feat: 00.1, Predict: 02.7, States: 00.0
Frame: 0107 | Processed: Yes  | TS(ms): 1784183873580 | Delta: 0000 | Phase: Low             | Hip: Good            | Reps: 00 | RepState: idle            | HipStatus: Good Form  | Times(ms) -> MP: 49.5, Feat: 00.2, Predict: 02.9, States: 00.0
Frame: 0108 | Processed: Yes  | TS(ms): 1784183873613 | Delta: 0000 | Phase: Low             | Hip: Good            | Reps: 00 | RepState: idle            | HipStatus: Good Form  | Times(ms) -> MP: 51.6, Feat: 00.2, Predict: 02.4, States: 00.0
Frame: 0109 | Processed: Yes  | TS(ms): 1784183873646 | Delta: 0000 | Phase: Low             | Hip: Good            | Reps: 00 | RepState: idle            | HipStatus: Good Form  | Times(ms) -> MP: 49.3, Feat: 00.2, Predict: 02.7, States: 00.0
