Source: Live Camera
Date & Time: 2026-07-11 19:11:32
==========================================================================================
Frame: 0296 | Phase: None            | Hip: None            | Times(ms) -> MP: 24.1, Feat: 00.0, Predict: 00.0, States: 00.0
Frame: 0369 | Phase: Low             | Hip: Good            | Times(ms) -> MP: 86.3, Feat: 00.1, Predict: 05.8, States: 00.0
Frame: 0370 | Phase: Low             | Hip: Good            | Times(ms) -> MP: 81.7, Feat: 00.1, Predict: 04.1, States: 00.0
Frame: 0371 | Phase: Low             | Hip: Good            | Times(ms) -> MP: 83.6, Feat: 00.1, Predict: 02.8, States: 00.0
Frame: 0372 | Phase: Low             | Hip: Good            | Times(ms) -> MP: 75.7, Feat: 00.1, Predict: 03.0, States: 00.0
Frame: 0373 | Phase: Low             | Hip: Good            | Times(ms) -> MP: 74.3, Feat: 00.1, Predict: 04.5, States: 00.0
Frame: 0374 | Phase: Low             | Hip: Good            | Times(ms) -> MP: 84.6, Feat: 00.1, Predict: 03.7, States: 00.0
Frame: 0375 | Phase: Low             | Hip: Good            | Times(ms) -> MP: 93.5, Feat: 00.1, Predict: 03.7, States: 00.0
Frame: 0376 | Phase: Low             | Hip: Good            | Times(ms) -> MP: 86.8, Feat: 00.1, Predict: 03.0, States: 00.0
Frame: 0377 | Phase: Low             | Hip: Good            | Times(ms) -> MP: 81.3, Feat: 00.1, Predict: 02.9, States: 00.0
Frame: 0378 | Phase: Low             | Hip: Good            | Times(ms) -> MP: 101.3, Feat: 00.1, Predict: 03.8, States: 00.0
Frame: 0379 | Phase: Low             | Hip: Good            | Times(ms) -> MP: 84.4, Feat: 00.1, Predict: 05.1, States: 00.0
Frame: 0380 | Phase: Low             | Hip: Good            | Times(ms) -> MP: 77.1, Feat: 00.1, Predict: 03.7, States: 00.0
Frame: 0381 | Phase: Low             | Hip: Good            | Times(ms) -> MP: 85.6, Feat: 00.1, Predict: 03.2, States: 00.0
Frame: 0382 | Phase: Low             | Hip: Good            | Times(ms) -> MP: 109.5, Feat: 00.1, Predict: 08.5, States: 00.0
Frame: 0383 | Phase: Low             | Hip: Good            | Times(ms) -> MP: 88.8, Feat: 00.1, Predict: 04.6, States: 00.0
Frame: 0384 | Phase: Low             | Hip: Good            | Times(ms) -> MP: 83.9, Feat: 00.1, Predict: 03.2, States: 00.0
Frame: 0385 | Phase: Low             | Hip: Good            | Times(ms) -> MP: 95.8, Feat: 00.1, Predict: 02.9, States: 00.0
Frame: 0386 | Phase: Low             | Hip: Good            | Times(ms) -> MP: 77.3, Feat: 00.1, Predict: 03.4, States: 00.0
Frame: 0387 | Phase: Low             | Hip: Good            | Times(ms) -> MP: 78.7, Feat: 00.1, Predict: 03.3, States: 00.0
Frame: 0388 | Phase: Low             | Hip: Good            | Times(ms) -> MP: 74.8, Feat: 00.1, Predict: 02.7, States: 00.0
Frame: 0389 | Phase: Low             | Hip: Good            | Times(ms) -> MP: 87.7, Feat: 00.1, Predict: 03.0, States: 00.0
Frame: 0390 | Phase: Low             | Hip: Good            | Times(ms) -> MP: 74.5, Feat: 00.1, Predict: 03.2, States: 00.0
Frame: 0391 | Phase: Low             | Hip: Good            | Times(ms) -> MP: 74.3, Feat: 00.1, Predict: 03.3, States: 00.0
Frame: 0392 | Phase: Low             | Hip: Good            | Times(ms) -> MP: 70.5, Feat: 00.1, Predict: 02.6, States: 00.0
Frame: 0393 | Phase: Low             | Hip: Good            | Times(ms) -> MP: 68.0, Feat: 00.1, Predict: 03.3, States: 00.0
Frame: 0394 | Phase: Low             | Hip: Good            | Times(ms) -> MP: 78.7, Feat: 00.1, Predict: 05.5, States: 00.0
Frame: 0395 | Phase: Low             | Hip: Good            | Times(ms) -> MP: 73.5, Feat: 00.1, Predict: 02.9, States: 00.0
Frame: 0396 | Phase: Low             | Hip: Good            | Times(ms) -> MP: 72.0, Feat: 00.1, Predict: 03.4, States: 00.0
Frame: 0397 | Phase: Low             | Hip: Good            | Times(ms) -> MP: 68.0, Feat: 00.1, Predict: 03.3, States: 00.1
Frame: 0398 | Phase: Low             | Hip: Good            | Times(ms) -> MP: 73.3, Feat: 00.1, Predict: 03.2, States: 00.0
Frame: 0399 | Phase: Low             | Hip: Good            | Times(ms) -> MP: 70.1, Feat: 00.1, Predict: 02.7, States: 00.0
Frame: 0400 | Phase: Low             | Hip: Good            | Times(ms) -> MP: 72.2, Feat: 00.1, Predict: 02.9, States: 00.0
Frame: 0401 | Phase: Low             | Hip: Good            | Times(ms) -> MP: 65.3, Feat: 00.1, Predict: 05.9, States: 00.0
Frame: 0402 | Phase: Low             | Hip: Good            | Times(ms) -> MP: 68.3, Feat: 00.1, Predict: 02.9, States: 00.0
Frame: 0403 | Phase: Low             | Hip: Good            | Times(ms) -> MP: 64.7, Feat: 00.1, Predict: 03.1, States: 00.0
Frame: 0404 | Phase: Low             | Hip: Good            | Times(ms) -> MP: 73.0, Feat: 00.1, Predict: 03.5, States: 00.0
Frame: 0405 | Phase: Low             | Hip: Good            | Times(ms) -> MP: 63.9, Feat: 00.1, Predict: 03.1, States: 00.0
Frame: 0406 | Phase: Low             | Hip: Good            | Times(ms) -> MP: 68.2, Feat: 00.1, Predict: 02.6, States: 00.0
Frame: 0407 | Phase: Low             | Hip: Good            | Times(ms) -> MP: 63.9, Feat: 00.1, Predict: 03.4, States: 00.0
Frame: 0408 | Phase: Low             | Hip: Good            | Times(ms) -> MP: 62.2, Feat: 00.1, Predict: 03.5, States: 00.0
Frame: 0409 | Phase: Low             | Hip: Good            | Times(ms) -> MP: 67.9, Feat: 00.1, Predict: 02.6, States: 00.0
Frame: 0410 | Phase: Low             | Hip: Good            | Times(ms) -> MP: 63.9, Feat: 00.1, Predict: 03.1, States: 00.0
Frame: 0411 | Phase: Low             | Hip: Good            | Times(ms) -> MP: 69.1, Feat: 00.1, Predict: 03.0, States: 00.0
Frame: 0412 | Phase: Low             | Hip: Good            | Times(ms) -> MP: 66.4, Feat: 00.1, Predict: 03.3, States: 00.0
Frame: 0413 | Phase: Low             | Hip: Good            | Times(ms) -> MP: 70.0, Feat: 00.1, Predict: 02.5, States: 00.0
Frame: 0414 | Phase: High            | Hip: Good            | Times(ms) -> MP: 73.1, Feat: 00.1, Predict: 03.7, States: 00.0
Frame: 0415 | Phase: High            | Hip: Good            | Times(ms) -> MP: 64.6, Feat: 00.1, Predict: 04.7, States: 00.0
Frame: 0416 | Phase: High            | Hip: Good            | Times(ms) -> MP: 74.8, Feat: 00.1, Predict: 02.8, States: 00.0
Frame: 0417 | Phase: High            | Hip: Good            | Times(ms) -> MP: 65.1, Feat: 00.1, Predict: 03.7, States: 00.0
Frame: 0418 | Phase: High            | Hip: Good            | Times(ms) -> MP: 74.9, Feat: 00.1, Predict: 03.7, States: 00.0
Frame: 0419 | Phase: Low             | Hip: Good            | Times(ms) -> MP: 71.2, Feat: 00.1, Predict: 03.1, States: 00.0
Frame: 0420 | Phase: High            | Hip: Good            | Times(ms) -> MP: 70.2, Feat: 00.1, Predict: 03.4, States: 00.0
Frame: 0421 | Phase: High            | Hip: Good            | Times(ms) -> MP: 70.4, Feat: 00.1, Predict: 03.4, States: 00.0
Frame: 0422 | Phase: High            | Hip: Good            | Times(ms) -> MP: 70.4, Feat: 00.1, Predict: 02.8, States: 00.0
Frame: 0423 | Phase: High            | Hip: Good            | Times(ms) -> MP: 73.6, Feat: 00.1, Predict: 02.8, States: 00.0
Frame: 0424 | Phase: High            | Hip: Good            | Times(ms) -> MP: 69.2, Feat: 00.1, Predict: 03.6, States: 00.0
Frame: 0425 | Phase: High            | Hip: Good            | Times(ms) -> MP: 68.4, Feat: 00.1, Predict: 05.3, States: 00.0
Frame: 0426 | Phase: High            | Hip: Good            | Times(ms) -> MP: 80.6, Feat: 00.1, Predict: 04.0, States: 00.0
Frame: 0427 | Phase: High            | Hip: Good            | Times(ms) -> MP: 80.7, Feat: 00.1, Predict: 02.5, States: 00.0
Frame: 0428 | Phase: High            | Hip: Good            | Times(ms) -> MP: 80.7, Feat: 00.1, Predict: 05.0, States: 00.0
Frame: 0429 | Phase: High            | Hip: Good            | Times(ms) -> MP: 86.3, Feat: 00.1, Predict: 04.6, States: 00.0
Frame: 0430 | Phase: High            | Hip: Good            | Times(ms) -> MP: 83.0, Feat: 00.1, Predict: 05.8, States: 00.0
Frame: 0431 | Phase: High            | Hip: Good            | Times(ms) -> MP: 78.8, Feat: 00.2, Predict: 04.3, States: 00.0
Frame: 0432 | Phase: High            | Hip: Good            | Times(ms) -> MP: 81.9, Feat: 00.1, Predict: 03.1, States: 00.0
Frame: 0433 | Phase: High            | Hip: Good            | Times(ms) -> MP: 76.8, Feat: 00.1, Predict: 02.8, States: 00.0
Frame: 0434 | Phase: High            | Hip: Good            | Times(ms) -> MP: 69.9, Feat: 00.1, Predict: 04.8, States: 00.1
Frame: 0435 | Phase: High            | Hip: Good            | Times(ms) -> MP: 73.4, Feat: 00.1, Predict: 03.1, States: 00.0
Frame: 0436 | Phase: High            | Hip: Good            | Times(ms) -> MP: 75.3, Feat: 00.1, Predict: 03.7, States: 00.0
Frame: 0437 | Phase: High            | Hip: Good            | Times(ms) -> MP: 84.4, Feat: 00.1, Predict: 04.8, States: 00.0
Frame: 0438 | Phase: High            | Hip: Good            | Times(ms) -> MP: 77.5, Feat: 00.1, Predict: 03.6, States: 00.0
Frame: 0439 | Phase: High            | Hip: Good            | Times(ms) -> MP: 77.1, Feat: 00.1, Predict: 04.2, States: 00.0
Frame: 0440 | Phase: High            | Hip: Good            | Times(ms) -> MP: 70.9, Feat: 00.1, Predict: 03.6, States: 00.0
Frame: 0441 | Phase: High            | Hip: Good            | Times(ms) -> MP: 84.3, Feat: 00.1, Predict: 03.4, States: 00.0
Frame: 0442 | Phase: High            | Hip: Good            | Times(ms) -> MP: 78.1, Feat: 00.1, Predict: 03.8, States: 00.0
Frame: 0443 | Phase: High            | Hip: Good            | Times(ms) -> MP: 71.2, Feat: 00.1, Predict: 03.3, States: 00.0
Frame: 0444 | Phase: High            | Hip: Good            | Times(ms) -> MP: 81.6, Feat: 00.1, Predict: 03.3, States: 00.0
Frame: 0445 | Phase: High            | Hip: Good            | Times(ms) -> MP: 80.3, Feat: 00.1, Predict: 05.7, States: 00.1
Frame: 0446 | Phase: High            | Hip: Good            | Times(ms) -> MP: 80.0, Feat: 00.1, Predict: 07.1, States: 00.0
Frame: 0447 | Phase: High            | Hip: Good            | Times(ms) -> MP: 92.7, Feat: 00.1, Predict: 03.9, States: 00.0
Frame: 0448 | Phase: High            | Hip: Good            | Times(ms) -> MP: 83.1, Feat: 00.1, Predict: 04.4, States: 00.0
Frame: 0449 | Phase: High            | Hip: Good            | Times(ms) -> MP: 84.0, Feat: 00.1, Predict: 04.7, States: 00.0
Frame: 0450 | Phase: High            | Hip: Good            | Times(ms) -> MP: 83.2, Feat: 00.1, Predict: 04.2, States: 00.0
Frame: 0451 | Phase: High            | Hip: Good            | Times(ms) -> MP: 82.2, Feat: 00.1, Predict: 03.8, States: 00.0
Frame: 0452 | Phase: High            | Hip: Good            | Times(ms) -> MP: 109.0, Feat: 00.1, Predict: 05.2, States: 00.0
Frame: 0453 | Phase: High            | Hip: Good            | Times(ms) -> MP: 99.9, Feat: 00.1, Predict: 05.1, States: 00.0
Frame: 0454 | Phase: High            | Hip: Good            | Times(ms) -> MP: 105.5, Feat: 00.1, Predict: 04.2, States: 00.0
Frame: 0455 | Phase: High            | Hip: Good            | Times(ms) -> MP: 107.7, Feat: 00.1, Predict: 05.3, States: 00.0
Frame: 0456 | Phase: High            | Hip: Good            | Times(ms) -> MP: 103.7, Feat: 00.1, Predict: 06.0, States: 00.1
Frame: 0457 | Phase: High            | Hip: Good            | Times(ms) -> MP: 98.8, Feat: 00.1, Predict: 06.0, States: 00.0
Frame: 0458 | Phase: High            | Hip: Good            | Times(ms) -> MP: 98.5, Feat: 00.1, Predict: 09.8, States: 00.0
Frame: 0459 | Phase: High            | Hip: Good            | Times(ms) -> MP: 99.5, Feat: 00.2, Predict: 07.0, States: 00.1
Frame: 0460 | Phase: High            | Hip: Good            | Times(ms) -> MP: 111.0, Feat: 00.1, Predict: 04.8, States: 00.0
Frame: 0461 | Phase: High            | Hip: Good            | Times(ms) -> MP: 95.3, Feat: 00.1, Predict: 04.4, States: 00.0
Frame: 0462 | Phase: High            | Hip: Good            | Times(ms) -> MP: 88.8, Feat: 00.1, Predict: 05.2, States: 00.0
Frame: 0463 | Phase: High            | Hip: Good            | Times(ms) -> MP: 90.2, Feat: 00.1, Predict: 03.5, States: 00.0
Frame: 0464 | Phase: High            | Hip: Good            | Times(ms) -> MP: 80.3, Feat: 00.1, Predict: 05.1, States: 00.0
Frame: 0465 | Phase: High            | Hip: Good            | Times(ms) -> MP: 78.7, Feat: 00.1, Predict: 04.5, States: 00.0
Frame: 0466 | Phase: High            | Hip: Good            | Times(ms) -> MP: 73.9, Feat: 00.1, Predict: 04.7, States: 00.0
Frame: 0467 | Phase: High            | Hip: Good            | Times(ms) -> MP: 74.3, Feat: 00.1, Predict: 03.1, States: 00.0
Frame: 0468 | Phase: High            | Hip: Good            | Times(ms) -> MP: 69.9, Feat: 00.1, Predict: 03.1, States: 00.0
Frame: 0469 | Phase: High            | Hip: Good            | Times(ms) -> MP: 69.9, Feat: 00.1, Predict: 03.3, States: 00.0
Frame: 0470 | Phase: High            | Hip: Good            | Times(ms) -> MP: 69.9, Feat: 00.1, Predict: 02.9, States: 00.0
Frame: 0471 | Phase: High            | Hip: Good            | Times(ms) -> MP: 65.4, Feat: 00.1, Predict: 04.1, States: 00.0
Frame: 0472 | Phase: High            | Hip: Good            | Times(ms) -> MP: 67.3, Feat: 00.1, Predict: 03.6, States: 00.0
Frame: 0473 | Phase: High            | Hip: Good            | Times(ms) -> MP: 74.6, Feat: 00.1, Predict: 03.1, States: 00.0
Frame: 0474 | Phase: High            | Hip: Good            | Times(ms) -> MP: 67.1, Feat: 00.1, Predict: 03.2, States: 00.0
Frame: 0475 | Phase: High            | Hip: Good            | Times(ms) -> MP: 64.1, Feat: 00.1, Predict: 02.6, States: 00.0
Frame: 0476 | Phase: High            | Hip: Good            | Times(ms) -> MP: 71.8, Feat: 00.1, Predict: 02.7, States: 00.0
Frame: 0477 | Phase: High            | Hip: Good            | Times(ms) -> MP: 68.2, Feat: 00.1, Predict: 03.5, States: 00.0
Frame: 0478 | Phase: High            | Hip: Good            | Times(ms) -> MP: 66.4, Feat: 00.1, Predict: 02.8, States: 00.0
Frame: 0479 | Phase: High            | Hip: Good            | Times(ms) -> MP: 68.8, Feat: 00.1, Predict: 02.6, States: 00.0
Frame: 0480 | Phase: High            | Hip: Good            | Times(ms) -> MP: 63.3, Feat: 00.1, Predict: 03.4, States: 00.0
Frame: 0481 | Phase: High            | Hip: Good            | Times(ms) -> MP: 70.6, Feat: 00.1, Predict: 03.6, States: 00.0
Frame: 0482 | Phase: High            | Hip: Good            | Times(ms) -> MP: 73.3, Feat: 00.1, Predict: 03.0, States: 00.0
Frame: 0483 | Phase: High            | Hip: Good            | Times(ms) -> MP: 72.8, Feat: 00.1, Predict: 04.6, States: 00.0
Frame: 0484 | Phase: High            | Hip: Good            | Times(ms) -> MP: 66.7, Feat: 00.1, Predict: 03.2, States: 00.0
Frame: 0485 | Phase: High            | Hip: Good            | Times(ms) -> MP: 74.2, Feat: 00.1, Predict: 03.4, States: 00.0
Frame: 0486 | Phase: High            | Hip: Good            | Times(ms) -> MP: 65.7, Feat: 00.1, Predict: 03.6, States: 00.0
Frame: 0487 | Phase: High            | Hip: Good            | Times(ms) -> MP: 69.0, Feat: 00.1, Predict: 04.9, States: 00.0
Frame: 0488 | Phase: High            | Hip: Good            | Times(ms) -> MP: 74.9, Feat: 00.1, Predict: 02.8, States: 00.0
Frame: 0489 | Phase: High            | Hip: Good            | Times(ms) -> MP: 70.6, Feat: 00.1, Predict: 02.8, States: 00.0
Frame: 0490 | Phase: Low             | Hip: Good            | Times(ms) -> MP: 70.4, Feat: 00.1, Predict: 03.1, States: 00.0
Frame: 0491 | Phase: Low             | Hip: Good            | Times(ms) -> MP: 69.8, Feat: 00.1, Predict: 02.6, States: 00.0
Frame: 0492 | Phase: Low             | Hip: Good            | Times(ms) -> MP: 64.7, Feat: 00.1, Predict: 03.9, States: 00.0
Frame: 0493 | Phase: Low             | Hip: Good            | Times(ms) -> MP: 66.7, Feat: 00.1, Predict: 02.5, States: 00.0
Frame: 0494 | Phase: Low             | Hip: Good            | Times(ms) -> MP: 70.0, Feat: 00.1, Predict: 02.6, States: 00.0
Frame: 0495 | Phase: Low             | Hip: Good            | Times(ms) -> MP: 68.4, Feat: 00.1, Predict: 04.0, States: 00.0
Frame: 0496 | Phase: Low             | Hip: Good            | Times(ms) -> MP: 70.6, Feat: 00.1, Predict: 03.1, States: 00.0
Frame: 0497 | Phase: Low             | Hip: Good            | Times(ms) -> MP: 68.0, Feat: 00.1, Predict: 02.8, States: 00.0
Frame: 0498 | Phase: Low             | Hip: Good            | Times(ms) -> MP: 66.0, Feat: 00.1, Predict: 03.0, States: 00.0
Frame: 0499 | Phase: Low             | Hip: Good            | Times(ms) -> MP: 68.1, Feat: 00.1, Predict: 02.6, States: 00.0
Frame: 0500 | Phase: Low             | Hip: Good            | Times(ms) -> MP: 70.5, Feat: 00.1, Predict: 04.1, States: 00.0
Frame: 0501 | Phase: Low             | Hip: Good            | Times(ms) -> MP: 68.5, Feat: 00.1, Predict: 02.7, States: 00.0
Frame: 0502 | Phase: Low             | Hip: Good            | Times(ms) -> MP: 66.6, Feat: 00.1, Predict: 03.0, States: 00.0
Frame: 0503 | Phase: Low             | Hip: Good            | Times(ms) -> MP: 78.1, Feat: 00.1, Predict: 03.9, States: 00.0
Frame: 0504 | Phase: Low             | Hip: Good            | Times(ms) -> MP: 74.8, Feat: 00.1, Predict: 02.9, States: 00.0
Frame: 0505 | Phase: Low             | Hip: Good            | Times(ms) -> MP: 83.3, Feat: 00.1, Predict: 03.5, States: 00.0
Frame: 0506 | Phase: Low             | Hip: Good            | Times(ms) -> MP: 78.3, Feat: 00.1, Predict: 03.4, States: 00.0
