Source: Live Camera
Date & Time: 2026-07-13 18:32:03
==========================================================================================
Frame: 0255 | Phase: High            | Hip: Good            | Times(ms) -> MP: 110.6, Feat: 00.4, Predict: 12.7, States: 00.0
Frame: 0278 | Phase: High            | Hip: Good            | Times(ms) -> MP: 63.3, Feat: 00.2, Predict: 03.5, States: 00.0
Frame: 0279 | Phase: High            | Hip: Good            | Times(ms) -> MP: 66.6, Feat: 00.2, Predict: 03.3, States: 00.0
Frame: 0280 | Phase: High            | Hip: Good            | Times(ms) -> MP: 61.5, Feat: 00.2, Predict: 03.4, States: 00.0
Frame: 0281 | Phase: High            | Hip: Good            | Times(ms) -> MP: 62.5, Feat: 00.2, Predict: 04.0, States: 00.0
Frame: 0282 | Phase: High            | Hip: Good            | Times(ms) -> MP: 65.3, Feat: 00.2, Predict: 03.8, States: 00.0
Frame: 0283 | Phase: High            | Hip: Good            | Times(ms) -> MP: 60.9, Feat: 00.2, Predict: 02.9, States: 00.0
Frame: 0284 | Phase: High            | Hip: Good            | Times(ms) -> MP: 60.7, Feat: 00.2, Predict: 03.6, States: 00.0
Frame: 0285 | Phase: High            | Hip: Good            | Times(ms) -> MP: 62.1, Feat: 00.3, Predict: 03.0, States: 00.0
Frame: 0286 | Phase: High            | Hip: Good            | Times(ms) -> MP: 66.7, Feat: 00.2, Predict: 03.2, States: 00.0
Frame: 0287 | Phase: High            | Hip: Good            | Times(ms) -> MP: 59.5, Feat: 00.2, Predict: 03.5, States: 00.0
Frame: 0288 | Phase: High            | Hip: Good            | Times(ms) -> MP: 65.2, Feat: 00.3, Predict: 03.0, States: 00.0
Frame: 0289 | Phase: High            | Hip: Good            | Times(ms) -> MP: 61.7, Feat: 00.2, Predict: 03.1, States: 00.0
Frame: 0290 | Phase: High            | Hip: Good            | Times(ms) -> MP: 62.6, Feat: 00.3, Predict: 04.0, States: 00.0
Frame: 0291 | Phase: High            | Hip: Good            | Times(ms) -> MP: 61.6, Feat: 00.2, Predict: 06.7, States: 00.0
Frame: 0292 | Phase: High            | Hip: Good            | Times(ms) -> MP: 61.3, Feat: 00.3, Predict: 03.4, States: 00.0
Frame: 0293 | Phase: High            | Hip: Good            | Times(ms) -> MP: 62.8, Feat: 00.2, Predict: 03.1, States: 00.0
Frame: 0294 | Phase: High            | Hip: Good            | Times(ms) -> MP: 68.8, Feat: 00.2, Predict: 04.2, States: 00.0
Frame: 0295 | Phase: High            | Hip: Good            | Times(ms) -> MP: 68.3, Feat: 00.3, Predict: 04.1, States: 00.0
Frame: 0296 | Phase: High            | Hip: Good            | Times(ms) -> MP: 66.9, Feat: 00.2, Predict: 03.2, States: 00.0
Frame: 0297 | Phase: High            | Hip: Good            | Times(ms) -> MP: 64.9, Feat: 00.2, Predict: 03.7, States: 00.0
Frame: 0298 | Phase: High            | Hip: Good            | Times(ms) -> MP: 68.9, Feat: 00.3, Predict: 03.8, States: 00.0
Frame: 0299 | Phase: High            | Hip: Good            | Times(ms) -> MP: 67.9, Feat: 00.2, Predict: 04.3, States: 00.0
Frame: 0300 | Phase: High            | Hip: Good            | Times(ms) -> MP: 66.2, Feat: 00.2, Predict: 04.0, States: 00.0
Frame: 0301 | Phase: High            | Hip: Good            | Times(ms) -> MP: 67.5, Feat: 00.2, Predict: 03.8, States: 00.0
Frame: 0302 | Phase: High            | Hip: Good            | Times(ms) -> MP: 65.8, Feat: 00.2, Predict: 03.0, States: 00.1
Frame: 0303 | Phase: High            | Hip: Good            | Times(ms) -> MP: 71.0, Feat: 00.2, Predict: 03.2, States: 00.0
Frame: 0304 | Phase: High            | Hip: Good            | Times(ms) -> MP: 84.3, Feat: 00.2, Predict: 04.5, States: 00.0
Frame: 0305 | Phase: High            | Hip: Good            | Times(ms) -> MP: 77.8, Feat: 00.2, Predict: 04.3, States: 00.0
Frame: 0306 | Phase: High            | Hip: Good            | Times(ms) -> MP: 74.4, Feat: 00.2, Predict: 03.3, States: 00.0
Frame: 0307 | Phase: High            | Hip: Good            | Times(ms) -> MP: 73.3, Feat: 00.4, Predict: 03.1, States: 00.0
Frame: 0308 | Phase: High            | Hip: Good            | Times(ms) -> MP: 73.0, Feat: 00.2, Predict: 03.6, States: 00.0
Frame: 0309 | Phase: High            | Hip: Good            | Times(ms) -> MP: 68.9, Feat: 00.2, Predict: 02.7, States: 00.0
Frame: 0310 | Phase: High            | Hip: Good            | Times(ms) -> MP: 68.1, Feat: 00.2, Predict: 02.9, States: 00.0
Frame: 0311 | Phase: High            | Hip: Good            | Times(ms) -> MP: 62.5, Feat: 00.3, Predict: 03.2, States: 00.0
Frame: 0312 | Phase: High            | Hip: Good            | Times(ms) -> MP: 65.3, Feat: 00.2, Predict: 05.3, States: 00.0
Frame: 0313 | Phase: High            | Hip: Good            | Times(ms) -> MP: 67.4, Feat: 00.2, Predict: 03.1, States: 00.0
Frame: 0314 | Phase: High            | Hip: Good            | Times(ms) -> MP: 69.9, Feat: 00.2, Predict: 03.9, States: 00.0
Frame: 0315 | Phase: High            | Hip: Good            | Times(ms) -> MP: 67.2, Feat: 00.2, Predict: 03.1, States: 00.0
Frame: 0316 | Phase: High            | Hip: Good            | Times(ms) -> MP: 78.0, Feat: 00.3, Predict: 05.0, States: 00.0
Frame: 0317 | Phase: High            | Hip: Good            | Times(ms) -> MP: 62.1, Feat: 00.2, Predict: 04.1, States: 00.0
Frame: 0318 | Phase: High            | Hip: Good            | Times(ms) -> MP: 69.6, Feat: 00.2, Predict: 03.3, States: 00.0
Frame: 0319 | Phase: High            | Hip: Good            | Times(ms) -> MP: 72.2, Feat: 00.2, Predict: 03.7, States: 00.0
Frame: 0320 | Phase: High            | Hip: Good            | Times(ms) -> MP: 64.5, Feat: 00.2, Predict: 03.1, States: 00.0
Frame: 0321 | Phase: High            | Hip: Good            | Times(ms) -> MP: 67.5, Feat: 00.2, Predict: 04.1, States: 00.0
Frame: 0322 | Phase: High            | Hip: Good            | Times(ms) -> MP: 61.4, Feat: 00.2, Predict: 02.9, States: 00.0
Frame: 0323 | Phase: High            | Hip: Good            | Times(ms) -> MP: 68.1, Feat: 00.2, Predict: 02.8, States: 00.0
Frame: 0324 | Phase: High            | Hip: Good            | Times(ms) -> MP: 70.6, Feat: 00.2, Predict: 05.1, States: 00.0
Frame: 0325 | Phase: High            | Hip: Good            | Times(ms) -> MP: 103.3, Feat: 00.2, Predict: 06.5, States: 00.0
Frame: 0326 | Phase: High            | Hip: Good            | Times(ms) -> MP: 66.8, Feat: 00.2, Predict: 03.1, States: 00.0
Frame: 0327 | Phase: High            | Hip: Good            | Times(ms) -> MP: 68.1, Feat: 00.2, Predict: 05.5, States: 00.0
Frame: 0328 | Phase: High            | Hip: Good            | Times(ms) -> MP: 69.2, Feat: 00.2, Predict: 03.4, States: 00.0
Frame: 0329 | Phase: High            | Hip: Good            | Times(ms) -> MP: 69.0, Feat: 00.2, Predict: 03.4, States: 00.0
Frame: 0330 | Phase: High            | Hip: Good            | Times(ms) -> MP: 75.3, Feat: 00.2, Predict: 02.9, States: 00.0
Frame: 0331 | Phase: High            | Hip: Good            | Times(ms) -> MP: 70.6, Feat: 00.2, Predict: 02.8, States: 00.0
Frame: 0332 | Phase: High            | Hip: Good            | Times(ms) -> MP: 66.0, Feat: 00.2, Predict: 05.3, States: 00.0
Frame: 0333 | Phase: High            | Hip: Good            | Times(ms) -> MP: 67.0, Feat: 00.2, Predict: 07.1, States: 00.0
Frame: 0334 | Phase: High            | Hip: Good            | Times(ms) -> MP: 64.6, Feat: 00.2, Predict: 03.5, States: 00.0
Frame: 0335 | Phase: High            | Hip: Good            | Times(ms) -> MP: 67.9, Feat: 00.4, Predict: 05.2, States: 00.0
Frame: 0336 | Phase: High            | Hip: Good            | Times(ms) -> MP: 73.6, Feat: 00.2, Predict: 04.7, States: 00.0
Frame: 0337 | Phase: High            | Hip: Good            | Times(ms) -> MP: 74.0, Feat: 00.2, Predict: 03.4, States: 00.0
Frame: 0338 | Phase: High            | Hip: Good            | Times(ms) -> MP: 65.2, Feat: 00.2, Predict: 03.3, States: 00.0
Frame: 0339 | Phase: High            | Hip: Good            | Times(ms) -> MP: 59.9, Feat: 00.2, Predict: 03.0, States: 00.0
Frame: 0340 | Phase: High            | Hip: Good            | Times(ms) -> MP: 61.2, Feat: 00.2, Predict: 03.8, States: 00.0
Frame: 0341 | Phase: High            | Hip: Good            | Times(ms) -> MP: 63.4, Feat: 00.2, Predict: 03.2, States: 00.0
Frame: 0342 | Phase: High            | Hip: Good            | Times(ms) -> MP: 63.4, Feat: 00.2, Predict: 03.2, States: 00.0
Frame: 0343 | Phase: High            | Hip: Good            | Times(ms) -> MP: 59.7, Feat: 00.2, Predict: 03.2, States: 00.0
Frame: 0344 | Phase: Low             | Hip: Good            | Times(ms) -> MP: 62.1, Feat: 00.2, Predict: 03.1, States: 00.0
Frame: 0345 | Phase: Low             | Hip: Good            | Times(ms) -> MP: 65.7, Feat: 00.2, Predict: 03.0, States: 00.0
Frame: 0346 | Phase: Low             | Hip: Good            | Times(ms) -> MP: 60.2, Feat: 00.2, Predict: 03.2, States: 00.0
Frame: 0347 | Phase: High            | Hip: Good            | Times(ms) -> MP: 67.2, Feat: 00.2, Predict: 03.2, States: 00.0
Frame: 0348 | Phase: Low             | Hip: Good            | Times(ms) -> MP: 61.9, Feat: 00.2, Predict: 03.1, States: 00.0
Frame: 0349 | Phase: Low             | Hip: Good            | Times(ms) -> MP: 61.0, Feat: 00.2, Predict: 02.9, States: 00.0
Frame: 0350 | Phase: Low             | Hip: Good            | Times(ms) -> MP: 63.3, Feat: 00.2, Predict: 02.9, States: 00.0
Frame: 0351 | Phase: Low             | Hip: Good            | Times(ms) -> MP: 59.4, Feat: 00.2, Predict: 02.8, States: 00.0
Frame: 0352 | Phase: Low             | Hip: Good            | Times(ms) -> MP: 63.6, Feat: 00.2, Predict: 02.9, States: 00.0
Frame: 0353 | Phase: Low             | Hip: Good            | Times(ms) -> MP: 63.5, Feat: 00.2, Predict: 03.0, States: 00.0
Frame: 0354 | Phase: Low             | Hip: Good            | Times(ms) -> MP: 62.4, Feat: 00.2, Predict: 03.2, States: 00.0
Frame: 0355 | Phase: Low             | Hip: Good            | Times(ms) -> MP: 60.6, Feat: 00.2, Predict: 03.0, States: 00.0
Frame: 0356 | Phase: Low             | Hip: Good            | Times(ms) -> MP: 60.5, Feat: 00.2, Predict: 03.1, States: 00.0
Frame: 0357 | Phase: Low             | Hip: Good            | Times(ms) -> MP: 62.1, Feat: 00.2, Predict: 03.3, States: 00.0
Frame: 0358 | Phase: Low             | Hip: Good            | Times(ms) -> MP: 63.0, Feat: 00.3, Predict: 03.4, States: 00.0
Frame: 0359 | Phase: Low             | Hip: Good            | Times(ms) -> MP: 62.1, Feat: 00.2, Predict: 02.9, States: 00.0
Frame: 0360 | Phase: Low             | Hip: Good            | Times(ms) -> MP: 62.0, Feat: 00.2, Predict: 03.0, States: 00.0
Frame: 0361 | Phase: Low             | Hip: Good            | Times(ms) -> MP: 62.6, Feat: 00.2, Predict: 04.0, States: 00.0
Frame: 0362 | Phase: Low             | Hip: Good            | Times(ms) -> MP: 65.4, Feat: 00.2, Predict: 04.0, States: 00.0
Frame: 0363 | Phase: Low             | Hip: Good            | Times(ms) -> MP: 65.1, Feat: 00.2, Predict: 03.1, States: 00.0
Frame: 0364 | Phase: Low             | Hip: Good            | Times(ms) -> MP: 62.9, Feat: 00.2, Predict: 03.8, States: 00.0
Frame: 0365 | Phase: Low             | Hip: Good            | Times(ms) -> MP: 61.6, Feat: 00.2, Predict: 03.3, States: 00.0
Frame: 0366 | Phase: Low             | Hip: Good            | Times(ms) -> MP: 61.3, Feat: 00.2, Predict: 03.0, States: 00.0
Frame: 0367 | Phase: Low             | Hip: Good            | Times(ms) -> MP: 65.7, Feat: 00.2, Predict: 02.9, States: 00.0
Frame: 0368 | Phase: Low             | Hip: Good            | Times(ms) -> MP: 61.5, Feat: 00.2, Predict: 04.2, States: 00.0
Frame: 0369 | Phase: Low             | Hip: Good            | Times(ms) -> MP: 63.8, Feat: 00.2, Predict: 03.3, States: 00.0
Frame: 0370 | Phase: Low             | Hip: Good            | Times(ms) -> MP: 66.6, Feat: 00.2, Predict: 03.5, States: 00.0
Frame: 0371 | Phase: Low             | Hip: Good            | Times(ms) -> MP: 61.8, Feat: 00.2, Predict: 03.4, States: 00.0
Frame: 0372 | Phase: Low             | Hip: Good            | Times(ms) -> MP: 62.2, Feat: 00.2, Predict: 03.3, States: 00.0
Frame: 0373 | Phase: Low             | Hip: Good            | Times(ms) -> MP: 61.1, Feat: 00.2, Predict: 03.3, States: 00.0
Frame: 0374 | Phase: Low             | Hip: Good            | Times(ms) -> MP: 72.9, Feat: 00.8, Predict: 04.4, States: 00.0
Frame: 0375 | Phase: Low             | Hip: Good            | Times(ms) -> MP: 65.3, Feat: 00.2, Predict: 03.0, States: 00.0
Frame: 0376 | Phase: Low             | Hip: Good            | Times(ms) -> MP: 60.8, Feat: 00.2, Predict: 03.0, States: 00.0
Frame: 0377 | Phase: Low             | Hip: Good            | Times(ms) -> MP: 64.2, Feat: 00.2, Predict: 03.3, States: 00.0
Frame: 0378 | Phase: Low             | Hip: Good            | Times(ms) -> MP: 59.9, Feat: 00.2, Predict: 02.9, States: 00.0
Frame: 0379 | Phase: Low             | Hip: Good            | Times(ms) -> MP: 63.5, Feat: 00.2, Predict: 02.9, States: 00.0
Frame: 0380 | Phase: Low             | Hip: Good            | Times(ms) -> MP: 60.5, Feat: 00.2, Predict: 03.2, States: 00.0
Frame: 0381 | Phase: Low             | Hip: Good            | Times(ms) -> MP: 69.7, Feat: 00.2, Predict: 03.0, States: 00.0
Frame: 0382 | Phase: Low             | Hip: Good            | Times(ms) -> MP: 70.8, Feat: 00.2, Predict: 03.1, States: 00.0
Frame: 0383 | Phase: Low             | Hip: Good            | Times(ms) -> MP: 67.7, Feat: 00.2, Predict: 03.9, States: 00.0
Frame: 0384 | Phase: Low             | Hip: Good            | Times(ms) -> MP: 69.1, Feat: 00.3, Predict: 03.6, States: 00.0
Frame: 0385 | Phase: Low             | Hip: Good            | Times(ms) -> MP: 67.3, Feat: 00.2, Predict: 02.8, States: 00.0
Frame: 0386 | Phase: Low             | Hip: Good            | Times(ms) -> MP: 65.1, Feat: 00.2, Predict: 02.9, States: 00.0
Frame: 0387 | Phase: Low             | Hip: Good            | Times(ms) -> MP: 77.5, Feat: 00.2, Predict: 02.8, States: 00.0
Frame: 0388 | Phase: Low             | Hip: Good            | Times(ms) -> MP: 101.1, Feat: 00.3, Predict: 04.6, States: 00.0
Frame: 0389 | Phase: Low             | Hip: Good            | Times(ms) -> MP: 78.1, Feat: 00.2, Predict: 03.3, States: 00.0
Frame: 0390 | Phase: Low             | Hip: Good            | Times(ms) -> MP: 71.2, Feat: 00.2, Predict: 02.9, States: 00.0
Frame: 0391 | Phase: Low             | Hip: Good            | Times(ms) -> MP: 70.3, Feat: 00.4, Predict: 03.4, States: 00.0
Frame: 0392 | Phase: Low             | Hip: Good            | Times(ms) -> MP: 66.6, Feat: 00.2, Predict: 03.0, States: 00.0
Frame: 0393 | Phase: Low             | Hip: Good            | Times(ms) -> MP: 72.3, Feat: 00.2, Predict: 04.2, States: 00.0
Frame: 0394 | Phase: Low             | Hip: Good            | Times(ms) -> MP: 72.2, Feat: 00.2, Predict: 04.3, States: 00.0
Frame: 0395 | Phase: Low             | Hip: Good            | Times(ms) -> MP: 70.0, Feat: 00.2, Predict: 02.9, States: 00.0
Frame: 0396 | Phase: Low             | Hip: Good            | Times(ms) -> MP: 67.3, Feat: 00.2, Predict: 03.5, States: 00.0
Frame: 0397 | Phase: Low             | Hip: Good            | Times(ms) -> MP: 75.5, Feat: 00.2, Predict: 04.3, States: 00.0
Frame: 0398 | Phase: Low             | Hip: Good            | Times(ms) -> MP: 64.0, Feat: 00.9, Predict: 05.3, States: 00.0
Frame: 0399 | Phase: Low             | Hip: Good            | Times(ms) -> MP: 61.8, Feat: 00.2, Predict: 04.3, States: 00.0
Frame: 0400 | Phase: Low             | Hip: Good            | Times(ms) -> MP: 73.0, Feat: 00.3, Predict: 03.0, States: 00.0
Frame: 0401 | Phase: Low             | Hip: Good            | Times(ms) -> MP: 80.8, Feat: 00.3, Predict: 05.1, States: 00.0
Frame: 0402 | Phase: Low             | Hip: Good            | Times(ms) -> MP: 88.0, Feat: 00.2, Predict: 04.4, States: 00.0
Frame: 0403 | Phase: Low             | Hip: Good            | Times(ms) -> MP: 72.5, Feat: 00.2, Predict: 03.8, States: 00.0
Frame: 0404 | Phase: Low             | Hip: Good            | Times(ms) -> MP: 73.7, Feat: 00.2, Predict: 03.0, States: 00.0
Frame: 0405 | Phase: Low             | Hip: Good            | Times(ms) -> MP: 67.0, Feat: 00.2, Predict: 03.3, States: 00.0
Frame: 0406 | Phase: Low             | Hip: Good            | Times(ms) -> MP: 75.6, Feat: 00.3, Predict: 04.9, States: 00.0
Frame: 0407 | Phase: Low             | Hip: Good            | Times(ms) -> MP: 71.4, Feat: 00.2, Predict: 02.8, States: 00.0
Frame: 0408 | Phase: Low             | Hip: Good            | Times(ms) -> MP: 67.3, Feat: 00.2, Predict: 03.0, States: 00.0
Frame: 0409 | Phase: Low             | Hip: Good            | Times(ms) -> MP: 79.1, Feat: 00.6, Predict: 06.0, States: 00.0
Frame: 0410 | Phase: Low             | Hip: Good            | Times(ms) -> MP: 74.5, Feat: 00.2, Predict: 04.9, States: 00.0
Frame: 0411 | Phase: Low             | Hip: Good            | Times(ms) -> MP: 64.7, Feat: 00.8, Predict: 02.9, States: 00.0
Frame: 0412 | Phase: Low             | Hip: Good            | Times(ms) -> MP: 59.7, Feat: 00.2, Predict: 04.8, States: 00.0
Frame: 0413 | Phase: Low             | Hip: Good            | Times(ms) -> MP: 61.3, Feat: 00.2, Predict: 04.2, States: 00.0
Frame: 0414 | Phase: Low             | Hip: Good            | Times(ms) -> MP: 62.3, Feat: 00.4, Predict: 03.8, States: 00.0
Frame: 0415 | Phase: Low             | Hip: Good            | Times(ms) -> MP: 59.9, Feat: 00.2, Predict: 03.0, States: 00.0
Frame: 0416 | Phase: Low             | Hip: Good            | Times(ms) -> MP: 60.6, Feat: 00.2, Predict: 02.9, States: 00.0
Frame: 0417 | Phase: Low             | Hip: Good            | Times(ms) -> MP: 64.7, Feat: 00.2, Predict: 03.1, States: 00.0
Frame: 0418 | Phase: Low             | Hip: Good            | Times(ms) -> MP: 62.3, Feat: 00.2, Predict: 02.9, States: 00.0
Frame: 0419 | Phase: Low             | Hip: Good            | Times(ms) -> MP: 61.2, Feat: 00.2, Predict: 03.1, States: 00.0
Frame: 0420 | Phase: Low             | Hip: Good            | Times(ms) -> MP: 62.5, Feat: 00.2, Predict: 02.8, States: 00.0
Frame: 0421 | Phase: Low             | Hip: Good            | Times(ms) -> MP: 60.0, Feat: 00.2, Predict: 05.8, States: 00.0
Frame: 0422 | Phase: Low             | Hip: Good            | Times(ms) -> MP: 65.0, Feat: 00.2, Predict: 03.0, States: 00.0
Frame: 0423 | Phase: Low             | Hip: Good            | Times(ms) -> MP: 63.0, Feat: 00.2, Predict: 02.8, States: 00.0
Frame: 0424 | Phase: Low             | Hip: Good            | Times(ms) -> MP: 62.8, Feat: 00.2, Predict: 03.1, States: 00.0
Frame: 0425 | Phase: Low             | Hip: Good            | Times(ms) -> MP: 61.8, Feat: 00.2, Predict: 03.3, States: 00.0
Frame: 0426 | Phase: Low             | Hip: Good            | Times(ms) -> MP: 62.7, Feat: 00.2, Predict: 03.4, States: 00.0
Frame: 0427 | Phase: Low             | Hip: Good            | Times(ms) -> MP: 59.7, Feat: 00.2, Predict: 03.6, States: 00.0
Frame: 0428 | Phase: Low             | Hip: Good            | Times(ms) -> MP: 64.8, Feat: 00.2, Predict: 03.1, States: 00.0
Frame: 0429 | Phase: Low             | Hip: Good            | Times(ms) -> MP: 69.1, Feat: 00.2, Predict: 03.7, States: 00.0
Frame: 0430 | Phase: Low             | Hip: Good            | Times(ms) -> MP: 82.1, Feat: 00.2, Predict: 03.4, States: 00.0
Frame: 0431 | Phase: Low             | Hip: Good            | Times(ms) -> MP: 61.3, Feat: 00.2, Predict: 03.9, States: 00.0
Frame: 0432 | Phase: Low             | Hip: Good            | Times(ms) -> MP: 59.4, Feat: 00.2, Predict: 03.2, States: 00.0
Frame: 0433 | Phase: Low             | Hip: Good            | Times(ms) -> MP: 61.8, Feat: 00.2, Predict: 04.1, States: 00.0
Frame: 0434 | Phase: Low             | Hip: Good            | Times(ms) -> MP: 62.1, Feat: 00.2, Predict: 03.3, States: 00.0
Frame: 0435 | Phase: Low             | Hip: Good            | Times(ms) -> MP: 61.1, Feat: 00.2, Predict: 03.2, States: 00.0
Frame: 0436 | Phase: Low             | Hip: Good            | Times(ms) -> MP: 61.9, Feat: 00.2, Predict: 03.7, States: 00.0
Frame: 0437 | Phase: Low             | Hip: Good            | Times(ms) -> MP: 62.0, Feat: 00.2, Predict: 03.2, States: 00.0
Frame: 0438 | Phase: Low             | Hip: Good            | Times(ms) -> MP: 65.3, Feat: 00.2, Predict: 03.0, States: 00.0
Frame: 0439 | Phase: Low             | Hip: Good            | Times(ms) -> MP: 59.8, Feat: 00.2, Predict: 02.9, States: 00.0
Frame: 0440 | Phase: Low             | Hip: Good            | Times(ms) -> MP: 63.0, Feat: 00.2, Predict: 02.8, States: 00.0
Frame: 0441 | Phase: Low             | Hip: Good            | Times(ms) -> MP: 63.6, Feat: 00.2, Predict: 02.8, States: 00.0
Frame: 0442 | Phase: Low             | Hip: Good            | Times(ms) -> MP: 62.2, Feat: 00.2, Predict: 02.9, States: 00.0
Frame: 0443 | Phase: Low             | Hip: Good            | Times(ms) -> MP: 65.0, Feat: 00.2, Predict: 03.3, States: 00.0
Frame: 0444 | Phase: Low             | Hip: Good            | Times(ms) -> MP: 62.4, Feat: 00.2, Predict: 02.8, States: 00.0
Frame: 0445 | Phase: Low             | Hip: Good            | Times(ms) -> MP: 61.2, Feat: 00.2, Predict: 03.4, States: 00.0
Frame: 0446 | Phase: Low             | Hip: Good            | Times(ms) -> MP: 63.2, Feat: 00.2, Predict: 02.9, States: 00.0
Frame: 0447 | Phase: Low             | Hip: Good            | Times(ms) -> MP: 72.9, Feat: 00.3, Predict: 05.6, States: 00.0
Frame: 0448 | Phase: Low             | Hip: Good            | Times(ms) -> MP: 66.5, Feat: 00.2, Predict: 02.9, States: 00.0
Frame: 0449 | Phase: Low             | Hip: Good            | Times(ms) -> MP: 69.4, Feat: 00.2, Predict: 02.9, States: 00.0
Frame: 0450 | Phase: Low             | Hip: Good            | Times(ms) -> MP: 63.9, Feat: 00.2, Predict: 03.0, States: 00.0
Frame: 0451 | Phase: Low             | Hip: Good            | Times(ms) -> MP: 64.6, Feat: 00.2, Predict: 02.8, States: 00.0
Frame: 0452 | Phase: Low             | Hip: Good            | Times(ms) -> MP: 61.7, Feat: 00.2, Predict: 03.2, States: 00.0
Frame: 0453 | Phase: Low             | Hip: Good            | Times(ms) -> MP: 62.2, Feat: 00.2, Predict: 03.0, States: 00.0
Frame: 0454 | Phase: Low             | Hip: Good            | Times(ms) -> MP: 62.4, Feat: 00.2, Predict: 02.8, States: 00.0
Frame: 0455 | Phase: Low             | Hip: Good            | Times(ms) -> MP: 62.9, Feat: 00.3, Predict: 02.8, States: 00.0
Frame: 0456 | Phase: Low             | Hip: Good            | Times(ms) -> MP: 67.2, Feat: 00.2, Predict: 03.4, States: 00.0
Frame: 0457 | Phase: Low             | Hip: Good            | Times(ms) -> MP: 70.8, Feat: 00.3, Predict: 04.2, States: 00.0
Frame: 0458 | Phase: Low             | Hip: Good            | Times(ms) -> MP: 71.3, Feat: 00.3, Predict: 03.3, States: 00.0
Frame: 0459 | Phase: Low             | Hip: Good            | Times(ms) -> MP: 65.1, Feat: 00.2, Predict: 04.5, States: 00.0
Frame: 0460 | Phase: Low             | Hip: Good            | Times(ms) -> MP: 79.1, Feat: 00.2, Predict: 03.9, States: 00.0
Frame: 0461 | Phase: Low             | Hip: Good            | Times(ms) -> MP: 71.8, Feat: 00.2, Predict: 03.1, States: 00.0
Frame: 0462 | Phase: Low             | Hip: Good            | Times(ms) -> MP: 64.4, Feat: 00.2, Predict: 02.9, States: 00.0
Frame: 0463 | Phase: Low             | Hip: Good            | Times(ms) -> MP: 62.0, Feat: 00.2, Predict: 04.1, States: 00.0
Frame: 0464 | Phase: Low             | Hip: Good            | Times(ms) -> MP: 70.3, Feat: 00.4, Predict: 04.8, States: 00.0
Frame: 0465 | Phase: Low             | Hip: Good            | Times(ms) -> MP: 70.9, Feat: 00.2, Predict: 04.7, States: 00.0
