Source: Live Camera
Date & Time: 2026-09-04 13:31:34
==========================================================================================
Frame: 0285 | Processed: Yes  | TS(ms): 1788528650818 | Delta: 0000 | Plank: WAITING [Visibility Check Failed (MediaPipe Glitch)] | Phase: N/A             | Hip: N/A             | Reps: 00 | RepState: idle            | HipStatus: Waiting... | Times(ms) -> MP: 73.7, Feat: 00.4, Predict: 00.0, States: 00.0
Frame: 0286 | Processed: Yes  | TS(ms): 1788528650897 | Delta: 0000 | Plank: WAITING [Visibility Check Failed (MediaPipe Glitch)] | Phase: N/A             | Hip: N/A             | Reps: 00 | RepState: idle            | HipStatus: Waiting... | Times(ms) -> MP: 71.0, Feat: 00.3, Predict: 00.0, States: 00.0
Frame: 0287 | Processed: Yes  | TS(ms): 1788528650973 | Delta: 0000 | Plank: WAITING [Visibility Check Failed (MediaPipe Glitch)] | Phase: None            | Hip: None            | Reps: 00 | RepState: idle            | HipStatus: Waiting... | Times(ms) -> MP: 66.1, Feat: 00.0, Predict: 00.0, States: 00.0
Frame: 0288 | Processed: Yes  | TS(ms): 1788528651045 | Delta: 0000 | Plank: WAITING [Visibility Check Failed (MediaPipe Glitch)] | Phase: None            | Hip: None            | Reps: 00 | RepState: idle            | HipStatus: Waiting... | Times(ms) -> MP: 17.8, Feat: 00.0, Predict: 00.0, States: 00.0
Frame: 0290 | Processed: Yes  | TS(ms): 1788528651107 | Delta: 0000 | Plank: WAITING [Visibility Check Failed (MediaPipe Glitch)] | Phase: None            | Hip: None            | Reps: 00 | RepState: idle            | HipStatus: Waiting... | Times(ms) -> MP: 14.1, Feat: 00.0, Predict: 00.0, States: 00.0
Frame: 0291 | Processed: Yes  | TS(ms): 1788528651153 | Delta: 0000 | Plank: WAITING [Visibility Check Failed (MediaPipe Glitch)] | Phase: None            | Hip: None            | Reps: 00 | RepState: idle            | HipStatus: Waiting... | Times(ms) -> MP: 15.1, Feat: 00.0, Predict: 00.0, States: 00.0
Frame: 0293 | Processed: Yes  | TS(ms): 1788528651216 | Delta: 0000 | Plank: WAITING [Visibility Check Failed (MediaPipe Glitch)] | Phase: None            | Hip: None            | Reps: 00 | RepState: idle            | HipStatus: Waiting... | Times(ms) -> MP: 15.1, Feat: 00.0, Predict: 00.0, States: 00.0
Frame: 0295 | Processed: Yes  | TS(ms): 1788528651281 | Delta: 0000 | Plank: WAITING [Visibility Check Failed (MediaPipe Glitch)] | Phase: None            | Hip: None            | Reps: 00 | RepState: idle            | HipStatus: Waiting... | Times(ms) -> MP: 15.5, Feat: 00.0, Predict: 00.0, States: 00.0
Frame: 0297 | Processed: Yes  | TS(ms): 1788528651346 | Delta: 0000 | Plank: WAITING [Visibility Check Failed (MediaPipe Glitch)] | Phase: None            | Hip: None            | Reps: 00 | RepState: idle            | HipStatus: Waiting... | Times(ms) -> MP: 13.9, Feat: 00.0, Predict: 00.0, States: 00.0
Frame: 0299 | Processed: Yes  | TS(ms): 1788528651410 | Delta: 0000 | Plank: WAITING [Visibility Check Failed (MediaPipe Glitch)] | Phase: None            | Hip: None            | Reps: 00 | RepState: idle            | HipStatus: Waiting... | Times(ms) -> MP: 14.7, Feat: 00.0, Predict: 00.0, States: 00.0
Frame: 0301 | Processed: Yes  | TS(ms): 1788528651475 | Delta: 0000 | Plank: WAITING [Visibility Check Failed (MediaPipe Glitch)] | Phase: N/A             | Hip: N/A             | Reps: 00 | RepState: idle            | HipStatus: Waiting... | Times(ms) -> MP: 96.4, Feat: 00.5, Predict: 00.0, States: 00.0
Frame: 0302 | Processed: Yes  | TS(ms): 1788528651577 | Delta: 0000 | Plank: WAITING [Visibility Check Failed (MediaPipe Glitch)] | Phase: N/A             | Hip: N/A             | Reps: 00 | RepState: idle            | HipStatus: Waiting... | Times(ms) -> MP: 67.8, Feat: 00.3, Predict: 00.0, States: 00.0
Frame: 0303 | Processed: Yes  | TS(ms): 1788528651651 | Delta: 0000 | Plank: WAITING [Visibility Check Failed (MediaPipe Glitch)] | Phase: N/A             | Hip: N/A             | Reps: 00 | RepState: idle            | HipStatus: Waiting... | Times(ms) -> MP: 82.0, Feat: 00.3, Predict: 00.0, States: 00.0
Frame: 0304 | Processed: Yes  | TS(ms): 1788528651738 | Delta: 0000 | Plank: WAITING [Visibility Check Failed (MediaPipe Glitch)] | Phase: N/A             | Hip: N/A             | Reps: 00 | RepState: idle            | HipStatus: Waiting... | Times(ms) -> MP: 69.8, Feat: 00.3, Predict: 00.0, States: 00.0
Frame: 0305 | Processed: Yes  | TS(ms): 1788528651812 | Delta: 0000 | Plank: WAITING [Visibility Check Failed (MediaPipe Glitch)] | Phase: N/A             | Hip: N/A             | Reps: 00 | RepState: idle            | HipStatus: Waiting... | Times(ms) -> MP: 65.6, Feat: 00.2, Predict: 00.0, States: 00.0
Frame: 0306 | Processed: Yes  | TS(ms): 1788528651882 | Delta: 0000 | Plank: WAITING [Vis: True | Horiz: False (dx:0.1, dy:1.0) | W_Low: False | A_Low: True | 9_O'Clock: True, shoulder_x: 0.412, ankle_x: 0.513] | Phase: N/A             | Hip: N/A             | Reps: 00 | RepState: idle            | HipStatus: Waiting... | Times(ms) -> MP: 69.2, Feat: 00.3, Predict: 00.0, States: 00.0
Frame: 0319 | Processed: Yes  | TS(ms): 1788528652857 | Delta: 0000 | Plank: WAITING [Vis: True | Horiz: False (dx:0.2, dy:0.9) | W_Low: True | A_Low: True | 9_O'Clock: True, shoulder_x: 0.400, ankle_x: 0.580] | Phase: N/A             | Hip: N/A             | Reps: 00 | RepState: idle            | HipStatus: Waiting... | Times(ms) -> MP: 68.7, Feat: 00.2, Predict: 00.0, States: 00.0
Frame: 0320 | Processed: Yes  | TS(ms): 1788528652931 | Delta: 0000 | Plank: WAITING [Vis: True | Horiz: False (dx:0.3, dy:1.1) | W_Low: False | A_Low: True | 9_O'Clock: True, shoulder_x: 0.415, ankle_x: 0.709] | Phase: N/A             | Hip: N/A             | Reps: 00 | RepState: idle            | HipStatus: Waiting... | Times(ms) -> MP: 69.7, Feat: 00.3, Predict: 00.0, States: 00.0
Frame: 0321 | Processed: Yes  | TS(ms): 1788528653006 | Delta: 0000 | Plank: WAITING [Vis: True | Horiz: False (dx:0.4, dy:1.1) | W_Low: False | A_Low: True | 9_O'Clock: True, shoulder_x: 0.436, ankle_x: 0.802] | Phase: N/A             | Hip: N/A             | Reps: 00 | RepState: idle            | HipStatus: Waiting... | Times(ms) -> MP: 70.3, Feat: 00.2, Predict: 00.0, States: 00.0
Frame: 0322 | Processed: Yes  | TS(ms): 1788528653081 | Delta: 0000 | Plank: WAITING [Vis: True | Horiz: False (dx:0.4, dy:1.1) | W_Low: False | A_Low: True | 9_O'Clock: True, shoulder_x: 0.451, ankle_x: 0.814] | Phase: N/A             | Hip: N/A             | Reps: 00 | RepState: idle            | HipStatus: Waiting... | Times(ms) -> MP: 65.8, Feat: 00.2, Predict: 00.0, States: 00.0
Frame: 0323 | Processed: Yes  | TS(ms): 1788528653150 | Delta: 0000 | Plank: WAITING [Visibility Check Failed (MediaPipe Glitch)] | Phase: N/A             | Hip: N/A             | Reps: 00 | RepState: idle            | HipStatus: Waiting... | Times(ms) -> MP: 65.0, Feat: 00.2, Predict: 00.0, States: 00.0
Frame: 0324 | Processed: Yes  | TS(ms): 1788528653220 | Delta: 0000 | Plank: WAITING [Visibility Check Failed (MediaPipe Glitch)] | Phase: N/A             | Hip: N/A             | Reps: 00 | RepState: idle            | HipStatus: Waiting... | Times(ms) -> MP: 69.1, Feat: 00.2, Predict: 00.0, States: 00.0
Frame: 0325 | Processed: Yes  | TS(ms): 1788528653293 | Delta: 0000 | Plank: WAITING [Visibility Check Failed (MediaPipe Glitch)] | Phase: N/A             | Hip: N/A             | Reps: 00 | RepState: idle            | HipStatus: Waiting... | Times(ms) -> MP: 65.1, Feat: 00.2, Predict: 00.0, States: 00.0
Frame: 0326 | Processed: Yes  | TS(ms): 1788528653363 | Delta: 0000 | Plank: WAITING [Visibility Check Failed (MediaPipe Glitch)] | Phase: N/A             | Hip: N/A             | Reps: 00 | RepState: idle            | HipStatus: Waiting... | Times(ms) -> MP: 64.3, Feat: 00.2, Predict: 00.0, States: 00.0
Frame: 0327 | Processed: Yes  | TS(ms): 1788528653432 | Delta: 0000 | Plank: WAITING [Visibility Check Failed (MediaPipe Glitch)] | Phase: N/A             | Hip: N/A             | Reps: 00 | RepState: idle            | HipStatus: Waiting... | Times(ms) -> MP: 69.1, Feat: 00.3, Predict: 00.0, States: 00.0
Frame: 0328 | Processed: Yes  | TS(ms): 1788528653505 | Delta: 0000 | Plank: WAITING [Visibility Check Failed (MediaPipe Glitch)] | Phase: N/A             | Hip: N/A             | Reps: 00 | RepState: idle            | HipStatus: Waiting... | Times(ms) -> MP: 96.5, Feat: 00.4, Predict: 00.0, States: 00.0
Frame: 0329 | Processed: Yes  | TS(ms): 1788528653609 | Delta: 0000 | Plank: WAITING [Visibility Check Failed (MediaPipe Glitch)] | Phase: N/A             | Hip: N/A             | Reps: 00 | RepState: idle            | HipStatus: Waiting... | Times(ms) -> MP: 95.6, Feat: 00.3, Predict: 00.0, States: 00.0
Frame: 0330 | Processed: Yes  | TS(ms): 1788528653711 | Delta: 0000 | Plank: WAITING [Visibility Check Failed (MediaPipe Glitch)] | Phase: N/A             | Hip: N/A             | Reps: 00 | RepState: idle            | HipStatus: Waiting... | Times(ms) -> MP: 89.0, Feat: 00.2, Predict: 00.0, States: 00.0
Frame: 0331 | Processed: Yes  | TS(ms): 1788528653805 | Delta: 0000 | Plank: WAITING [Visibility Check Failed (MediaPipe Glitch)] | Phase: N/A             | Hip: N/A             | Reps: 00 | RepState: idle            | HipStatus: Waiting... | Times(ms) -> MP: 68.4, Feat: 00.6, Predict: 00.0, States: 00.0
Frame: 0332 | Processed: Yes  | TS(ms): 1788528653879 | Delta: 0000 | Plank: WAITING [Visibility Check Failed (MediaPipe Glitch)] | Phase: N/A             | Hip: N/A             | Reps: 00 | RepState: idle            | HipStatus: Waiting... | Times(ms) -> MP: 70.6, Feat: 00.3, Predict: 00.0, States: 00.0
Frame: 0333 | Processed: Yes  | TS(ms): 1788528653954 | Delta: 0000 | Plank: WAITING [Vis: True | Horiz: False (dx:0.0, dy:0.5) | W_Low: True | A_Low: True | 9_O'Clock: True, shoulder_x: 0.528, ankle_x: 0.576] | Phase: N/A             | Hip: N/A             | Reps: 00 | RepState: idle            | HipStatus: Waiting... | Times(ms) -> MP: 69.5, Feat: 00.2, Predict: 00.0, States: 00.0
Frame: 0334 | Processed: Yes  | TS(ms): 1788528654029 | Delta: 0000 | Plank: WAITING [Vis: True | Horiz: False (dx:0.0, dy:0.5) | W_Low: True | A_Low: True | 9_O'Clock: True, shoulder_x: 0.530, ankle_x: 0.576] | Phase: N/A             | Hip: N/A             | Reps: 00 | RepState: idle            | HipStatus: Waiting... | Times(ms) -> MP: 72.1, Feat: 00.4, Predict: 00.0, States: 00.0
Frame: 0335 | Processed: Yes  | TS(ms): 1788528654109 | Delta: 0000 | Plank: WAITING [Vis: True | Horiz: False (dx:0.0, dy:0.5) | W_Low: True | A_Low: True | 9_O'Clock: True, shoulder_x: 0.531, ankle_x: 0.573] | Phase: N/A             | Hip: N/A             | Reps: 00 | RepState: idle            | HipStatus: Waiting... | Times(ms) -> MP: 68.9, Feat: 00.2, Predict: 00.0, States: 00.0
Frame: 0336 | Processed: Yes  | TS(ms): 1788528654183 | Delta: 0000 | Plank: WAITING [Vis: True | Horiz: False (dx:0.0, dy:0.5) | W_Low: True | A_Low: True | 9_O'Clock: True, shoulder_x: 0.531, ankle_x: 0.567] | Phase: N/A             | Hip: N/A             | Reps: 00 | RepState: idle            | HipStatus: Waiting... | Times(ms) -> MP: 79.0, Feat: 00.2, Predict: 00.0, States: 00.0
Frame: 0337 | Processed: Yes  | TS(ms): 1788528654267 | Delta: 0000 | Plank: WAITING [Vis: True | Horiz: False (dx:0.0, dy:0.5) | W_Low: True | A_Low: True | 9_O'Clock: True, shoulder_x: 0.530, ankle_x: 0.563] | Phase: N/A             | Hip: N/A             | Reps: 00 | RepState: idle            | HipStatus: Waiting... | Times(ms) -> MP: 71.7, Feat: 00.7, Predict: 00.0, States: 00.0
Frame: 0338 | Processed: Yes  | TS(ms): 1788528654344 | Delta: 0000 | Plank: WAITING [Vis: True | Horiz: False (dx:0.0, dy:0.5) | W_Low: True | A_Low: True | 9_O'Clock: True, shoulder_x: 0.530, ankle_x: 0.559] | Phase: N/A             | Hip: N/A             | Reps: 00 | RepState: idle            | HipStatus: Waiting... | Times(ms) -> MP: 75.7, Feat: 00.3, Predict: 00.0, States: 00.0
Frame: 0339 | Processed: Yes  | TS(ms): 1788528654425 | Delta: 0000 | Plank: WAITING [Vis: True | Horiz: False (dx:0.0, dy:0.5) | W_Low: True | A_Low: True | 9_O'Clock: True, shoulder_x: 0.525, ankle_x: 0.546] | Phase: N/A             | Hip: N/A             | Reps: 00 | RepState: idle            | HipStatus: Waiting... | Times(ms) -> MP: 71.7, Feat: 00.2, Predict: 00.0, States: 00.0
Frame: 0340 | Processed: Yes  | TS(ms): 1788528654502 | Delta: 0000 | Plank: WAITING [Vis: True | Horiz: False (dx:0.0, dy:0.5) | W_Low: True | A_Low: True | 9_O'Clock: False, shoulder_x: 0.524, ankle_x: 0.517] | Phase: N/A             | Hip: N/A             | Reps: 00 | RepState: idle            | HipStatus: Waiting... | Times(ms) -> MP: 75.7, Feat: 00.3, Predict: 00.0, States: 00.0
Frame: 0341 | Processed: Yes  | TS(ms): 1788528654583 | Delta: 0000 | Plank: WAITING [Vis: True | Horiz: False (dx:0.0, dy:0.4) | W_Low: True | A_Low: True | 9_O'Clock: False, shoulder_x: 0.521, ankle_x: 0.496] | Phase: N/A             | Hip: N/A             | Reps: 00 | RepState: idle            | HipStatus: Waiting... | Times(ms) -> MP: 86.8, Feat: 00.4, Predict: 00.0, States: 00.0
Frame: 0342 | Processed: Yes  | TS(ms): 1788528654678 | Delta: 0000 | Plank: WAITING [Vis: True | Horiz: False (dx:0.0, dy:0.4) | W_Low: True | A_Low: True | 9_O'Clock: False, shoulder_x: 0.516, ankle_x: 0.481] | Phase: N/A             | Hip: N/A             | Reps: 00 | RepState: idle            | HipStatus: Waiting... | Times(ms) -> MP: 64.8, Feat: 00.2, Predict: 00.0, States: 00.0
Frame: 0343 | Processed: Yes  | TS(ms): 1788528654746 | Delta: 0000 | Plank: WAITING [Vis: True | Horiz: False (dx:0.0, dy:0.4) | W_Low: True | A_Low: True | 9_O'Clock: False, shoulder_x: 0.512, ankle_x: 0.476] | Phase: N/A             | Hip: N/A             | Reps: 00 | RepState: idle            | HipStatus: Waiting... | Times(ms) -> MP: 66.0, Feat: 00.3, Predict: 00.0, States: 00.0
Frame: 0344 | Processed: Yes  | TS(ms): 1788528654818 | Delta: 0000 | Plank: WAITING [Vis: True | Horiz: False (dx:0.0, dy:0.4) | W_Low: True | A_Low: True | 9_O'Clock: False, shoulder_x: 0.510, ankle_x: 0.474] | Phase: N/A             | Hip: N/A             | Reps: 00 | RepState: idle            | HipStatus: Waiting... | Times(ms) -> MP: 70.7, Feat: 00.2, Predict: 00.0, States: 00.0
Frame: 0345 | Processed: Yes  | TS(ms): 1788528654892 | Delta: 0000 | Plank: WAITING [Vis: True | Horiz: False (dx:0.0, dy:0.4) | W_Low: False | A_Low: True | 9_O'Clock: False, shoulder_x: 0.507, ankle_x: 0.475] | Phase: N/A             | Hip: N/A             | Reps: 00 | RepState: idle            | HipStatus: Waiting... | Times(ms) -> MP: 68.0, Feat: 00.2, Predict: 00.0, States: 00.0
Frame: 0346 | Processed: Yes  | TS(ms): 1788528654964 | Delta: 0000 | Plank: WAITING [Vis: True | Horiz: False (dx:0.0, dy:0.4) | W_Low: False | A_Low: True | 9_O'Clock: False, shoulder_x: 0.501, ankle_x: 0.476] | Phase: N/A             | Hip: N/A             | Reps: 00 | RepState: idle            | HipStatus: Waiting... | Times(ms) -> MP: 69.4, Feat: 00.3, Predict: 00.0, States: 00.0
Frame: 0347 | Processed: Yes  | TS(ms): 1788528655040 | Delta: 0000 | Plank: WAITING [Vis: True | Horiz: False (dx:0.0, dy:0.4) | W_Low: False | A_Low: True | 9_O'Clock: False, shoulder_x: 0.492, ankle_x: 0.490] | Phase: N/A             | Hip: N/A             | Reps: 00 | RepState: idle            | HipStatus: Waiting... | Times(ms) -> MP: 66.6, Feat: 00.2, Predict: 00.0, States: 00.0
Frame: 0348 | Processed: Yes  | TS(ms): 1788528655111 | Delta: 0000 | Plank: WAITING [Vis: True | Horiz: False (dx:0.0, dy:0.3) | W_Low: False | A_Low: True | 9_O'Clock: True, shoulder_x: 0.474, ankle_x: 0.513] | Phase: N/A             | Hip: N/A             | Reps: 00 | RepState: idle            | HipStatus: Waiting... | Times(ms) -> MP: 72.4, Feat: 00.2, Predict: 00.0, States: 00.0
Frame: 0349 | Processed: Yes  | TS(ms): 1788528655189 | Delta: 0000 | Plank: WAITING [Vis: True | Horiz: False (dx:0.1, dy:0.3) | W_Low: False | A_Low: True | 9_O'Clock: True, shoulder_x: 0.458, ankle_x: 0.530] | Phase: N/A             | Hip: N/A             | Reps: 00 | RepState: idle            | HipStatus: Waiting... | Times(ms) -> MP: 70.4, Feat: 00.2, Predict: 00.0, States: 00.0
