Source: Offline Video - Maximum Push-Ups in One Minute - International Book Of Records - International Book Of Records (1080p).mp4
Date & Time: 2026-07-16 07:46:48
==========================================================================================
Frame: 0001 | Processed: Yes  | TS(ms): 1784186802913 | Delta: 0000 | Phase: None            | Hip: None            | Reps: 00 | RepState: idle            | HipStatus: Good       | Times(ms) -> MP: 69.1, Feat: 00.0, Predict: 00.0, States: 00.0
Frame: 0032 | Processed: Yes  | TS(ms): 1784186804153 | Delta: 0000 | Phase: None            | Hip: None            | Reps: 00 | RepState: idle            | HipStatus: Good       | Times(ms) -> MP: 11.6, Feat: 00.0, Predict: 00.0, States: 00.0
Frame: 0033 | Processed: Yes  | TS(ms): 1784186804193 | Delta: 0000 | Phase: None            | Hip: None            | Reps: 00 | RepState: idle            | HipStatus: Good       | Times(ms) -> MP: 11.4, Feat: 00.0, Predict: 00.0, States: 00.0
Frame: 0034 | Processed: Yes  | TS(ms): 1784186804233 | Delta: 0000 | Phase: None            | Hip: None            | Reps: 00 | RepState: idle            | HipStatus: Good       | Times(ms) -> MP: 11.1, Feat: 00.0, Predict: 00.0, States: 00.0
Frame: 0035 | Processed: Yes  | TS(ms): 1784186804273 | Delta: 0000 | Phase: None            | Hip: None            | Reps: 00 | RepState: idle            | HipStatus: Good       | Times(ms) -> MP: 11.4, Feat: 00.0, Predict: 00.0, States: 00.0
Frame: 0036 | Processed: Yes  | TS(ms): 1784186804313 | Delta: 0000 | Phase: None            | Hip: None            | Reps: 00 | RepState: idle            | HipStatus: Good       | Times(ms) -> MP: 12.1, Feat: 00.0, Predict: 00.0, States: 00.0
Frame: 0037 | Processed: Yes  | TS(ms): 1784186804353 | Delta: 0000 | Phase: None            | Hip: None            | Reps: 00 | RepState: idle            | HipStatus: Good       | Times(ms) -> MP: 11.8, Feat: 00.0, Predict: 00.0, States: 00.0
Frame: 0038 | Processed: Yes  | TS(ms): 1784186804393 | Delta: 0000 | Phase: None            | Hip: None            | Reps: 00 | RepState: idle            | HipStatus: Good       | Times(ms) -> MP: 12.2, Feat: 00.0, Predict: 00.0, States: 00.0
Frame: 0039 | Processed: Yes  | TS(ms): 1784186804433 | Delta: 0000 | Phase: None            | Hip: None            | Reps: 00 | RepState: idle            | HipStatus: Good       | Times(ms) -> MP: 11.6, Feat: 00.0, Predict: 00.0, States: 00.0
Frame: 0040 | Processed: Yes  | TS(ms): 1784186804473 | Delta: 0000 | Phase: None            | Hip: None            | Reps: 00 | RepState: idle            | HipStatus: Good       | Times(ms) -> MP: 11.4, Feat: 00.0, Predict: 00.0, States: 00.0
Frame: 0041 | Processed: Yes  | TS(ms): 1784186804513 | Delta: 0000 | Phase: None            | Hip: None            | Reps: 00 | RepState: idle            | HipStatus: Good       | Times(ms) -> MP: 11.8, Feat: 00.0, Predict: 00.0, States: 00.0
Frame: 0042 | Processed: Yes  | TS(ms): 1784186804553 | Delta: 0000 | Phase: None            | Hip: None            | Reps: 00 | RepState: idle            | HipStatus: Good       | Times(ms) -> MP: 11.7, Feat: 00.0, Predict: 00.0, States: 00.0
Frame: 0043 | Processed: Yes  | TS(ms): 1784186804593 | Delta: 0000 | Phase: None            | Hip: None            | Reps: 00 | RepState: idle            | HipStatus: Good       | Times(ms) -> MP: 11.8, Feat: 00.0, Predict: 00.0, States: 00.0
Frame: 0044 | Processed: Yes  | TS(ms): 1784186804633 | Delta: 0000 | Phase: None            | Hip: None            | Reps: 00 | RepState: idle            | HipStatus: Good       | Times(ms) -> MP: 12.3, Feat: 00.0, Predict: 00.0, States: 00.0
Frame: 0045 | Processed: Yes  | TS(ms): 1784186804673 | Delta: 0000 | Phase: None            | Hip: None            | Reps: 00 | RepState: idle            | HipStatus: Good       | Times(ms) -> MP: 13.1, Feat: 00.0, Predict: 00.0, States: 00.0
Frame: 0046 | Processed: Yes  | TS(ms): 1784186804713 | Delta: 0000 | Phase: None            | Hip: None            | Reps: 00 | RepState: idle            | HipStatus: Good       | Times(ms) -> MP: 13.2, Feat: 00.0, Predict: 00.0, States: 00.0
Frame: 0047 | Processed: Yes  | TS(ms): 1784186804753 | Delta: 0000 | Phase: None            | Hip: None            | Reps: 00 | RepState: idle            | HipStatus: Good       | Times(ms) -> MP: 14.6, Feat: 00.0, Predict: 00.0, States: 00.0
Frame: 0048 | Processed: Yes  | TS(ms): 1784186804793 | Delta: 0000 | Phase: None            | Hip: None            | Reps: 00 | RepState: idle            | HipStatus: Good       | Times(ms) -> MP: 13.8, Feat: 00.0, Predict: 00.0, States: 00.0
Frame: 0049 | Processed: Yes  | TS(ms): 1784186804833 | Delta: 0000 | Phase: None            | Hip: None            | Reps: 00 | RepState: idle            | HipStatus: Good       | Times(ms) -> MP: 14.2, Feat: 00.0, Predict: 00.0, States: 00.0
Frame: 0050 | Processed: Yes  | TS(ms): 1784186804873 | Delta: 0000 | Phase: None            | Hip: None            | Reps: 00 | RepState: idle            | HipStatus: Good       | Times(ms) -> MP: 13.0, Feat: 00.0, Predict: 00.0, States: 00.0
Frame: 0051 | Processed: Yes  | TS(ms): 1784186804913 | Delta: 0000 | Phase: None            | Hip: None            | Reps: 00 | RepState: idle            | HipStatus: Good       | Times(ms) -> MP: 13.6, Feat: 00.0, Predict: 00.0, States: 00.0
Frame: 0052 | Processed: Yes  | TS(ms): 1784186804953 | Delta: 0000 | Phase: None            | Hip: None            | Reps: 00 | RepState: idle            | HipStatus: Good       | Times(ms) -> MP: 14.8, Feat: 00.0, Predict: 00.0, States: 00.0
Frame: 0053 | Processed: Yes  | TS(ms): 1784186804993 | Delta: 0000 | Phase: None            | Hip: None            | Reps: 00 | RepState: idle            | HipStatus: Good       | Times(ms) -> MP: 13.1, Feat: 00.0, Predict: 00.0, States: 00.0
Frame: 0054 | Processed: Yes  | TS(ms): 1784186805033 | Delta: 0000 | Phase: None            | Hip: None            | Reps: 00 | RepState: idle            | HipStatus: Good       | Times(ms) -> MP: 13.6, Feat: 00.0, Predict: 00.0, States: 00.0
Frame: 0055 | Processed: Yes  | TS(ms): 1784186805073 | Delta: 0000 | Phase: None            | Hip: None            | Reps: 00 | RepState: idle            | HipStatus: Good       | Times(ms) -> MP: 14.4, Feat: 00.0, Predict: 00.0, States: 00.0
Frame: 0056 | Processed: Yes  | TS(ms): 1784186805113 | Delta: 0000 | Phase: None            | Hip: None            | Reps: 00 | RepState: idle            | HipStatus: Good       | Times(ms) -> MP: 13.1, Feat: 00.0, Predict: 00.0, States: 00.0
Frame: 0057 | Processed: Yes  | TS(ms): 1784186805153 | Delta: 0000 | Phase: None            | Hip: None            | Reps: 00 | RepState: idle            | HipStatus: Good       | Times(ms) -> MP: 14.0, Feat: 00.0, Predict: 00.0, States: 00.0
Frame: 0058 | Processed: Yes  | TS(ms): 1784186805193 | Delta: 0000 | Phase: None            | Hip: None            | Reps: 00 | RepState: idle            | HipStatus: Good       | Times(ms) -> MP: 13.0, Feat: 00.0, Predict: 00.0, States: 00.0
Frame: 0059 | Processed: Yes  | TS(ms): 1784186805233 | Delta: 0000 | Phase: None            | Hip: None            | Reps: 00 | RepState: idle            | HipStatus: Good       | Times(ms) -> MP: 12.4, Feat: 00.0, Predict: 00.0, States: 00.0
Frame: 0060 | Processed: Yes  | TS(ms): 1784186805273 | Delta: 0000 | Phase: None            | Hip: None            | Reps: 00 | RepState: idle            | HipStatus: Good       | Times(ms) -> MP: 13.6, Feat: 00.0, Predict: 00.0, States: 00.0
Frame: 0061 | Processed: Yes  | TS(ms): 1784186805313 | Delta: 0000 | Phase: None            | Hip: None            | Reps: 00 | RepState: idle            | HipStatus: Good       | Times(ms) -> MP: 13.3, Feat: 00.0, Predict: 00.0, States: 00.0
Frame: 0062 | Processed: Yes  | TS(ms): 1784186805353 | Delta: 0000 | Phase: None            | Hip: None            | Reps: 00 | RepState: idle            | HipStatus: Good       | Times(ms) -> MP: 13.8, Feat: 00.0, Predict: 00.0, States: 00.0
Frame: 0063 | Processed: Yes  | TS(ms): 1784186805393 | Delta: 0000 | Phase: None            | Hip: None            | Reps: 00 | RepState: idle            | HipStatus: Good       | Times(ms) -> MP: 12.4, Feat: 00.0, Predict: 00.0, States: 00.0
Frame: 0064 | Processed: Yes  | TS(ms): 1784186805433 | Delta: 0000 | Phase: None            | Hip: None            | Reps: 00 | RepState: idle            | HipStatus: Good       | Times(ms) -> MP: 13.4, Feat: 00.0, Predict: 00.0, States: 00.0
Frame: 0065 | Processed: Yes  | TS(ms): 1784186805473 | Delta: 0000 | Phase: None            | Hip: None            | Reps: 00 | RepState: idle            | HipStatus: Good       | Times(ms) -> MP: 14.7, Feat: 00.0, Predict: 00.0, States: 00.0
Frame: 0066 | Processed: Yes  | TS(ms): 1784186805513 | Delta: 0000 | Phase: None            | Hip: None            | Reps: 00 | RepState: idle            | HipStatus: Good       | Times(ms) -> MP: 16.6, Feat: 00.0, Predict: 00.0, States: 00.0
Frame: 0067 | Processed: Yes  | TS(ms): 1784186805553 | Delta: 0000 | Phase: None            | Hip: None            | Reps: 00 | RepState: idle            | HipStatus: Good       | Times(ms) -> MP: 20.9, Feat: 00.0, Predict: 00.0, States: 00.0
Frame: 0068 | Processed: Yes  | TS(ms): 1784186805593 | Delta: 0000 | Phase: None            | Hip: None            | Reps: 00 | RepState: idle            | HipStatus: Good       | Times(ms) -> MP: 14.1, Feat: 00.0, Predict: 00.0, States: 00.0
Frame: 0069 | Processed: Yes  | TS(ms): 1784186805633 | Delta: 0000 | Phase: None            | Hip: None            | Reps: 00 | RepState: idle            | HipStatus: Good       | Times(ms) -> MP: 12.8, Feat: 00.0, Predict: 00.0, States: 00.0
Frame: 0070 | Processed: Yes  | TS(ms): 1784186805673 | Delta: 0000 | Phase: None            | Hip: None            | Reps: 00 | RepState: idle            | HipStatus: Good       | Times(ms) -> MP: 12.2, Feat: 00.0, Predict: 00.0, States: 00.0
Frame: 0071 | Processed: Yes  | TS(ms): 1784186805713 | Delta: 0000 | Phase: None            | Hip: None            | Reps: 00 | RepState: idle            | HipStatus: Good       | Times(ms) -> MP: 12.4, Feat: 00.0, Predict: 00.0, States: 00.0
Frame: 0072 | Processed: Yes  | TS(ms): 1784186805753 | Delta: 0000 | Phase: None            | Hip: None            | Reps: 00 | RepState: idle            | HipStatus: Good       | Times(ms) -> MP: 11.7, Feat: 00.0, Predict: 00.0, States: 00.0
Frame: 0073 | Processed: Yes  | TS(ms): 1784186805793 | Delta: 0000 | Phase: None            | Hip: None            | Reps: 00 | RepState: idle            | HipStatus: Good       | Times(ms) -> MP: 13.4, Feat: 00.0, Predict: 00.0, States: 00.0
Frame: 0074 | Processed: Yes  | TS(ms): 1784186805833 | Delta: 0000 | Phase: None            | Hip: None            | Reps: 00 | RepState: idle            | HipStatus: Good       | Times(ms) -> MP: 14.8, Feat: 00.0, Predict: 00.0, States: 00.0
Frame: 0075 | Processed: Yes  | TS(ms): 1784186805873 | Delta: 0000 | Phase: None            | Hip: None            | Reps: 00 | RepState: idle            | HipStatus: Good       | Times(ms) -> MP: 12.4, Feat: 00.0, Predict: 00.0, States: 00.0
Frame: 0076 | Processed: Yes  | TS(ms): 1784186805913 | Delta: 0000 | Phase: None            | Hip: None            | Reps: 00 | RepState: idle            | HipStatus: Good       | Times(ms) -> MP: 15.1, Feat: 00.0, Predict: 00.0, States: 00.0
Frame: 0077 | Processed: Yes  | TS(ms): 1784186805953 | Delta: 0000 | Phase: None            | Hip: None            | Reps: 00 | RepState: idle            | HipStatus: Good       | Times(ms) -> MP: 13.1, Feat: 00.0, Predict: 00.0, States: 00.0
Frame: 0078 | Processed: Yes  | TS(ms): 1784186805993 | Delta: 0000 | Phase: None            | Hip: None            | Reps: 00 | RepState: idle            | HipStatus: Good       | Times(ms) -> MP: 12.9, Feat: 00.0, Predict: 00.0, States: 00.0
Frame: 0079 | Processed: Yes  | TS(ms): 1784186806033 | Delta: 0000 | Phase: None            | Hip: None            | Reps: 00 | RepState: idle            | HipStatus: Good       | Times(ms) -> MP: 12.2, Feat: 00.0, Predict: 00.0, States: 00.0
Frame: 0080 | Processed: Yes  | TS(ms): 1784186806073 | Delta: 0000 | Phase: None            | Hip: None            | Reps: 00 | RepState: idle            | HipStatus: Good       | Times(ms) -> MP: 13.5, Feat: 00.0, Predict: 00.0, States: 00.0
Frame: 0081 | Processed: Yes  | TS(ms): 1784186806113 | Delta: 0000 | Phase: None            | Hip: None            | Reps: 00 | RepState: idle            | HipStatus: Good       | Times(ms) -> MP: 13.3, Feat: 00.0, Predict: 00.0, States: 00.0
Frame: 0082 | Processed: Yes  | TS(ms): 1784186806153 | Delta: 0000 | Phase: None            | Hip: None            | Reps: 00 | RepState: idle            | HipStatus: Good       | Times(ms) -> MP: 12.4, Feat: 00.0, Predict: 00.0, States: 00.0
Frame: 0083 | Processed: Yes  | TS(ms): 1784186806193 | Delta: 0000 | Phase: None            | Hip: None            | Reps: 00 | RepState: idle            | HipStatus: Good       | Times(ms) -> MP: 13.4, Feat: 00.0, Predict: 00.0, States: 00.0
Frame: 0084 | Processed: Yes  | TS(ms): 1784186806233 | Delta: 0000 | Phase: None            | Hip: None            | Reps: 00 | RepState: idle            | HipStatus: Good       | Times(ms) -> MP: 12.8, Feat: 00.0, Predict: 00.0, States: 00.0
Frame: 0085 | Processed: Yes  | TS(ms): 1784186806273 | Delta: 0000 | Phase: None            | Hip: None            | Reps: 00 | RepState: idle            | HipStatus: Good       | Times(ms) -> MP: 13.9, Feat: 00.0, Predict: 00.0, States: 00.0
Frame: 0086 | Processed: Yes  | TS(ms): 1784186806313 | Delta: 0000 | Phase: None            | Hip: None            | Reps: 00 | RepState: idle            | HipStatus: Good       | Times(ms) -> MP: 12.3, Feat: 00.0, Predict: 00.0, States: 00.0
Frame: 0087 | Processed: Yes  | TS(ms): 1784186806353 | Delta: 0000 | Phase: None            | Hip: None            | Reps: 00 | RepState: idle            | HipStatus: Good       | Times(ms) -> MP: 13.4, Feat: 00.0, Predict: 00.0, States: 00.0
Frame: 0088 | Processed: Yes  | TS(ms): 1784186806393 | Delta: 0000 | Phase: None            | Hip: None            | Reps: 00 | RepState: idle            | HipStatus: Good       | Times(ms) -> MP: 13.6, Feat: 00.0, Predict: 00.0, States: 00.0
Frame: 0089 | Processed: Yes  | TS(ms): 1784186806433 | Delta: 0000 | Phase: None            | Hip: None            | Reps: 00 | RepState: idle            | HipStatus: Good       | Times(ms) -> MP: 14.2, Feat: 00.0, Predict: 00.0, States: 00.0
Frame: 0090 | Processed: Yes  | TS(ms): 1784186806473 | Delta: 0000 | Phase: None            | Hip: None            | Reps: 00 | RepState: idle            | HipStatus: Good       | Times(ms) -> MP: 14.7, Feat: 00.0, Predict: 00.0, States: 00.0
Frame: 0091 | Processed: Yes  | TS(ms): 1784186806513 | Delta: 0000 | Phase: None            | Hip: None            | Reps: 00 | RepState: idle            | HipStatus: Good       | Times(ms) -> MP: 13.0, Feat: 00.0, Predict: 00.0, States: 00.0
Frame: 0092 | Processed: Yes  | TS(ms): 1784186806553 | Delta: 0000 | Phase: None            | Hip: None            | Reps: 00 | RepState: idle            | HipStatus: Good       | Times(ms) -> MP: 12.4, Feat: 00.0, Predict: 00.0, States: 00.0
Frame: 0093 | Processed: Yes  | TS(ms): 1784186806593 | Delta: 0000 | Phase: None            | Hip: None            | Reps: 00 | RepState: idle            | HipStatus: Good       | Times(ms) -> MP: 15.4, Feat: 00.0, Predict: 00.0, States: 00.0
Frame: 0094 | Processed: Yes  | TS(ms): 1784186806633 | Delta: 0000 | Phase: None            | Hip: None            | Reps: 00 | RepState: idle            | HipStatus: Good       | Times(ms) -> MP: 15.6, Feat: 00.0, Predict: 00.0, States: 00.0
Frame: 0095 | Processed: Yes  | TS(ms): 1784186806673 | Delta: 0000 | Phase: None            | Hip: None            | Reps: 00 | RepState: idle            | HipStatus: Good       | Times(ms) -> MP: 18.6, Feat: 00.0, Predict: 00.0, States: 00.0
Frame: 0096 | Processed: Yes  | TS(ms): 1784186806713 | Delta: 0000 | Phase: None            | Hip: None            | Reps: 00 | RepState: idle            | HipStatus: Good       | Times(ms) -> MP: 20.2, Feat: 00.0, Predict: 00.0, States: 00.0
Frame: 0097 | Processed: Yes  | TS(ms): 1784186806753 | Delta: 0000 | Phase: None            | Hip: None            | Reps: 00 | RepState: idle            | HipStatus: Good       | Times(ms) -> MP: 16.6, Feat: 00.0, Predict: 00.0, States: 00.0
Frame: 0098 | Processed: Yes  | TS(ms): 1784186806793 | Delta: 0000 | Phase: None            | Hip: None            | Reps: 00 | RepState: idle            | HipStatus: Good       | Times(ms) -> MP: 16.6, Feat: 00.0, Predict: 00.0, States: 00.0
Frame: 0099 | Processed: Yes  | TS(ms): 1784186806833 | Delta: 0000 | Phase: None            | Hip: None            | Reps: 00 | RepState: idle            | HipStatus: Good       | Times(ms) -> MP: 12.8, Feat: 00.0, Predict: 00.0, States: 00.0
Frame: 0100 | Processed: Yes  | TS(ms): 1784186806873 | Delta: 0000 | Phase: None            | Hip: None            | Reps: 00 | RepState: idle            | HipStatus: Good       | Times(ms) -> MP: 14.1, Feat: 00.0, Predict: 00.0, States: 00.0
Frame: 0101 | Processed: Yes  | TS(ms): 1784186806913 | Delta: 0000 | Phase: None            | Hip: None            | Reps: 00 | RepState: idle            | HipStatus: Good       | Times(ms) -> MP: 12.8, Feat: 00.0, Predict: 00.0, States: 00.0
Frame: 0102 | Processed: Yes  | TS(ms): 1784186806953 | Delta: 0000 | Phase: None            | Hip: None            | Reps: 00 | RepState: idle            | HipStatus: Good       | Times(ms) -> MP: 13.2, Feat: 00.0, Predict: 00.0, States: 00.0
Frame: 0103 | Processed: Yes  | TS(ms): 1784186806993 | Delta: 0000 | Phase: None            | Hip: None            | Reps: 00 | RepState: idle            | HipStatus: Good       | Times(ms) -> MP: 13.4, Feat: 00.0, Predict: 00.0, States: 00.0
Frame: 0104 | Processed: Yes  | TS(ms): 1784186807033 | Delta: 0000 | Phase: None            | Hip: None            | Reps: 00 | RepState: idle            | HipStatus: Good       | Times(ms) -> MP: 14.4, Feat: 00.0, Predict: 00.0, States: 00.0
Frame: 0105 | Processed: Yes  | TS(ms): 1784186807073 | Delta: 0000 | Phase: None            | Hip: None            | Reps: 00 | RepState: idle            | HipStatus: Good       | Times(ms) -> MP: 13.6, Feat: 00.0, Predict: 00.0, States: 00.0
Frame: 0106 | Processed: Yes  | TS(ms): 1784186807113 | Delta: 0000 | Phase: None            | Hip: None            | Reps: 00 | RepState: idle            | HipStatus: Good       | Times(ms) -> MP: 13.3, Feat: 00.0, Predict: 00.0, States: 00.0
Frame: 0107 | Processed: Yes  | TS(ms): 1784186807153 | Delta: 0000 | Phase: None            | Hip: None            | Reps: 00 | RepState: idle            | HipStatus: Good       | Times(ms) -> MP: 13.2, Feat: 00.0, Predict: 00.0, States: 00.0
Frame: 0108 | Processed: Yes  | TS(ms): 1784186807193 | Delta: 0000 | Phase: None            | Hip: None            | Reps: 00 | RepState: idle            | HipStatus: Good       | Times(ms) -> MP: 11.2, Feat: 00.0, Predict: 00.0, States: 00.0
Frame: 0109 | Processed: Yes  | TS(ms): 1784186807233 | Delta: 0000 | Phase: None            | Hip: None            | Reps: 00 | RepState: idle            | HipStatus: Good       | Times(ms) -> MP: 14.1, Feat: 00.0, Predict: 00.0, States: 00.0
Frame: 0110 | Processed: Yes  | TS(ms): 1784186807273 | Delta: 0000 | Phase: None            | Hip: None            | Reps: 00 | RepState: idle            | HipStatus: Good       | Times(ms) -> MP: 14.9, Feat: 00.0, Predict: 00.0, States: 00.0
Frame: 0111 | Processed: Yes  | TS(ms): 1784186807313 | Delta: 0000 | Phase: None            | Hip: None            | Reps: 00 | RepState: idle            | HipStatus: Good       | Times(ms) -> MP: 12.6, Feat: 00.0, Predict: 00.0, States: 00.0
Frame: 0112 | Processed: Yes  | TS(ms): 1784186807353 | Delta: 0000 | Phase: None            | Hip: None            | Reps: 00 | RepState: idle            | HipStatus: Good       | Times(ms) -> MP: 12.6, Feat: 00.0, Predict: 00.0, States: 00.0
