Source: Offline Video - Push up variations ✅ - Oliver Sjostrom (1080p).mp4
Date & Time: 2026-07-16 07:27:52
==========================================================================================
Frame: 0001 | Processed: Yes  | TS(ms): 1784186792713 | Delta: 0000 | Phase: Low             | Hip: Good            | Reps: 00 | RepState: idle            | HipStatus: Good       | Times(ms) -> MP: 92.7, Feat: 00.4, Predict: 02.7, States: 00.0
Frame: 0012 | Processed: Yes  | TS(ms): 1784186793153 | Delta: 0000 | Phase: Low             | Hip: Good            | Reps: 00 | RepState: idle            | HipStatus: Good Form  | Times(ms) -> MP: 55.8, Feat: 00.3, Predict: 03.3, States: 00.0
Frame: 0013 | Processed: Yes  | TS(ms): 1784186793193 | Delta: 0000 | Phase: Low             | Hip: Good            | Reps: 00 | RepState: idle            | HipStatus: Good Form  | Times(ms) -> MP: 54.9, Feat: 00.2, Predict: 02.6, States: 00.0
Frame: 0014 | Processed: Yes  | TS(ms): 1784186793233 | Delta: 0000 | Phase: Medium          | Hip: Good            | Reps: 00 | RepState: idle            | HipStatus: Good Form  | Times(ms) -> MP: 55.0, Feat: 00.3, Predict: 02.6, States: 00.0
Frame: 0015 | Processed: Yes  | TS(ms): 1784186793273 | Delta: 0000 | Phase: Low             | Hip: Good            | Reps: 00 | RepState: idle            | HipStatus: Good Form  | Times(ms) -> MP: 56.8, Feat: 00.2, Predict: 02.6, States: 00.0
Frame: 0016 | Processed: Yes  | TS(ms): 1784186793313 | Delta: 0000 | Phase: Low             | Hip: Good            | Reps: 00 | RepState: idle            | HipStatus: Good Form  | Times(ms) -> MP: 57.4, Feat: 00.2, Predict: 02.8, States: 00.0
Frame: 0017 | Processed: Yes  | TS(ms): 1784186793353 | Delta: 0000 | Phase: Low             | Hip: Good            | Reps: 00 | RepState: idle            | HipStatus: Good Form  | Times(ms) -> MP: 52.9, Feat: 00.2, Predict: 02.7, States: 00.0
Frame: 0018 | Processed: Yes  | TS(ms): 1784186793393 | Delta: 0000 | Phase: Medium          | Hip: Good            | Reps: 00 | RepState: idle            | HipStatus: Good Form  | Times(ms) -> MP: 55.9, Feat: 00.2, Predict: 02.8, States: 00.0
Frame: 0019 | Processed: Yes  | TS(ms): 1784186793433 | Delta: 0000 | Phase: Low             | Hip: Good            | Reps: 00 | RepState: idle            | HipStatus: Good Form  | Times(ms) -> MP: 53.1, Feat: 00.5, Predict: 03.4, States: 00.0
Frame: 0020 | Processed: Yes  | TS(ms): 1784186793473 | Delta: 0000 | Phase: Low             | Hip: Good            | Reps: 00 | RepState: idle            | HipStatus: Good Form  | Times(ms) -> MP: 53.5, Feat: 00.2, Predict: 02.7, States: 00.0
Frame: 0021 | Processed: Yes  | TS(ms): 1784186793513 | Delta: 0000 | Phase: Low             | Hip: Good            | Reps: 00 | RepState: idle            | HipStatus: Good Form  | Times(ms) -> MP: 50.1, Feat: 00.2, Predict: 02.5, States: 00.0
Frame: 0022 | Processed: Yes  | TS(ms): 1784186793553 | Delta: 0000 | Phase: Medium          | Hip: Good            | Reps: 00 | RepState: idle            | HipStatus: Good Form  | Times(ms) -> MP: 48.3, Feat: 00.2, Predict: 02.4, States: 00.0
Frame: 0023 | Processed: Yes  | TS(ms): 1784186793593 | Delta: 0000 | Phase: Medium          | Hip: Good            | Reps: 00 | RepState: idle            | HipStatus: Good Form  | Times(ms) -> MP: 47.0, Feat: 00.2, Predict: 02.5, States: 00.0
Frame: 0024 | Processed: Yes  | TS(ms): 1784186793633 | Delta: 0000 | Phase: Medium          | Hip: Good            | Reps: 00 | RepState: idle            | HipStatus: Good Form  | Times(ms) -> MP: 52.2, Feat: 00.2, Predict: 03.6, States: 00.0
Frame: 0025 | Processed: Yes  | TS(ms): 1784186793673 | Delta: 0000 | Phase: Medium          | Hip: Good            | Reps: 00 | RepState: idle            | HipStatus: Good Form  | Times(ms) -> MP: 57.6, Feat: 00.2, Predict: 02.6, States: 00.0
Frame: 0026 | Processed: Yes  | TS(ms): 1784186793713 | Delta: 0000 | Phase: Low             | Hip: Good            | Reps: 00 | RepState: idle            | HipStatus: Good Form  | Times(ms) -> MP: 55.3, Feat: 00.2, Predict: 02.8, States: 00.0
Frame: 0027 | Processed: Yes  | TS(ms): 1784186793753 | Delta: 0000 | Phase: Low             | Hip: Good            | Reps: 00 | RepState: idle            | HipStatus: Good Form  | Times(ms) -> MP: 54.0, Feat: 00.3, Predict: 03.9, States: 00.0
Frame: 0028 | Processed: Yes  | TS(ms): 1784186793793 | Delta: 0000 | Phase: Low             | Hip: Good            | Reps: 00 | RepState: idle            | HipStatus: Good Form  | Times(ms) -> MP: 58.2, Feat: 00.2, Predict: 02.8, States: 00.0
Frame: 0029 | Processed: Yes  | TS(ms): 1784186793833 | Delta: 0000 | Phase: Medium          | Hip: Good            | Reps: 00 | RepState: idle            | HipStatus: Good Form  | Times(ms) -> MP: 63.8, Feat: 00.4, Predict: 03.8, States: 00.0
Frame: 0030 | Processed: Yes  | TS(ms): 1784186793873 | Delta: 0000 | Phase: Medium          | Hip: Good            | Reps: 00 | RepState: idle            | HipStatus: Good Form  | Times(ms) -> MP: 54.5, Feat: 00.2, Predict: 03.5, States: 00.1
Frame: 0031 | Processed: Yes  | TS(ms): 1784186793913 | Delta: 0000 | Phase: Medium          | Hip: Good            | Reps: 00 | RepState: idle            | HipStatus: Good Form  | Times(ms) -> MP: 55.8, Feat: 00.2, Predict: 02.2, States: 00.0
Frame: 0032 | Processed: Yes  | TS(ms): 1784186793953 | Delta: 0000 | Phase: Medium          | Hip: Good            | Reps: 00 | RepState: idle            | HipStatus: Good Form  | Times(ms) -> MP: 51.5, Feat: 00.2, Predict: 02.5, States: 00.0
Frame: 0033 | Processed: Yes  | TS(ms): 1784186793993 | Delta: 0000 | Phase: Medium          | Hip: Good            | Reps: 00 | RepState: idle            | HipStatus: Good Form  | Times(ms) -> MP: 52.6, Feat: 00.2, Predict: 02.6, States: 00.0
Frame: 0034 | Processed: Yes  | TS(ms): 1784186794033 | Delta: 0000 | Phase: Medium          | Hip: Good            | Reps: 00 | RepState: idle            | HipStatus: Good Form  | Times(ms) -> MP: 49.4, Feat: 00.2, Predict: 02.4, States: 00.0
Frame: 0035 | Processed: Yes  | TS(ms): 1784186794073 | Delta: 0000 | Phase: Medium          | Hip: Too Low         | Reps: 00 | RepState: idle            | HipStatus: Good Form  | Times(ms) -> MP: 47.8, Feat: 00.2, Predict: 02.3, States: 00.0
Frame: 0036 | Processed: Yes  | TS(ms): 1784186794113 | Delta: 0000 | Phase: Medium          | Hip: Good            | Reps: 00 | RepState: idle            | HipStatus: Good Form  | Times(ms) -> MP: 49.6, Feat: 00.2, Predict: 02.8, States: 00.0
Frame: 0037 | Processed: Yes  | TS(ms): 1784186794153 | Delta: 0000 | Phase: Medium          | Hip: Good            | Reps: 00 | RepState: idle            | HipStatus: Good Form  | Times(ms) -> MP: 52.9, Feat: 00.2, Predict: 02.6, States: 00.0
Frame: 0038 | Processed: Yes  | TS(ms): 1784186794193 | Delta: 0000 | Phase: Medium          | Hip: Good            | Reps: 00 | RepState: idle            | HipStatus: Good Form  | Times(ms) -> MP: 63.1, Feat: 00.2, Predict: 03.7, States: 00.0
Frame: 0039 | Processed: Yes  | TS(ms): 1784186794233 | Delta: 0000 | Phase: Medium          | Hip: Good            | Reps: 00 | RepState: idle            | HipStatus: Good Form  | Times(ms) -> MP: 51.9, Feat: 00.3, Predict: 02.8, States: 00.0
Frame: 0040 | Processed: Yes  | TS(ms): 1784186794273 | Delta: 0000 | Phase: Medium          | Hip: Good            | Reps: 00 | RepState: idle            | HipStatus: Good Form  | Times(ms) -> MP: 52.5, Feat: 00.2, Predict: 02.5, States: 00.0
Frame: 0041 | Processed: Yes  | TS(ms): 1784186794313 | Delta: 0000 | Phase: Medium          | Hip: Good            | Reps: 00 | RepState: idle            | HipStatus: Good Form  | Times(ms) -> MP: 50.5, Feat: 00.2, Predict: 02.4, States: 00.0
Frame: 0042 | Processed: Yes  | TS(ms): 1784186794353 | Delta: 0000 | Phase: Medium          | Hip: Good            | Reps: 00 | RepState: idle            | HipStatus: Good Form  | Times(ms) -> MP: 52.4, Feat: 00.2, Predict: 02.7, States: 00.0
Frame: 0043 | Processed: Yes  | TS(ms): 1784186794393 | Delta: 0000 | Phase: Medium          | Hip: Good            | Reps: 00 | RepState: idle            | HipStatus: Good Form  | Times(ms) -> MP: 49.9, Feat: 00.2, Predict: 02.6, States: 00.0
Frame: 0044 | Processed: Yes  | TS(ms): 1784186794433 | Delta: 0000 | Phase: Low             | Hip: Good            | Reps: 00 | RepState: idle            | HipStatus: Good Form  | Times(ms) -> MP: 51.0, Feat: 00.3, Predict: 02.6, States: 00.0
Frame: 0045 | Processed: Yes  | TS(ms): 1784186794473 | Delta: 0000 | Phase: Low             | Hip: Good            | Reps: 00 | RepState: idle            | HipStatus: Good Form  | Times(ms) -> MP: 50.5, Feat: 00.2, Predict: 03.1, States: 00.0
Frame: 0046 | Processed: Yes  | TS(ms): 1784186794513 | Delta: 0000 | Phase: Low             | Hip: Good            | Reps: 00 | RepState: idle            | HipStatus: Good Form  | Times(ms) -> MP: 49.1, Feat: 00.2, Predict: 02.6, States: 00.0
Frame: 0047 | Processed: Yes  | TS(ms): 1784186794553 | Delta: 0000 | Phase: Medium          | Hip: Good            | Reps: 00 | RepState: idle            | HipStatus: Good Form  | Times(ms) -> MP: 51.2, Feat: 00.2, Predict: 02.6, States: 00.0
Frame: 0048 | Processed: Yes  | TS(ms): 1784186794593 | Delta: 0000 | Phase: Medium          | Hip: Good            | Reps: 00 | RepState: idle            | HipStatus: Good Form  | Times(ms) -> MP: 51.5, Feat: 00.2, Predict: 02.7, States: 00.0
Frame: 0049 | Processed: Yes  | TS(ms): 1784186794633 | Delta: 0000 | Phase: Low             | Hip: Good            | Reps: 00 | RepState: idle            | HipStatus: Good Form  | Times(ms) -> MP: 51.3, Feat: 00.2, Predict: 02.8, States: 00.1
Frame: 0050 | Processed: Yes  | TS(ms): 1784186794673 | Delta: 0000 | Phase: Low             | Hip: Good            | Reps: 00 | RepState: idle            | HipStatus: Good Form  | Times(ms) -> MP: 50.8, Feat: 00.2, Predict: 02.7, States: 00.0
Frame: 0051 | Processed: Yes  | TS(ms): 1784186794713 | Delta: 0000 | Phase: Medium          | Hip: Good            | Reps: 00 | RepState: idle            | HipStatus: Good Form  | Times(ms) -> MP: 51.8, Feat: 00.2, Predict: 02.3, States: 00.0
Frame: 0052 | Processed: Yes  | TS(ms): 1784186794753 | Delta: 0000 | Phase: Low             | Hip: Good            | Reps: 00 | RepState: idle            | HipStatus: Good Form  | Times(ms) -> MP: 51.2, Feat: 00.2, Predict: 02.5, States: 00.0
Frame: 0053 | Processed: Yes  | TS(ms): 1784186794793 | Delta: 0000 | Phase: Low             | Hip: Good            | Reps: 00 | RepState: idle            | HipStatus: Good Form  | Times(ms) -> MP: 53.1, Feat: 00.2, Predict: 02.5, States: 00.0
Frame: 0054 | Processed: Yes  | TS(ms): 1784186794833 | Delta: 0000 | Phase: Low             | Hip: Good            | Reps: 00 | RepState: idle            | HipStatus: Good Form  | Times(ms) -> MP: 54.0, Feat: 00.2, Predict: 02.5, States: 00.0
Frame: 0055 | Processed: Yes  | TS(ms): 1784186794873 | Delta: 0000 | Phase: Low             | Hip: Good            | Reps: 00 | RepState: idle            | HipStatus: Good Form  | Times(ms) -> MP: 54.1, Feat: 00.2, Predict: 02.7, States: 00.0
Frame: 0056 | Processed: Yes  | TS(ms): 1784186794913 | Delta: 0000 | Phase: Medium          | Hip: Good            | Reps: 00 | RepState: idle            | HipStatus: Good Form  | Times(ms) -> MP: 52.0, Feat: 00.2, Predict: 02.7, States: 00.0
Frame: 0057 | Processed: Yes  | TS(ms): 1784186794953 | Delta: 0000 | Phase: Low             | Hip: Good            | Reps: 00 | RepState: idle            | HipStatus: Good Form  | Times(ms) -> MP: 51.2, Feat: 00.2, Predict: 02.9, States: 00.0
Frame: 0058 | Processed: Yes  | TS(ms): 1784186794993 | Delta: 0000 | Phase: Low             | Hip: Good            | Reps: 00 | RepState: idle            | HipStatus: Good Form  | Times(ms) -> MP: 51.0, Feat: 00.2, Predict: 02.7, States: 00.0
Frame: 0059 | Processed: Yes  | TS(ms): 1784186795033 | Delta: 0000 | Phase: Medium          | Hip: Good            | Reps: 00 | RepState: idle            | HipStatus: Good Form  | Times(ms) -> MP: 54.1, Feat: 00.3, Predict: 02.4, States: 00.0
Frame: 0060 | Processed: Yes  | TS(ms): 1784186795073 | Delta: 0000 | Phase: Medium          | Hip: Good            | Reps: 00 | RepState: idle            | HipStatus: Good Form  | Times(ms) -> MP: 51.2, Feat: 00.2, Predict: 02.9, States: 00.0
Frame: 0061 | Processed: Yes  | TS(ms): 1784186795113 | Delta: 0000 | Phase: Medium          | Hip: Good            | Reps: 00 | RepState: idle            | HipStatus: Good Form  | Times(ms) -> MP: 54.1, Feat: 00.2, Predict: 03.2, States: 00.0
Frame: 0062 | Processed: Yes  | TS(ms): 1784186795153 | Delta: 0000 | Phase: Medium          | Hip: Good            | Reps: 00 | RepState: idle            | HipStatus: Good Form  | Times(ms) -> MP: 53.4, Feat: 00.2, Predict: 03.0, States: 00.0
Frame: 0063 | Processed: Yes  | TS(ms): 1784186795193 | Delta: 0000 | Phase: Low             | Hip: Good            | Reps: 00 | RepState: idle            | HipStatus: Good Form  | Times(ms) -> MP: 51.0, Feat: 00.3, Predict: 02.3, States: 00.0
Frame: 0064 | Processed: Yes  | TS(ms): 1784186795233 | Delta: 0000 | Phase: Medium          | Hip: Good            | Reps: 00 | RepState: idle            | HipStatus: Good Form  | Times(ms) -> MP: 54.5, Feat: 00.2, Predict: 02.6, States: 00.0
Frame: 0065 | Processed: Yes  | TS(ms): 1784186795273 | Delta: 0000 | Phase: Medium          | Hip: Good            | Reps: 00 | RepState: idle            | HipStatus: Good Form  | Times(ms) -> MP: 50.7, Feat: 00.2, Predict: 02.6, States: 00.0
Frame: 0066 | Processed: Yes  | TS(ms): 1784186795313 | Delta: 0000 | Phase: Medium          | Hip: Good            | Reps: 00 | RepState: idle            | HipStatus: Good Form  | Times(ms) -> MP: 49.6, Feat: 00.3, Predict: 02.9, States: 00.0
Frame: 0067 | Processed: Yes  | TS(ms): 1784186795353 | Delta: 0000 | Phase: Medium          | Hip: Good            | Reps: 00 | RepState: idle            | HipStatus: Good Form  | Times(ms) -> MP: 53.0, Feat: 00.3, Predict: 03.5, States: 00.0
Frame: 0068 | Processed: Yes  | TS(ms): 1784186795393 | Delta: 0000 | Phase: Medium          | Hip: Good            | Reps: 00 | RepState: idle            | HipStatus: Good Form  | Times(ms) -> MP: 53.0, Feat: 00.2, Predict: 02.8, States: 00.0
Frame: 0069 | Processed: Yes  | TS(ms): 1784186795433 | Delta: 0000 | Phase: Medium          | Hip: Good            | Reps: 00 | RepState: idle            | HipStatus: Good Form  | Times(ms) -> MP: 47.8, Feat: 00.2, Predict: 02.8, States: 00.0
Frame: 0070 | Processed: Yes  | TS(ms): 1784186795473 | Delta: 0000 | Phase: Medium          | Hip: Good            | Reps: 00 | RepState: idle            | HipStatus: Good Form  | Times(ms) -> MP: 52.2, Feat: 00.2, Predict: 02.4, States: 00.0
Frame: 0071 | Processed: Yes  | TS(ms): 1784186795513 | Delta: 0000 | Phase: Medium          | Hip: Too Low         | Reps: 00 | RepState: idle            | HipStatus: Good Form  | Times(ms) -> MP: 55.0, Feat: 00.2, Predict: 02.6, States: 00.0
Frame: 0072 | Processed: Yes  | TS(ms): 1784186795553 | Delta: 0000 | Phase: Medium          | Hip: Good            | Reps: 00 | RepState: idle            | HipStatus: Good Form  | Times(ms) -> MP: 56.0, Feat: 00.2, Predict: 02.4, States: 00.0
Frame: 0073 | Processed: Yes  | TS(ms): 1784186795593 | Delta: 0000 | Phase: Medium          | Hip: Good            | Reps: 00 | RepState: idle            | HipStatus: Good Form  | Times(ms) -> MP: 49.7, Feat: 00.2, Predict: 02.4, States: 00.0
Frame: 0074 | Processed: Yes  | TS(ms): 1784186795633 | Delta: 0000 | Phase: Medium          | Hip: Good            | Reps: 00 | RepState: idle            | HipStatus: Good Form  | Times(ms) -> MP: 48.5, Feat: 00.2, Predict: 02.7, States: 00.0
Frame: 0075 | Processed: Yes  | TS(ms): 1784186795673 | Delta: 0000 | Phase: Medium          | Hip: Good            | Reps: 00 | RepState: idle            | HipStatus: Good Form  | Times(ms) -> MP: 52.3, Feat: 00.2, Predict: 02.8, States: 00.0
Frame: 0076 | Processed: Yes  | TS(ms): 1784186795713 | Delta: 0000 | Phase: Medium          | Hip: Good            | Reps: 00 | RepState: idle            | HipStatus: Good Form  | Times(ms) -> MP: 50.8, Feat: 00.2, Predict: 02.5, States: 00.0
Frame: 0077 | Processed: Yes  | TS(ms): 1784186795753 | Delta: 0000 | Phase: Medium          | Hip: Good            | Reps: 00 | RepState: idle            | HipStatus: Good Form  | Times(ms) -> MP: 51.4, Feat: 00.2, Predict: 03.3, States: 00.0
Frame: 0078 | Processed: Yes  | TS(ms): 1784186795793 | Delta: 0000 | Phase: Medium          | Hip: Good            | Reps: 00 | RepState: idle            | HipStatus: Good Form  | Times(ms) -> MP: 51.3, Feat: 00.2, Predict: 02.9, States: 00.0
Frame: 0079 | Processed: Yes  | TS(ms): 1784186795833 | Delta: 0000 | Phase: Low             | Hip: Good            | Reps: 00 | RepState: idle            | HipStatus: Good Form  | Times(ms) -> MP: 51.4, Feat: 00.2, Predict: 02.5, States: 00.1
Frame: 0080 | Processed: Yes  | TS(ms): 1784186795873 | Delta: 0000 | Phase: Medium          | Hip: Good            | Reps: 00 | RepState: idle            | HipStatus: Good Form  | Times(ms) -> MP: 51.9, Feat: 00.2, Predict: 02.5, States: 00.0
Frame: 0081 | Processed: Yes  | TS(ms): 1784186795913 | Delta: 0000 | Phase: Medium          | Hip: Good            | Reps: 00 | RepState: idle            | HipStatus: Good Form  | Times(ms) -> MP: 54.5, Feat: 00.2, Predict: 02.4, States: 00.0
Frame: 0082 | Processed: Yes  | TS(ms): 1784186795953 | Delta: 0000 | Phase: Low             | Hip: Good            | Reps: 00 | RepState: idle            | HipStatus: Good Form  | Times(ms) -> MP: 52.6, Feat: 00.2, Predict: 02.7, States: 00.0
Frame: 0083 | Processed: Yes  | TS(ms): 1784186795993 | Delta: 0000 | Phase: Low             | Hip: Good            | Reps: 00 | RepState: idle            | HipStatus: Good Form  | Times(ms) -> MP: 53.2, Feat: 00.2, Predict: 03.2, States: 00.0
Frame: 0084 | Processed: Yes  | TS(ms): 1784186796033 | Delta: 0000 | Phase: Medium          | Hip: Good            | Reps: 00 | RepState: idle            | HipStatus: Good Form  | Times(ms) -> MP: 50.0, Feat: 00.2, Predict: 02.6, States: 00.0
Frame: 0085 | Processed: Yes  | TS(ms): 1784186796073 | Delta: 0000 | Phase: Low             | Hip: Good            | Reps: 00 | RepState: idle            | HipStatus: Good Form  | Times(ms) -> MP: 51.9, Feat: 00.3, Predict: 02.6, States: 00.0
Frame: 0086 | Processed: Yes  | TS(ms): 1784186796113 | Delta: 0000 | Phase: Low             | Hip: Good            | Reps: 00 | RepState: idle            | HipStatus: Good Form  | Times(ms) -> MP: 50.0, Feat: 00.2, Predict: 02.3, States: 00.0
Frame: 0087 | Processed: Yes  | TS(ms): 1784186796153 | Delta: 0000 | Phase: Low             | Hip: Good            | Reps: 00 | RepState: idle            | HipStatus: Good Form  | Times(ms) -> MP: 54.9, Feat: 00.2, Predict: 02.7, States: 00.0
Frame: 0088 | Processed: Yes  | TS(ms): 1784186796193 | Delta: 0000 | Phase: Medium          | Hip: Good            | Reps: 00 | RepState: idle            | HipStatus: Good Form  | Times(ms) -> MP: 49.9, Feat: 00.2, Predict: 02.7, States: 00.0
Frame: 0089 | Processed: Yes  | TS(ms): 1784186796233 | Delta: 0000 | Phase: Medium          | Hip: Good            | Reps: 00 | RepState: idle            | HipStatus: Good Form  | Times(ms) -> MP: 52.9, Feat: 00.2, Predict: 02.8, States: 00.0
Frame: 0090 | Processed: Yes  | TS(ms): 1784186796273 | Delta: 0000 | Phase: Low             | Hip: Good            | Reps: 00 | RepState: idle            | HipStatus: Good Form  | Times(ms) -> MP: 50.9, Feat: 00.2, Predict: 02.9, States: 00.0
Frame: 0091 | Processed: Yes  | TS(ms): 1784186796313 | Delta: 0000 | Phase: Medium          | Hip: Good            | Reps: 00 | RepState: idle            | HipStatus: Good Form  | Times(ms) -> MP: 51.4, Feat: 00.2, Predict: 02.4, States: 00.0
Frame: 0092 | Processed: Yes  | TS(ms): 1784186796353 | Delta: 0000 | Phase: Medium          | Hip: Good            | Reps: 00 | RepState: idle            | HipStatus: Good Form  | Times(ms) -> MP: 50.4, Feat: 00.2, Predict: 02.6, States: 00.0
Frame: 0093 | Processed: Yes  | TS(ms): 1784186796393 | Delta: 0000 | Phase: Medium          | Hip: Good            | Reps: 00 | RepState: idle            | HipStatus: Good Form  | Times(ms) -> MP: 54.1, Feat: 00.2, Predict: 03.5, States: 00.0
Frame: 0094 | Processed: Yes  | TS(ms): 1784186796433 | Delta: 0000 | Phase: Low             | Hip: Good            | Reps: 00 | RepState: idle            | HipStatus: Good Form  | Times(ms) -> MP: 65.7, Feat: 00.2, Predict: 03.9, States: 00.0
Frame: 0095 | Processed: Yes  | TS(ms): 1784186796473 | Delta: 0000 | Phase: Medium          | Hip: Good            | Reps: 00 | RepState: idle            | HipStatus: Good Form  | Times(ms) -> MP: 68.2, Feat: 00.2, Predict: 02.7, States: 00.0
Frame: 0096 | Processed: Yes  | TS(ms): 1784186796513 | Delta: 0000 | Phase: Medium          | Hip: Good            | Reps: 00 | RepState: idle            | HipStatus: Good Form  | Times(ms) -> MP: 56.6, Feat: 00.2, Predict: 02.5, States: 00.0
Frame: 0097 | Processed: Yes  | TS(ms): 1784186796553 | Delta: 0000 | Phase: Low             | Hip: Good            | Reps: 00 | RepState: idle            | HipStatus: Good Form  | Times(ms) -> MP: 53.4, Feat: 00.2, Predict: 02.6, States: 00.0
Frame: 0098 | Processed: Yes  | TS(ms): 1784186796593 | Delta: 0000 | Phase: Low             | Hip: Good            | Reps: 00 | RepState: idle            | HipStatus: Good Form  | Times(ms) -> MP: 53.4, Feat: 00.2, Predict: 02.9, States: 00.0
Frame: 0099 | Processed: Yes  | TS(ms): 1784186796633 | Delta: 0000 | Phase: Medium          | Hip: Good            | Reps: 00 | RepState: idle            | HipStatus: Good Form  | Times(ms) -> MP: 58.4, Feat: 00.2, Predict: 02.4, States: 00.0
Frame: 0100 | Processed: Yes  | TS(ms): 1784186796673 | Delta: 0000 | Phase: Medium          | Hip: Good            | Reps: 00 | RepState: idle            | HipStatus: Good Form  | Times(ms) -> MP: 53.7, Feat: 00.2, Predict: 02.3, States: 00.0
Frame: 0101 | Processed: Yes  | TS(ms): 1784186796713 | Delta: 0000 | Phase: Low             | Hip: Good            | Reps: 00 | RepState: idle            | HipStatus: Good Form  | Times(ms) -> MP: 52.9, Feat: 00.2, Predict: 03.9, States: 00.0
Frame: 0102 | Processed: Yes  | TS(ms): 1784186796753 | Delta: 0000 | Phase: Medium          | Hip: Good            | Reps: 00 | RepState: idle            | HipStatus: Good Form  | Times(ms) -> MP: 55.6, Feat: 00.2, Predict: 02.7, States: 00.0
Frame: 0103 | Processed: Yes  | TS(ms): 1784186796793 | Delta: 0000 | Phase: Medium          | Hip: Good            | Reps: 00 | RepState: idle            | HipStatus: Good Form  | Times(ms) -> MP: 62.1, Feat: 00.2, Predict: 02.6, States: 00.0
Frame: 0104 | Processed: Yes  | TS(ms): 1784186796833 | Delta: 0000 | Phase: Medium          | Hip: Good            | Reps: 00 | RepState: idle            | HipStatus: Good Form  | Times(ms) -> MP: 67.5, Feat: 00.2, Predict: 02.3, States: 00.0
Frame: 0105 | Processed: Yes  | TS(ms): 1784186796873 | Delta: 0000 | Phase: Medium          | Hip: Good            | Reps: 00 | RepState: idle            | HipStatus: Good Form  | Times(ms) -> MP: 72.2, Feat: 00.2, Predict: 03.1, States: 00.0
Frame: 0106 | Processed: Yes  | TS(ms): 1784186796913 | Delta: 0000 | Phase: Medium          | Hip: Good            | Reps: 00 | RepState: idle            | HipStatus: Good Form  | Times(ms) -> MP: 50.7, Feat: 00.2, Predict: 02.7, States: 00.0
Frame: 0107 | Processed: Yes  | TS(ms): 1784186796953 | Delta: 0000 | Phase: Medium          | Hip: Good            | Reps: 00 | RepState: idle            | HipStatus: Good Form  | Times(ms) -> MP: 48.4, Feat: 00.2, Predict: 02.5, States: 00.0
Frame: 0108 | Processed: Yes  | TS(ms): 1784186796993 | Delta: 0000 | Phase: Medium          | Hip: Good            | Reps: 00 | RepState: idle            | HipStatus: Good Form  | Times(ms) -> MP: 53.2, Feat: 00.2, Predict: 02.6, States: 00.0
