Source: Offline Video - WhatsApp Video 2026-06-07 at 13.30.58.mp4
Date & Time: 2026-07-21 09:05:39
==========================================================================================
Frame: 0002 | Processed: Yes  | TS(ms): 1784624689726 | Delta: 0000 | Plank: WAITING [Vis: True | Horiz: True (dx:0.2, dy:0.1) | W_Low: True | A_Low: True] | Phase: N/A             | Hip: N/A             | Reps: 00 | RepState: idle            | HipStatus: Waiting... | Times(ms) -> MP: 69.1, Feat: 00.4, Predict: 00.0, States: 00.0
Frame: 0024 | Processed: Yes  | TS(ms): 1784624690452 | Delta: 0000 | Plank: WAITING [Visibility Check Failed (MediaPipe Glitch)] | Phase: N/A             | Hip: N/A             | Reps: 00 | RepState: idle            | HipStatus: Waiting... | Times(ms) -> MP: 73.9, Feat: 00.4, Predict: 00.0, States: 00.0
Frame: 0026 | Processed: Yes  | TS(ms): 1784624690518 | Delta: 0000 | Plank: WAITING [Visibility Check Failed (MediaPipe Glitch)] | Phase: N/A             | Hip: N/A             | Reps: 00 | RepState: idle            | HipStatus: Waiting... | Times(ms) -> MP: 81.9, Feat: 00.2, Predict: 00.0, States: 00.0
Frame: 0028 | Processed: Yes  | TS(ms): 1784624690584 | Delta: 0000 | Plank: WAITING [Visibility Check Failed (MediaPipe Glitch)] | Phase: N/A             | Hip: N/A             | Reps: 00 | RepState: idle            | HipStatus: Waiting... | Times(ms) -> MP: 77.5, Feat: 00.2, Predict: 00.0, States: 00.0
Frame: 0030 | Processed: Yes  | TS(ms): 1784624690650 | Delta: 0000 | Plank: WAITING [Visibility Check Failed (MediaPipe Glitch)] | Phase: N/A             | Hip: N/A             | Reps: 00 | RepState: idle            | HipStatus: Waiting... | Times(ms) -> MP: 71.2, Feat: 00.2, Predict: 00.0, States: 00.0
Frame: 0032 | Processed: Yes  | TS(ms): 1784624690716 | Delta: 0000 | Plank: WAITING [Visibility Check Failed (MediaPipe Glitch)] | Phase: N/A             | Hip: N/A             | Reps: 00 | RepState: idle            | HipStatus: Waiting... | Times(ms) -> MP: 69.2, Feat: 00.2, Predict: 00.0, States: 00.0
Frame: 0034 | Processed: Yes  | TS(ms): 1784624690782 | Delta: 0000 | Plank: WAITING [Visibility Check Failed (MediaPipe Glitch)] | Phase: N/A             | Hip: N/A             | Reps: 00 | RepState: idle            | HipStatus: Waiting... | Times(ms) -> MP: 68.0, Feat: 00.4, Predict: 00.0, States: 00.0
Frame: 0036 | Processed: Yes  | TS(ms): 1784624690848 | Delta: 0000 | Plank: WAITING [Visibility Check Failed (MediaPipe Glitch)] | Phase: N/A             | Hip: N/A             | Reps: 00 | RepState: idle            | HipStatus: Waiting... | Times(ms) -> MP: 75.3, Feat: 00.2, Predict: 00.0, States: 00.0
Frame: 0038 | Processed: Yes  | TS(ms): 1784624690914 | Delta: 0000 | Plank: WAITING [Visibility Check Failed (MediaPipe Glitch)] | Phase: N/A             | Hip: N/A             | Reps: 00 | RepState: idle            | HipStatus: Waiting... | Times(ms) -> MP: 78.1, Feat: 00.2, Predict: 00.0, States: 00.0
Frame: 0040 | Processed: Yes  | TS(ms): 1784624690980 | Delta: 0000 | Plank: WAITING [Visibility Check Failed (MediaPipe Glitch)] | Phase: N/A             | Hip: N/A             | Reps: 00 | RepState: idle            | HipStatus: Waiting... | Times(ms) -> MP: 70.9, Feat: 00.2, Predict: 00.0, States: 00.0
Frame: 0042 | Processed: Yes  | TS(ms): 1784624691046 | Delta: 0000 | Plank: WAITING [Vis: True | Horiz: True (dx:0.3, dy:0.1) | W_Low: True | A_Low: True] | Phase: N/A             | Hip: N/A             | Reps: 00 | RepState: idle            | HipStatus: Waiting... | Times(ms) -> MP: 86.6, Feat: 00.3, Predict: 00.0, States: 00.0
Frame: 0044 | Processed: Yes  | TS(ms): 1784624691112 | Delta: 0000 | Plank: WAITING [Vis: True | Horiz: True (dx:0.3, dy:0.2) | W_Low: True | A_Low: True] | Phase: N/A             | Hip: N/A             | Reps: 00 | RepState: idle            | HipStatus: Waiting... | Times(ms) -> MP: 74.4, Feat: 00.3, Predict: 00.0, States: 00.0
Frame: 0046 | Processed: Yes  | TS(ms): 1784624691178 | Delta: 0000 | Plank: WAITING [Vis: True | Horiz: True (dx:0.3, dy:0.2) | W_Low: True | A_Low: True] | Phase: N/A             | Hip: N/A             | Reps: 00 | RepState: idle            | HipStatus: Waiting... | Times(ms) -> MP: 73.3, Feat: 00.2, Predict: 00.0, States: 00.0
Frame: 0048 | Processed: Yes  | TS(ms): 1784624691244 | Delta: 0000 | Plank: WAITING [Vis: True | Horiz: True (dx:0.3, dy:0.2) | W_Low: True | A_Low: True] | Phase: N/A             | Hip: N/A             | Reps: 00 | RepState: idle            | HipStatus: Waiting... | Times(ms) -> MP: 80.8, Feat: 00.3, Predict: 00.0, States: 00.0
Frame: 0050 | Processed: Yes  | TS(ms): 1784624691310 | Delta: 0000 | Plank: WAITING [Vis: True | Horiz: True (dx:0.3, dy:0.2) | W_Low: True | A_Low: True] | Phase: N/A             | Hip: N/A             | Reps: 00 | RepState: idle            | HipStatus: Waiting... | Times(ms) -> MP: 79.5, Feat: 00.3, Predict: 00.0, States: 00.0
Frame: 0052 | Processed: Yes  | TS(ms): 1784624691376 | Delta: 0000 | Plank: WAITING [Vis: True | Horiz: True (dx:0.3, dy:0.2) | W_Low: True | A_Low: True] | Phase: N/A             | Hip: N/A             | Reps: 00 | RepState: idle            | HipStatus: Waiting... | Times(ms) -> MP: 82.9, Feat: 00.2, Predict: 00.0, States: 00.0
Frame: 0054 | Processed: Yes  | TS(ms): 1784624691442 | Delta: 0000 | Plank: WAITING [Vis: True | Horiz: True (dx:0.3, dy:0.2) | W_Low: True | A_Low: True] | Phase: N/A             | Hip: N/A             | Reps: 00 | RepState: idle            | HipStatus: Waiting... | Times(ms) -> MP: 78.0, Feat: 00.3, Predict: 00.0, States: 00.0
Frame: 0056 | Processed: Yes  | TS(ms): 1784624691508 | Delta: 0000 | Plank: WAITING [Vis: True | Horiz: True (dx:0.3, dy:0.2) | W_Low: True | A_Low: True] | Phase: N/A             | Hip: N/A             | Reps: 00 | RepState: idle            | HipStatus: Waiting... | Times(ms) -> MP: 73.9, Feat: 00.2, Predict: 00.0, States: 00.0
Frame: 0058 | Processed: Yes  | TS(ms): 1784624691574 | Delta: 0000 | Plank: WAITING [Vis: True | Horiz: True (dx:0.3, dy:0.2) | W_Low: True | A_Low: True] | Phase: N/A             | Hip: N/A             | Reps: 00 | RepState: idle            | HipStatus: Waiting... | Times(ms) -> MP: 88.6, Feat: 00.2, Predict: 00.0, States: 00.0
Frame: 0060 | Processed: Yes  | TS(ms): 1784624691640 | Delta: 0000 | Plank: WAITING [Vis: True | Horiz: True (dx:0.3, dy:0.2) | W_Low: True | A_Low: True] | Phase: N/A             | Hip: N/A             | Reps: 00 | RepState: idle            | HipStatus: Waiting... | Times(ms) -> MP: 74.0, Feat: 00.2, Predict: 00.0, States: 00.0
Frame: 0062 | Processed: Yes  | TS(ms): 1784624691706 | Delta: 0000 | Plank: WAITING [Vis: True | Horiz: True (dx:0.3, dy:0.2) | W_Low: True | A_Low: True] | Phase: N/A             | Hip: N/A             | Reps: 00 | RepState: idle            | HipStatus: Waiting... | Times(ms) -> MP: 77.6, Feat: 00.3, Predict: 00.0, States: 00.0
Frame: 0064 | Processed: Yes  | TS(ms): 1784624691772 | Delta: 0000 | Plank: WAITING [Vis: True | Horiz: True (dx:0.3, dy:0.2) | W_Low: True | A_Low: True] | Phase: N/A             | Hip: N/A             | Reps: 00 | RepState: idle            | HipStatus: Waiting... | Times(ms) -> MP: 74.8, Feat: 00.2, Predict: 00.0, States: 00.0
Frame: 0066 | Processed: Yes  | TS(ms): 1784624691838 | Delta: 0000 | Plank: ACTIVE  [Vis: True | Horiz: True (dx:0.3, dy:0.2) | W_Low: True | A_Low: True] | Phase: High            | Hip: Good            | Reps: 00 | RepState: idle            | HipStatus: Waiting... | Times(ms) -> MP: 87.7, Feat: 00.2, Predict: 03.7, States: 00.0
Frame: 0068 | Processed: Yes  | TS(ms): 1784624691904 | Delta: 0000 | Plank: ACTIVE  [Vis: True | Horiz: True (dx:0.3, dy:0.2) | W_Low: True | A_Low: True] | Phase: High            | Hip: Good            | Reps: 00 | RepState: idle            | HipStatus: Waiting... | Times(ms) -> MP: 78.1, Feat: 00.2, Predict: 02.9, States: 00.0
Frame: 0070 | Processed: Yes  | TS(ms): 1784624691970 | Delta: 0000 | Plank: ACTIVE  [Vis: True | Horiz: True (dx:0.3, dy:0.2) | W_Low: True | A_Low: True] | Phase: High            | Hip: Good            | Reps: 00 | RepState: HIGH            | HipStatus: Good Form  | Times(ms) -> MP: 76.2, Feat: 00.2, Predict: 03.0, States: 00.0
Frame: 0072 | Processed: Yes  | TS(ms): 1784624692036 | Delta: 0000 | Plank: ACTIVE  [Vis: True | Horiz: True (dx:0.3, dy:0.2) | W_Low: True | A_Low: True] | Phase: High            | Hip: Good            | Reps: 00 | RepState: HIGH            | HipStatus: Good Form  | Times(ms) -> MP: 79.4, Feat: 00.2, Predict: 03.0, States: 00.0
Frame: 0074 | Processed: Yes  | TS(ms): 1784624692102 | Delta: 0000 | Plank: ACTIVE  [Vis: True | Horiz: True (dx:0.3, dy:0.2) | W_Low: True | A_Low: True] | Phase: High            | Hip: Good            | Reps: 00 | RepState: HIGH            | HipStatus: Good Form  | Times(ms) -> MP: 73.3, Feat: 00.2, Predict: 03.7, States: 00.0
Frame: 0076 | Processed: Yes  | TS(ms): 1784624692168 | Delta: 0000 | Plank: ACTIVE  [Vis: True | Horiz: True (dx:0.3, dy:0.2) | W_Low: True | A_Low: True] | Phase: High            | Hip: Good            | Reps: 00 | RepState: HIGH            | HipStatus: Good Form  | Times(ms) -> MP: 97.7, Feat: 00.3, Predict: 05.5, States: 00.0
Frame: 0078 | Processed: Yes  | TS(ms): 1784624692234 | Delta: 0000 | Plank: ACTIVE  [Vis: True | Horiz: True (dx:0.3, dy:0.2) | W_Low: True | A_Low: True] | Phase: High            | Hip: Good            | Reps: 00 | RepState: HIGH            | HipStatus: Good Form  | Times(ms) -> MP: 85.6, Feat: 00.2, Predict: 03.0, States: 00.0
Frame: 0080 | Processed: Yes  | TS(ms): 1784624692300 | Delta: 0000 | Plank: ACTIVE  [Vis: True | Horiz: True (dx:0.3, dy:0.2) | W_Low: True | A_Low: True] | Phase: High            | Hip: Good            | Reps: 00 | RepState: HIGH            | HipStatus: Good Form  | Times(ms) -> MP: 74.0, Feat: 00.3, Predict: 02.8, States: 00.0
Frame: 0082 | Processed: Yes  | TS(ms): 1784624692366 | Delta: 0000 | Plank: ACTIVE  [Vis: True | Horiz: True (dx:0.3, dy:0.2) | W_Low: True | A_Low: True] | Phase: High            | Hip: Good            | Reps: 00 | RepState: HIGH            | HipStatus: Good Form  | Times(ms) -> MP: 76.8, Feat: 00.2, Predict: 02.7, States: 00.0
Frame: 0084 | Processed: Yes  | TS(ms): 1784624692432 | Delta: 0000 | Plank: ACTIVE  [Vis: True | Horiz: True (dx:0.3, dy:0.2) | W_Low: True | A_Low: True] | Phase: High            | Hip: Good            | Reps: 00 | RepState: HIGH            | HipStatus: Good Form  | Times(ms) -> MP: 76.3, Feat: 00.3, Predict: 03.2, States: 00.0
Frame: 0086 | Processed: Yes  | TS(ms): 1784624692498 | Delta: 0000 | Plank: ACTIVE  [Vis: True | Horiz: True (dx:0.3, dy:0.2) | W_Low: True | A_Low: True] | Phase: High            | Hip: Good            | Reps: 00 | RepState: HIGH            | HipStatus: Good Form  | Times(ms) -> MP: 82.6, Feat: 00.2, Predict: 03.8, States: 00.0
Frame: 0088 | Processed: Yes  | TS(ms): 1784624692564 | Delta: 0000 | Plank: ACTIVE  [Vis: True | Horiz: True (dx:0.3, dy:0.2) | W_Low: True | A_Low: True] | Phase: High            | Hip: Good            | Reps: 00 | RepState: HIGH            | HipStatus: Good Form  | Times(ms) -> MP: 73.1, Feat: 00.2, Predict: 02.9, States: 00.0
Frame: 0090 | Processed: Yes  | TS(ms): 1784624692630 | Delta: 0000 | Plank: ACTIVE  [Vis: True | Horiz: True (dx:0.3, dy:0.2) | W_Low: True | A_Low: True] | Phase: High            | Hip: Good            | Reps: 00 | RepState: HIGH            | HipStatus: Good Form  | Times(ms) -> MP: 78.6, Feat: 00.2, Predict: 02.8, States: 00.0
Frame: 0092 | Processed: Yes  | TS(ms): 1784624692696 | Delta: 0000 | Plank: ACTIVE  [Vis: True | Horiz: True (dx:0.3, dy:0.2) | W_Low: True | A_Low: True] | Phase: High            | Hip: Good            | Reps: 00 | RepState: HIGH            | HipStatus: Good Form  | Times(ms) -> MP: 68.5, Feat: 00.2, Predict: 02.8, States: 00.0
Frame: 0094 | Processed: Yes  | TS(ms): 1784624692762 | Delta: 0000 | Plank: ACTIVE  [Vis: True | Horiz: True (dx:0.3, dy:0.2) | W_Low: True | A_Low: True] | Phase: High            | Hip: Good            | Reps: 00 | RepState: HIGH            | HipStatus: Good Form  | Times(ms) -> MP: 77.3, Feat: 00.2, Predict: 02.7, States: 00.0
Frame: 0096 | Processed: Yes  | TS(ms): 1784624692828 | Delta: 0000 | Plank: ACTIVE  [Vis: True | Horiz: True (dx:0.3, dy:0.2) | W_Low: True | A_Low: True] | Phase: High            | Hip: Good            | Reps: 00 | RepState: HIGH            | HipStatus: Good Form  | Times(ms) -> MP: 81.5, Feat: 00.3, Predict: 04.9, States: 00.0
Frame: 0098 | Processed: Yes  | TS(ms): 1784624692894 | Delta: 0000 | Plank: ACTIVE  [Vis: True | Horiz: True (dx:0.3, dy:0.2) | W_Low: True | A_Low: True] | Phase: High            | Hip: Good            | Reps: 00 | RepState: HIGH            | HipStatus: Good Form  | Times(ms) -> MP: 97.0, Feat: 00.3, Predict: 03.5, States: 00.0
Frame: 0100 | Processed: Yes  | TS(ms): 1784624692960 | Delta: 0000 | Plank: ACTIVE  [Vis: True | Horiz: True (dx:0.3, dy:0.2) | W_Low: True | A_Low: True] | Phase: High            | Hip: Good            | Reps: 00 | RepState: HIGH            | HipStatus: Good Form  | Times(ms) -> MP: 74.4, Feat: 00.2, Predict: 02.5, States: 00.0
Frame: 0102 | Processed: Yes  | TS(ms): 1784624693026 | Delta: 0000 | Plank: ACTIVE  [Vis: True | Horiz: True (dx:0.3, dy:0.2) | W_Low: True | A_Low: True] | Phase: High            | Hip: Good            | Reps: 00 | RepState: HIGH            | HipStatus: Good Form  | Times(ms) -> MP: 69.7, Feat: 00.2, Predict: 03.3, States: 00.0
Frame: 0104 | Processed: Yes  | TS(ms): 1784624693092 | Delta: 0000 | Plank: ACTIVE  [Vis: True | Horiz: True (dx:0.3, dy:0.2) | W_Low: True | A_Low: True] | Phase: High            | Hip: Good            | Reps: 00 | RepState: HIGH            | HipStatus: Good Form  | Times(ms) -> MP: 72.3, Feat: 00.2, Predict: 03.3, States: 00.0
Frame: 0106 | Processed: Yes  | TS(ms): 1784624693158 | Delta: 0000 | Plank: ACTIVE  [Vis: True | Horiz: True (dx:0.3, dy:0.2) | W_Low: True | A_Low: True] | Phase: High            | Hip: Good            | Reps: 00 | RepState: HIGH            | HipStatus: Good Form  | Times(ms) -> MP: 68.8, Feat: 00.3, Predict: 02.8, States: 00.0
Frame: 0108 | Processed: Yes  | TS(ms): 1784624693224 | Delta: 0000 | Plank: ACTIVE  [Vis: True | Horiz: True (dx:0.3, dy:0.2) | W_Low: True | A_Low: True] | Phase: High            | Hip: Good            | Reps: 00 | RepState: HIGH            | HipStatus: Good Form  | Times(ms) -> MP: 69.5, Feat: 00.2, Predict: 03.1, States: 00.0
Frame: 0110 | Processed: Yes  | TS(ms): 1784624693290 | Delta: 0000 | Plank: ACTIVE  [Vis: True | Horiz: True (dx:0.3, dy:0.2) | W_Low: True | A_Low: True] | Phase: High            | Hip: Good            | Reps: 00 | RepState: HIGH            | HipStatus: Good Form  | Times(ms) -> MP: 78.5, Feat: 00.3, Predict: 02.8, States: 00.0
Frame: 0112 | Processed: Yes  | TS(ms): 1784624693356 | Delta: 0000 | Plank: ACTIVE  [Vis: True | Horiz: True (dx:0.3, dy:0.2) | W_Low: True | A_Low: True] | Phase: High            | Hip: Good            | Reps: 00 | RepState: HIGH            | HipStatus: Good Form  | Times(ms) -> MP: 68.5, Feat: 00.2, Predict: 03.1, States: 00.0
Frame: 0114 | Processed: Yes  | TS(ms): 1784624693422 | Delta: 0000 | Plank: ACTIVE  [Vis: True | Horiz: True (dx:0.3, dy:0.2) | W_Low: True | A_Low: True] | Phase: High            | Hip: Good            | Reps: 00 | RepState: HIGH            | HipStatus: Good Form  | Times(ms) -> MP: 80.9, Feat: 00.2, Predict: 03.0, States: 00.0
Frame: 0116 | Processed: Yes  | TS(ms): 1784624693488 | Delta: 0000 | Plank: ACTIVE  [Vis: True | Horiz: True (dx:0.3, dy:0.2) | W_Low: True | A_Low: True] | Phase: High            | Hip: Good            | Reps: 00 | RepState: HIGH            | HipStatus: Good Form  | Times(ms) -> MP: 67.2, Feat: 00.2, Predict: 02.9, States: 00.0
Frame: 0118 | Processed: Yes  | TS(ms): 1784624693554 | Delta: 0000 | Plank: ACTIVE  [Vis: True | Horiz: True (dx:0.3, dy:0.2) | W_Low: True | A_Low: True] | Phase: High            | Hip: Good            | Reps: 00 | RepState: HIGH            | HipStatus: Good Form  | Times(ms) -> MP: 91.4, Feat: 00.6, Predict: 04.4, States: 00.0
Frame: 0120 | Processed: Yes  | TS(ms): 1784624693620 | Delta: 0000 | Plank: ACTIVE  [Vis: True | Horiz: True (dx:0.3, dy:0.2) | W_Low: True | A_Low: True] | Phase: High            | Hip: Good            | Reps: 00 | RepState: HIGH            | HipStatus: Good Form  | Times(ms) -> MP: 73.1, Feat: 00.3, Predict: 03.2, States: 00.0
Frame: 0122 | Processed: Yes  | TS(ms): 1784624693686 | Delta: 0000 | Plank: ACTIVE  [Vis: True | Horiz: True (dx:0.3, dy:0.2) | W_Low: True | A_Low: True] | Phase: High            | Hip: Good            | Reps: 00 | RepState: HIGH            | HipStatus: Good Form  | Times(ms) -> MP: 67.9, Feat: 00.2, Predict: 02.7, States: 00.0
Frame: 0124 | Processed: Yes  | TS(ms): 1784624693752 | Delta: 0000 | Plank: ACTIVE  [Vis: True | Horiz: True (dx:0.3, dy:0.2) | W_Low: True | A_Low: True] | Phase: High            | Hip: Good            | Reps: 00 | RepState: HIGH            | HipStatus: Good Form  | Times(ms) -> MP: 67.2, Feat: 00.2, Predict: 03.0, States: 00.0
Frame: 0126 | Processed: Yes  | TS(ms): 1784624693818 | Delta: 0000 | Plank: ACTIVE  [Vis: True | Horiz: True (dx:0.3, dy:0.2) | W_Low: True | A_Low: True] | Phase: High            | Hip: Good            | Reps: 00 | RepState: HIGH            | HipStatus: Good Form  | Times(ms) -> MP: 69.0, Feat: 00.2, Predict: 02.6, States: 00.0
Frame: 0128 | Processed: Yes  | TS(ms): 1784624693884 | Delta: 0000 | Plank: ACTIVE  [Vis: True | Horiz: True (dx:0.3, dy:0.2) | W_Low: True | A_Low: True] | Phase: High            | Hip: Good            | Reps: 00 | RepState: HIGH            | HipStatus: Good Form  | Times(ms) -> MP: 69.4, Feat: 00.2, Predict: 03.7, States: 00.0
Frame: 0130 | Processed: Yes  | TS(ms): 1784624693950 | Delta: 0000 | Plank: ACTIVE  [Vis: True | Horiz: True (dx:0.3, dy:0.2) | W_Low: True | A_Low: True] | Phase: High            | Hip: Good            | Reps: 00 | RepState: HIGH            | HipStatus: Good Form  | Times(ms) -> MP: 64.0, Feat: 00.2, Predict: 02.9, States: 00.0
Frame: 0132 | Processed: Yes  | TS(ms): 1784624694016 | Delta: 0000 | Plank: ACTIVE  [Vis: True | Horiz: True (dx:0.3, dy:0.2) | W_Low: True | A_Low: True] | Phase: High            | Hip: Good            | Reps: 00 | RepState: HIGH            | HipStatus: Good Form  | Times(ms) -> MP: 67.0, Feat: 00.2, Predict: 02.9, States: 00.0
Frame: 0134 | Processed: Yes  | TS(ms): 1784624694082 | Delta: 0000 | Plank: ACTIVE  [Vis: True | Horiz: True (dx:0.3, dy:0.2) | W_Low: True | A_Low: True] | Phase: High            | Hip: Good            | Reps: 00 | RepState: HIGH            | HipStatus: Good Form  | Times(ms) -> MP: 71.8, Feat: 00.2, Predict: 03.4, States: 00.0
Frame: 0136 | Processed: Yes  | TS(ms): 1784624694148 | Delta: 0000 | Plank: ACTIVE  [Vis: True | Horiz: True (dx:0.3, dy:0.2) | W_Low: True | A_Low: True] | Phase: High            | Hip: Good            | Reps: 00 | RepState: HIGH            | HipStatus: Good Form  | Times(ms) -> MP: 66.6, Feat: 00.2, Predict: 03.4, States: 00.0
Frame: 0138 | Processed: Yes  | TS(ms): 1784624694214 | Delta: 0000 | Plank: ACTIVE  [Vis: True | Horiz: True (dx:0.3, dy:0.2) | W_Low: True | A_Low: True] | Phase: High            | Hip: Good            | Reps: 00 | RepState: HIGH            | HipStatus: Good Form  | Times(ms) -> MP: 69.5, Feat: 00.2, Predict: 03.8, States: 00.0
Frame: 0140 | Processed: Yes  | TS(ms): 1784624694280 | Delta: 0000 | Plank: ACTIVE  [Vis: True | Horiz: True (dx:0.3, dy:0.2) | W_Low: True | A_Low: True] | Phase: High            | Hip: Good            | Reps: 00 | RepState: HIGH            | HipStatus: Good Form  | Times(ms) -> MP: 74.9, Feat: 00.3, Predict: 03.4, States: 00.0
Frame: 0142 | Processed: Yes  | TS(ms): 1784624694346 | Delta: 0000 | Plank: ACTIVE  [Vis: True | Horiz: True (dx:0.3, dy:0.2) | W_Low: True | A_Low: True] | Phase: High            | Hip: Good            | Reps: 00 | RepState: HIGH            | HipStatus: Good Form  | Times(ms) -> MP: 72.7, Feat: 00.6, Predict: 02.8, States: 00.0
Frame: 0144 | Processed: Yes  | TS(ms): 1784624694412 | Delta: 0000 | Plank: ACTIVE  [Vis: True | Horiz: True (dx:0.3, dy:0.2) | W_Low: True | A_Low: True] | Phase: High            | Hip: Good            | Reps: 00 | RepState: HIGH            | HipStatus: Good Form  | Times(ms) -> MP: 78.0, Feat: 00.2, Predict: 02.7, States: 00.0
Frame: 0146 | Processed: Yes  | TS(ms): 1784624694478 | Delta: 0000 | Plank: ACTIVE  [Vis: True | Horiz: True (dx:0.3, dy:0.2) | W_Low: True | A_Low: True] | Phase: High            | Hip: Good            | Reps: 00 | RepState: HIGH            | HipStatus: Good Form  | Times(ms) -> MP: 69.4, Feat: 00.3, Predict: 03.6, States: 00.0
Frame: 0148 | Processed: Yes  | TS(ms): 1784624694544 | Delta: 0000 | Plank: ACTIVE  [Vis: True | Horiz: True (dx:0.3, dy:0.2) | W_Low: True | A_Low: True] | Phase: High            | Hip: Good            | Reps: 00 | RepState: HIGH            | HipStatus: Good Form  | Times(ms) -> MP: 69.1, Feat: 00.2, Predict: 02.7, States: 00.0
Frame: 0150 | Processed: Yes  | TS(ms): 1784624694610 | Delta: 0000 | Plank: ACTIVE  [Vis: True | Horiz: True (dx:0.3, dy:0.2) | W_Low: True | A_Low: True] | Phase: High            | Hip: Good            | Reps: 00 | RepState: HIGH            | HipStatus: Good Form  | Times(ms) -> MP: 79.7, Feat: 00.2, Predict: 02.9, States: 00.0
Frame: 0152 | Processed: Yes  | TS(ms): 1784624694676 | Delta: 0000 | Plank: ACTIVE  [Vis: True | Horiz: True (dx:0.3, dy:0.2) | W_Low: True | A_Low: True] | Phase: High            | Hip: Good            | Reps: 00 | RepState: HIGH            | HipStatus: Good Form  | Times(ms) -> MP: 70.6, Feat: 00.2, Predict: 03.3, States: 00.0
