Source: Live Camera
Date & Time: 2026-07-11 19:17:01
==========================================================================================
Frame: 0286 | Phase: Medium          | Hip: Good            | Times(ms) -> MP: 98.2, Feat: 00.2, Predict: 03.8, States: 00.0
Frame: 0314 | Phase: Low             | Hip: Good            | Times(ms) -> MP: 90.8, Feat: 00.1, Predict: 03.6, States: 00.0
Frame: 0315 | Phase: Low             | Hip: Good            | Times(ms) -> MP: 68.5, Feat: 00.1, Predict: 03.1, States: 00.0
Frame: 0316 | Phase: Low             | Hip: Good            | Times(ms) -> MP: 72.1, Feat: 00.1, Predict: 02.8, States: 00.0
Frame: 0317 | Phase: Low             | Hip: Good            | Times(ms) -> MP: 73.0, Feat: 00.1, Predict: 03.4, States: 00.0
Frame: 0318 | Phase: Low             | Hip: Good            | Times(ms) -> MP: 79.6, Feat: 00.1, Predict: 03.3, States: 00.0
Frame: 0319 | Phase: Low             | Hip: Good            | Times(ms) -> MP: 82.6, Feat: 00.1, Predict: 06.2, States: 00.0
Frame: 0320 | Phase: Low             | Hip: Good            | Times(ms) -> MP: 76.6, Feat: 00.1, Predict: 02.9, States: 00.0
Frame: 0321 | Phase: Low             | Hip: Good            | Times(ms) -> MP: 73.2, Feat: 00.1, Predict: 04.3, States: 00.0
Frame: 0322 | Phase: Low             | Hip: Good            | Times(ms) -> MP: 71.4, Feat: 00.1, Predict: 03.3, States: 00.0
Frame: 0323 | Phase: Low             | Hip: Good            | Times(ms) -> MP: 75.3, Feat: 00.1, Predict: 04.2, States: 00.0
Frame: 0324 | Phase: Low             | Hip: Good            | Times(ms) -> MP: 73.3, Feat: 00.1, Predict: 02.7, States: 00.0
Frame: 0325 | Phase: Low             | Hip: Good            | Times(ms) -> MP: 72.1, Feat: 00.1, Predict: 03.3, States: 00.0
Frame: 0326 | Phase: Low             | Hip: Good            | Times(ms) -> MP: 127.0, Feat: 00.1, Predict: 03.9, States: 00.0
Frame: 0327 | Phase: Low             | Hip: Good            | Times(ms) -> MP: 77.7, Feat: 00.1, Predict: 03.9, States: 00.0
Frame: 0328 | Phase: Low             | Hip: Good            | Times(ms) -> MP: 66.7, Feat: 00.1, Predict: 02.6, States: 00.0
Frame: 0329 | Phase: Low             | Hip: Good            | Times(ms) -> MP: 78.5, Feat: 00.1, Predict: 03.0, States: 00.0
Frame: 0330 | Phase: Low             | Hip: Good            | Times(ms) -> MP: 71.9, Feat: 00.1, Predict: 04.8, States: 00.0
Frame: 0331 | Phase: Low             | Hip: Good            | Times(ms) -> MP: 89.2, Feat: 00.1, Predict: 03.2, States: 00.0
Frame: 0332 | Phase: Low             | Hip: Good            | Times(ms) -> MP: 68.6, Feat: 00.1, Predict: 02.7, States: 00.0
Frame: 0333 | Phase: Low             | Hip: Good            | Times(ms) -> MP: 66.1, Feat: 00.1, Predict: 05.2, States: 00.0
Frame: 0334 | Phase: Low             | Hip: Good            | Times(ms) -> MP: 76.2, Feat: 00.1, Predict: 03.7, States: 00.0
Frame: 0335 | Phase: Low             | Hip: Good            | Times(ms) -> MP: 68.3, Feat: 00.1, Predict: 02.8, States: 00.0
Frame: 0336 | Phase: Low             | Hip: Good            | Times(ms) -> MP: 79.5, Feat: 00.1, Predict: 03.5, States: 00.0
Frame: 0337 | Phase: Low             | Hip: Good            | Times(ms) -> MP: 68.6, Feat: 00.1, Predict: 02.8, States: 00.0
Frame: 0338 | Phase: Low             | Hip: Good            | Times(ms) -> MP: 64.1, Feat: 00.1, Predict: 02.5, States: 00.0
Frame: 0339 | Phase: Low             | Hip: Good            | Times(ms) -> MP: 67.4, Feat: 00.1, Predict: 02.7, States: 00.0
Frame: 0340 | Phase: Low             | Hip: Good            | Times(ms) -> MP: 69.7, Feat: 00.1, Predict: 02.9, States: 00.0
Frame: 0341 | Phase: Low             | Hip: Good            | Times(ms) -> MP: 69.2, Feat: 00.1, Predict: 04.3, States: 00.0
Frame: 0342 | Phase: Low             | Hip: Good            | Times(ms) -> MP: 66.4, Feat: 00.1, Predict: 03.9, States: 00.0
Frame: 0343 | Phase: Low             | Hip: Good            | Times(ms) -> MP: 73.1, Feat: 00.1, Predict: 03.7, States: 00.0
Frame: 0344 | Phase: Low             | Hip: Good            | Times(ms) -> MP: 67.8, Feat: 00.1, Predict: 04.3, States: 00.0
Frame: 0345 | Phase: Low             | Hip: Good            | Times(ms) -> MP: 67.5, Feat: 00.1, Predict: 02.7, States: 00.0
Frame: 0346 | Phase: Low             | Hip: Good            | Times(ms) -> MP: 69.4, Feat: 00.1, Predict: 03.0, States: 00.0
Frame: 0347 | Phase: Low             | Hip: Good            | Times(ms) -> MP: 68.8, Feat: 00.1, Predict: 02.5, States: 00.0
Frame: 0348 | Phase: Low             | Hip: Good            | Times(ms) -> MP: 73.7, Feat: 00.1, Predict: 03.4, States: 00.0
Frame: 0349 | Phase: Low             | Hip: Good            | Times(ms) -> MP: 70.1, Feat: 00.1, Predict: 03.7, States: 00.0
Frame: 0350 | Phase: Low             | Hip: Good            | Times(ms) -> MP: 64.5, Feat: 00.1, Predict: 02.7, States: 00.0
Frame: 0351 | Phase: Low             | Hip: Good            | Times(ms) -> MP: 68.2, Feat: 00.1, Predict: 03.0, States: 00.0
Frame: 0352 | Phase: Low             | Hip: Good            | Times(ms) -> MP: 73.2, Feat: 00.1, Predict: 03.4, States: 00.0
Frame: 0353 | Phase: Low             | Hip: Good            | Times(ms) -> MP: 68.9, Feat: 00.1, Predict: 03.0, States: 00.0
Frame: 0354 | Phase: Low             | Hip: Good            | Times(ms) -> MP: 70.6, Feat: 00.1, Predict: 03.9, States: 00.0
Frame: 0355 | Phase: Low             | Hip: Good            | Times(ms) -> MP: 71.4, Feat: 00.1, Predict: 02.8, States: 00.0
Frame: 0356 | Phase: Low             | Hip: Good            | Times(ms) -> MP: 69.3, Feat: 00.1, Predict: 03.0, States: 00.0
Frame: 0357 | Phase: Low             | Hip: Good            | Times(ms) -> MP: 66.0, Feat: 00.1, Predict: 03.4, States: 00.0
Frame: 0358 | Phase: Low             | Hip: Good            | Times(ms) -> MP: 77.1, Feat: 00.2, Predict: 03.3, States: 00.0
Frame: 0359 | Phase: Low             | Hip: Good            | Times(ms) -> MP: 70.9, Feat: 00.1, Predict: 04.4, States: 00.0
Frame: 0360 | Phase: Low             | Hip: Good            | Times(ms) -> MP: 69.8, Feat: 00.1, Predict: 02.6, States: 00.0
Frame: 0361 | Phase: Low             | Hip: Good            | Times(ms) -> MP: 72.6, Feat: 00.1, Predict: 03.9, States: 00.0
Frame: 0362 | Phase: Low             | Hip: Good            | Times(ms) -> MP: 69.2, Feat: 00.1, Predict: 02.9, States: 00.0
Frame: 0363 | Phase: Low             | Hip: Good            | Times(ms) -> MP: 70.4, Feat: 00.1, Predict: 04.4, States: 00.0
Frame: 0364 | Phase: Low             | Hip: Good            | Times(ms) -> MP: 73.4, Feat: 00.1, Predict: 03.5, States: 00.0
Frame: 0365 | Phase: Low             | Hip: Good            | Times(ms) -> MP: 67.2, Feat: 00.1, Predict: 03.7, States: 00.0
Frame: 0366 | Phase: Low             | Hip: Good            | Times(ms) -> MP: 69.0, Feat: 00.1, Predict: 03.5, States: 00.0
Frame: 0367 | Phase: Low             | Hip: Good            | Times(ms) -> MP: 63.4, Feat: 00.1, Predict: 02.8, States: 00.0
Frame: 0368 | Phase: Low             | Hip: Good            | Times(ms) -> MP: 65.1, Feat: 00.1, Predict: 02.7, States: 00.0
Frame: 0369 | Phase: Low             | Hip: Good            | Times(ms) -> MP: 72.6, Feat: 00.1, Predict: 04.5, States: 00.0
Frame: 0370 | Phase: Low             | Hip: Good            | Times(ms) -> MP: 68.2, Feat: 00.1, Predict: 02.9, States: 00.0
Frame: 0371 | Phase: Low             | Hip: Good            | Times(ms) -> MP: 68.6, Feat: 00.1, Predict: 03.5, States: 00.0
Frame: 0372 | Phase: Low             | Hip: Good            | Times(ms) -> MP: 67.9, Feat: 00.1, Predict: 04.6, States: 00.0
Frame: 0373 | Phase: Low             | Hip: Good            | Times(ms) -> MP: 64.2, Feat: 00.1, Predict: 03.3, States: 00.0
Frame: 0374 | Phase: Low             | Hip: Good            | Times(ms) -> MP: 64.0, Feat: 00.1, Predict: 02.6, States: 00.0
Frame: 0375 | Phase: Low             | Hip: Good            | Times(ms) -> MP: 72.6, Feat: 00.1, Predict: 03.0, States: 00.0
Frame: 0376 | Phase: Low             | Hip: Good            | Times(ms) -> MP: 65.1, Feat: 00.1, Predict: 02.8, States: 00.0
Frame: 0377 | Phase: Low             | Hip: Good            | Times(ms) -> MP: 66.1, Feat: 00.1, Predict: 02.8, States: 00.0
Frame: 0378 | Phase: Low             | Hip: Good            | Times(ms) -> MP: 78.4, Feat: 00.1, Predict: 03.9, States: 00.0
Frame: 0379 | Phase: Low             | Hip: Good            | Times(ms) -> MP: 69.2, Feat: 00.1, Predict: 03.3, States: 00.0
Frame: 0380 | Phase: Low             | Hip: Good            | Times(ms) -> MP: 69.6, Feat: 00.1, Predict: 05.1, States: 00.0
Frame: 0381 | Phase: Low             | Hip: Good            | Times(ms) -> MP: 69.1, Feat: 00.1, Predict: 03.8, States: 00.0
Frame: 0382 | Phase: Low             | Hip: Good            | Times(ms) -> MP: 71.2, Feat: 00.1, Predict: 02.9, States: 00.0
Frame: 0383 | Phase: Low             | Hip: Good            | Times(ms) -> MP: 63.0, Feat: 00.1, Predict: 02.9, States: 00.0
Frame: 0384 | Phase: Low             | Hip: Good            | Times(ms) -> MP: 73.8, Feat: 00.1, Predict: 03.1, States: 00.0
Frame: 0385 | Phase: Low             | Hip: Good            | Times(ms) -> MP: 67.9, Feat: 00.1, Predict: 03.8, States: 00.0
Frame: 0386 | Phase: Low             | Hip: Good            | Times(ms) -> MP: 71.7, Feat: 00.1, Predict: 02.9, States: 00.0
Frame: 0387 | Phase: Low             | Hip: Good            | Times(ms) -> MP: 76.1, Feat: 00.1, Predict: 03.0, States: 00.0
Frame: 0388 | Phase: Low             | Hip: Good            | Times(ms) -> MP: 73.1, Feat: 00.1, Predict: 03.0, States: 00.0
Frame: 0389 | Phase: Low             | Hip: Good            | Times(ms) -> MP: 75.0, Feat: 00.1, Predict: 03.7, States: 00.0
Frame: 0390 | Phase: Low             | Hip: Good            | Times(ms) -> MP: 71.8, Feat: 00.1, Predict: 03.7, States: 00.0
Frame: 0391 | Phase: Low             | Hip: Good            | Times(ms) -> MP: 79.3, Feat: 00.1, Predict: 04.3, States: 00.0
Frame: 0392 | Phase: Low             | Hip: Good            | Times(ms) -> MP: 77.6, Feat: 00.1, Predict: 04.0, States: 00.0
Frame: 0393 | Phase: Low             | Hip: Good            | Times(ms) -> MP: 72.7, Feat: 00.1, Predict: 04.1, States: 00.0
Frame: 0394 | Phase: Low             | Hip: Good            | Times(ms) -> MP: 75.4, Feat: 00.1, Predict: 03.2, States: 00.0
Frame: 0395 | Phase: Low             | Hip: Good            | Times(ms) -> MP: 85.9, Feat: 00.1, Predict: 03.5, States: 00.0
Frame: 0396 | Phase: Low             | Hip: Good            | Times(ms) -> MP: 76.0, Feat: 00.1, Predict: 03.9, States: 00.0
Frame: 0397 | Phase: Low             | Hip: Good            | Times(ms) -> MP: 75.4, Feat: 00.1, Predict: 02.9, States: 00.0
Frame: 0398 | Phase: Low             | Hip: Good            | Times(ms) -> MP: 70.9, Feat: 00.1, Predict: 03.2, States: 00.0
Frame: 0399 | Phase: Low             | Hip: Good            | Times(ms) -> MP: 74.8, Feat: 00.1, Predict: 03.3, States: 00.0
Frame: 0400 | Phase: Low             | Hip: Good            | Times(ms) -> MP: 73.0, Feat: 00.1, Predict: 03.7, States: 00.0
Frame: 0401 | Phase: Low             | Hip: Good            | Times(ms) -> MP: 77.9, Feat: 00.1, Predict: 03.7, States: 00.0
Frame: 0402 | Phase: Low             | Hip: Good            | Times(ms) -> MP: 83.6, Feat: 00.1, Predict: 04.6, States: 00.0
Frame: 0403 | Phase: Low             | Hip: Good            | Times(ms) -> MP: 105.3, Feat: 00.1, Predict: 04.3, States: 00.0
Frame: 0404 | Phase: Low             | Hip: Good            | Times(ms) -> MP: 73.3, Feat: 00.1, Predict: 03.8, States: 00.0
Frame: 0405 | Phase: Low             | Hip: Good            | Times(ms) -> MP: 74.7, Feat: 00.1, Predict: 02.6, States: 00.0
Frame: 0406 | Phase: Low             | Hip: Good            | Times(ms) -> MP: 73.7, Feat: 00.1, Predict: 04.2, States: 00.0
Frame: 0407 | Phase: Low             | Hip: Good            | Times(ms) -> MP: 85.0, Feat: 00.1, Predict: 03.8, States: 00.0
Frame: 0408 | Phase: Low             | Hip: Good            | Times(ms) -> MP: 91.0, Feat: 00.1, Predict: 02.8, States: 00.0
Frame: 0409 | Phase: Low             | Hip: Good            | Times(ms) -> MP: 77.7, Feat: 00.1, Predict: 02.6, States: 00.0
Frame: 0410 | Phase: Low             | Hip: Good            | Times(ms) -> MP: 81.2, Feat: 00.1, Predict: 04.0, States: 00.0
Frame: 0411 | Phase: Low             | Hip: Good            | Times(ms) -> MP: 71.0, Feat: 00.1, Predict: 02.8, States: 00.0
Frame: 0412 | Phase: Low             | Hip: Good            | Times(ms) -> MP: 65.3, Feat: 00.1, Predict: 03.1, States: 00.0
Frame: 0413 | Phase: Low             | Hip: Good            | Times(ms) -> MP: 68.6, Feat: 00.1, Predict: 03.9, States: 00.0
Frame: 0414 | Phase: Low             | Hip: Good            | Times(ms) -> MP: 73.9, Feat: 00.1, Predict: 04.1, States: 00.0
Frame: 0415 | Phase: Low             | Hip: Good            | Times(ms) -> MP: 68.3, Feat: 00.1, Predict: 02.8, States: 00.0
Frame: 0416 | Phase: Low             | Hip: Good            | Times(ms) -> MP: 66.7, Feat: 00.1, Predict: 02.5, States: 00.0
Frame: 0417 | Phase: Low             | Hip: Good            | Times(ms) -> MP: 69.4, Feat: 00.1, Predict: 04.0, States: 00.0
Frame: 0418 | Phase: Low             | Hip: Good            | Times(ms) -> MP: 68.5, Feat: 00.1, Predict: 02.9, States: 00.0
Frame: 0419 | Phase: Low             | Hip: Good            | Times(ms) -> MP: 67.8, Feat: 00.1, Predict: 02.8, States: 00.0
Frame: 0420 | Phase: Low             | Hip: Good            | Times(ms) -> MP: 84.1, Feat: 00.1, Predict: 04.7, States: 00.0
Frame: 0421 | Phase: Low             | Hip: Good            | Times(ms) -> MP: 75.7, Feat: 00.1, Predict: 03.7, States: 00.0
Frame: 0422 | Phase: Low             | Hip: Good            | Times(ms) -> MP: 76.7, Feat: 00.1, Predict: 04.4, States: 00.0
Frame: 0423 | Phase: Low             | Hip: Good            | Times(ms) -> MP: 78.5, Feat: 00.1, Predict: 03.4, States: 00.0
Frame: 0424 | Phase: Low             | Hip: Good            | Times(ms) -> MP: 78.0, Feat: 00.1, Predict: 04.4, States: 00.0
Frame: 0425 | Phase: Low             | Hip: Good            | Times(ms) -> MP: 75.4, Feat: 00.1, Predict: 02.7, States: 00.0
Frame: 0426 | Phase: Low             | Hip: Good            | Times(ms) -> MP: 68.6, Feat: 00.1, Predict: 02.8, States: 00.0
Frame: 0427 | Phase: Low             | Hip: Good            | Times(ms) -> MP: 65.5, Feat: 00.1, Predict: 03.4, States: 00.0
Frame: 0428 | Phase: Low             | Hip: Good            | Times(ms) -> MP: 81.7, Feat: 00.1, Predict: 04.1, States: 00.0
Frame: 0429 | Phase: Low             | Hip: Good            | Times(ms) -> MP: 85.2, Feat: 00.1, Predict: 03.2, States: 00.0
Frame: 0430 | Phase: Low             | Hip: Good            | Times(ms) -> MP: 83.7, Feat: 00.1, Predict: 03.0, States: 00.0
Frame: 0431 | Phase: Low             | Hip: Good            | Times(ms) -> MP: 81.6, Feat: 00.1, Predict: 04.7, States: 00.0
Frame: 0432 | Phase: Low             | Hip: Good            | Times(ms) -> MP: 72.0, Feat: 00.1, Predict: 05.0, States: 00.0
Frame: 0433 | Phase: Low             | Hip: Good            | Times(ms) -> MP: 70.3, Feat: 00.1, Predict: 03.1, States: 00.0
Frame: 0434 | Phase: Low             | Hip: Good            | Times(ms) -> MP: 70.2, Feat: 00.1, Predict: 05.2, States: 00.0
Frame: 0435 | Phase: Low             | Hip: Good            | Times(ms) -> MP: 72.2, Feat: 00.1, Predict: 03.0, States: 00.0
Frame: 0436 | Phase: Low             | Hip: Good            | Times(ms) -> MP: 75.4, Feat: 00.1, Predict: 03.9, States: 00.0
Frame: 0437 | Phase: Low             | Hip: Good            | Times(ms) -> MP: 72.0, Feat: 00.1, Predict: 04.3, States: 00.0
Frame: 0438 | Phase: Low             | Hip: Good            | Times(ms) -> MP: 73.7, Feat: 00.1, Predict: 03.2, States: 00.0
Frame: 0439 | Phase: Low             | Hip: Good            | Times(ms) -> MP: 73.7, Feat: 00.1, Predict: 02.6, States: 00.0
Frame: 0440 | Phase: Low             | Hip: Good            | Times(ms) -> MP: 73.4, Feat: 00.1, Predict: 03.2, States: 00.0
Frame: 0441 | Phase: Low             | Hip: Good            | Times(ms) -> MP: 63.1, Feat: 00.1, Predict: 03.0, States: 00.0
Frame: 0442 | Phase: Low             | Hip: Good            | Times(ms) -> MP: 75.4, Feat: 00.1, Predict: 04.9, States: 00.0
Frame: 0443 | Phase: Low             | Hip: Good            | Times(ms) -> MP: 69.6, Feat: 00.1, Predict: 03.5, States: 00.0
Frame: 0444 | Phase: Low             | Hip: Good            | Times(ms) -> MP: 74.1, Feat: 00.1, Predict: 03.9, States: 00.0
Frame: 0445 | Phase: Low             | Hip: Good            | Times(ms) -> MP: 68.3, Feat: 00.1, Predict: 03.9, States: 00.0
Frame: 0446 | Phase: Low             | Hip: Good            | Times(ms) -> MP: 74.2, Feat: 00.1, Predict: 03.3, States: 00.0
Frame: 0447 | Phase: Low             | Hip: Good            | Times(ms) -> MP: 74.2, Feat: 00.1, Predict: 02.7, States: 00.0
Frame: 0448 | Phase: Low             | Hip: Good            | Times(ms) -> MP: 76.2, Feat: 00.1, Predict: 03.5, States: 00.0
Frame: 0449 | Phase: Low             | Hip: Good            | Times(ms) -> MP: 76.2, Feat: 00.1, Predict: 03.5, States: 00.0
Frame: 0450 | Phase: Low             | Hip: Good            | Times(ms) -> MP: 73.2, Feat: 00.1, Predict: 02.7, States: 00.0
Frame: 0451 | Phase: Low             | Hip: Good            | Times(ms) -> MP: 81.8, Feat: 00.1, Predict: 03.4, States: 00.0
Frame: 0452 | Phase: Low             | Hip: Good            | Times(ms) -> MP: 77.3, Feat: 00.1, Predict: 02.6, States: 00.0
Frame: 0453 | Phase: Low             | Hip: Good            | Times(ms) -> MP: 74.9, Feat: 00.1, Predict: 03.4, States: 00.1
Frame: 0454 | Phase: Low             | Hip: Good            | Times(ms) -> MP: 79.7, Feat: 00.1, Predict: 03.7, States: 00.0
Frame: 0455 | Phase: Low             | Hip: Good            | Times(ms) -> MP: 84.3, Feat: 00.1, Predict: 05.3, States: 00.0
Frame: 0456 | Phase: Low             | Hip: Good            | Times(ms) -> MP: 77.8, Feat: 00.1, Predict: 03.5, States: 00.0
Frame: 0457 | Phase: Low             | Hip: Good            | Times(ms) -> MP: 82.3, Feat: 00.1, Predict: 05.0, States: 00.0
Frame: 0458 | Phase: Low             | Hip: Good            | Times(ms) -> MP: 77.1, Feat: 00.1, Predict: 04.0, States: 00.0
Frame: 0459 | Phase: Low             | Hip: Good            | Times(ms) -> MP: 84.4, Feat: 00.1, Predict: 04.3, States: 00.0
Frame: 0460 | Phase: Low             | Hip: Good            | Times(ms) -> MP: 91.0, Feat: 00.1, Predict: 04.2, States: 00.0
Frame: 0461 | Phase: Low             | Hip: Good            | Times(ms) -> MP: 76.2, Feat: 00.1, Predict: 03.0, States: 00.0
Frame: 0462 | Phase: Low             | Hip: Good            | Times(ms) -> MP: 81.5, Feat: 00.1, Predict: 03.7, States: 00.0
Frame: 0463 | Phase: Low             | Hip: Good            | Times(ms) -> MP: 75.2, Feat: 00.1, Predict: 03.1, States: 00.0
Frame: 0464 | Phase: Low             | Hip: Good            | Times(ms) -> MP: 86.8, Feat: 00.2, Predict: 03.5, States: 00.0
Frame: 0465 | Phase: Low             | Hip: Good            | Times(ms) -> MP: 70.7, Feat: 00.1, Predict: 03.3, States: 00.0
Frame: 0466 | Phase: Low             | Hip: Good            | Times(ms) -> MP: 83.4, Feat: 00.1, Predict: 03.9, States: 00.0
Frame: 0467 | Phase: Low             | Hip: Good            | Times(ms) -> MP: 83.9, Feat: 00.1, Predict: 03.7, States: 00.0
Frame: 0468 | Phase: Low             | Hip: Good            | Times(ms) -> MP: 70.8, Feat: 00.2, Predict: 04.3, States: 00.0
Frame: 0469 | Phase: Low             | Hip: Good            | Times(ms) -> MP: 86.2, Feat: 00.1, Predict: 04.6, States: 00.0
Frame: 0470 | Phase: Low             | Hip: Good            | Times(ms) -> MP: 88.3, Feat: 00.1, Predict: 04.3, States: 00.0
Frame: 0471 | Phase: Low             | Hip: Good            | Times(ms) -> MP: 79.9, Feat: 00.1, Predict: 03.0, States: 00.0
Frame: 0472 | Phase: Low             | Hip: Good            | Times(ms) -> MP: 82.7, Feat: 00.1, Predict: 02.7, States: 00.0
Frame: 0473 | Phase: Low             | Hip: Good            | Times(ms) -> MP: 71.9, Feat: 00.1, Predict: 03.1, States: 00.0
Frame: 0474 | Phase: Low             | Hip: Good            | Times(ms) -> MP: 71.1, Feat: 00.1, Predict: 04.6, States: 00.0
Frame: 0475 | Phase: Low             | Hip: Good            | Times(ms) -> MP: 83.7, Feat: 00.1, Predict: 02.7, States: 00.0
Frame: 0476 | Phase: Low             | Hip: Good            | Times(ms) -> MP: 83.0, Feat: 00.1, Predict: 05.7, States: 00.0
Frame: 0477 | Phase: Low             | Hip: Good            | Times(ms) -> MP: 87.0, Feat: 00.1, Predict: 03.0, States: 00.0
Frame: 0478 | Phase: Low             | Hip: Good            | Times(ms) -> MP: 71.5, Feat: 00.1, Predict: 03.3, States: 00.0
Frame: 0479 | Phase: Low             | Hip: Good            | Times(ms) -> MP: 80.0, Feat: 00.2, Predict: 04.1, States: 00.0
Frame: 0480 | Phase: Low             | Hip: Good            | Times(ms) -> MP: 76.4, Feat: 00.1, Predict: 03.2, States: 00.0
Frame: 0481 | Phase: Low             | Hip: Good            | Times(ms) -> MP: 88.0, Feat: 00.1, Predict: 03.0, States: 00.0
Frame: 0482 | Phase: Low             | Hip: Good            | Times(ms) -> MP: 72.7, Feat: 00.1, Predict: 03.1, States: 00.0
Frame: 0483 | Phase: Low             | Hip: Good            | Times(ms) -> MP: 82.2, Feat: 00.1, Predict: 02.6, States: 00.0
Frame: 0484 | Phase: Low             | Hip: Good            | Times(ms) -> MP: 82.1, Feat: 00.1, Predict: 04.4, States: 00.0
Frame: 0485 | Phase: None            | Hip: None            | Times(ms) -> MP: 70.3, Feat: 00.0, Predict: 00.0, States: 00.0
Frame: 0486 | Phase: None            | Hip: None            | Times(ms) -> MP: 16.0, Feat: 00.0, Predict: 00.0, States: 00.0
Frame: 0488 | Phase: Low             | Hip: Good            | Times(ms) -> MP: 84.8, Feat: 00.1, Predict: 03.6, States: 00.0
Frame: 0489 | Phase: Low             | Hip: Good            | Times(ms) -> MP: 80.5, Feat: 00.1, Predict: 02.8, States: 00.0
Frame: 0490 | Phase: Low             | Hip: Good            | Times(ms) -> MP: 61.8, Feat: 00.1, Predict: 02.6, States: 00.0
Frame: 0491 | Phase: Low             | Hip: Good            | Times(ms) -> MP: 70.6, Feat: 00.1, Predict: 03.9, States: 00.0
Frame: 0492 | Phase: Low             | Hip: Good            | Times(ms) -> MP: 69.0, Feat: 00.1, Predict: 03.4, States: 00.0
Frame: 0493 | Phase: Low             | Hip: Good            | Times(ms) -> MP: 73.3, Feat: 00.1, Predict: 02.8, States: 00.0
Frame: 0494 | Phase: Low             | Hip: Good            | Times(ms) -> MP: 71.7, Feat: 00.1, Predict: 03.2, States: 00.0
Frame: 0495 | Phase: Low             | Hip: Good            | Times(ms) -> MP: 87.1, Feat: 00.1, Predict: 02.5, States: 00.0
