Source: Live Camera
Date & Time: 2026-07-13 18:33:40
==========================================================================================
Frame: 0239 | Phase: Low             | Hip: Good            | Times(ms) -> MP: 68.8, Feat: 00.3, Predict: 03.8, States: 00.0
Frame: 0342 | Phase: High            | Hip: Good            | Times(ms) -> MP: 69.8, Feat: 00.2, Predict: 03.2, States: 00.0
Frame: 0343 | Phase: High            | Hip: Good            | Times(ms) -> MP: 65.6, Feat: 00.2, Predict: 03.1, States: 00.0
Frame: 0344 | Phase: High            | Hip: Good            | Times(ms) -> MP: 71.2, Feat: 00.3, Predict: 04.3, States: 00.0
Frame: 0345 | Phase: High            | Hip: Good            | Times(ms) -> MP: 76.8, Feat: 00.2, Predict: 05.0, States: 00.0
Frame: 0346 | Phase: High            | Hip: Good            | Times(ms) -> MP: 68.8, Feat: 00.2, Predict: 02.9, States: 00.0
Frame: 0347 | Phase: High            | Hip: Good            | Times(ms) -> MP: 71.5, Feat: 00.3, Predict: 03.3, States: 00.0
Frame: 0348 | Phase: High            | Hip: Good            | Times(ms) -> MP: 73.1, Feat: 00.2, Predict: 03.4, States: 00.0
Frame: 0349 | Phase: High            | Hip: Good            | Times(ms) -> MP: 74.9, Feat: 00.2, Predict: 03.4, States: 00.0
Frame: 0350 | Phase: High            | Hip: Good            | Times(ms) -> MP: 71.1, Feat: 00.2, Predict: 03.9, States: 00.0
Frame: 0351 | Phase: High            | Hip: Good            | Times(ms) -> MP: 71.5, Feat: 00.3, Predict: 05.4, States: 00.0
Frame: 0352 | Phase: High            | Hip: Good            | Times(ms) -> MP: 68.2, Feat: 00.2, Predict: 02.9, States: 00.0
Frame: 0353 | Phase: High            | Hip: Good            | Times(ms) -> MP: 72.5, Feat: 00.2, Predict: 03.3, States: 00.0
Frame: 0354 | Phase: High            | Hip: Good            | Times(ms) -> MP: 97.5, Feat: 00.2, Predict: 03.9, States: 00.0
Frame: 0355 | Phase: High            | Hip: Good            | Times(ms) -> MP: 94.1, Feat: 00.2, Predict: 03.8, States: 00.0
Frame: 0356 | Phase: High            | Hip: Good            | Times(ms) -> MP: 77.1, Feat: 00.4, Predict: 07.1, States: 00.0
Frame: 0357 | Phase: High            | Hip: Good            | Times(ms) -> MP: 75.5, Feat: 00.3, Predict: 04.7, States: 00.0
Frame: 0358 | Phase: High            | Hip: Good            | Times(ms) -> MP: 75.4, Feat: 00.2, Predict: 04.0, States: 00.0
Frame: 0359 | Phase: High            | Hip: Good            | Times(ms) -> MP: 67.7, Feat: 00.2, Predict: 03.2, States: 00.0
Frame: 0360 | Phase: High            | Hip: Good            | Times(ms) -> MP: 71.0, Feat: 00.3, Predict: 03.6, States: 00.0
Frame: 0361 | Phase: High            | Hip: Good            | Times(ms) -> MP: 78.1, Feat: 00.2, Predict: 03.6, States: 00.0
Frame: 0362 | Phase: High            | Hip: Good            | Times(ms) -> MP: 71.4, Feat: 00.3, Predict: 04.4, States: 00.0
Frame: 0363 | Phase: High            | Hip: Good            | Times(ms) -> MP: 64.7, Feat: 00.2, Predict: 03.8, States: 00.0
Frame: 0364 | Phase: High            | Hip: Good            | Times(ms) -> MP: 69.2, Feat: 00.2, Predict: 03.2, States: 00.0
Frame: 0365 | Phase: High            | Hip: Good            | Times(ms) -> MP: 65.7, Feat: 00.2, Predict: 03.2, States: 00.0
Frame: 0366 | Phase: High            | Hip: Good            | Times(ms) -> MP: 63.7, Feat: 00.2, Predict: 03.1, States: 00.0
Frame: 0367 | Phase: High            | Hip: Good            | Times(ms) -> MP: 71.9, Feat: 00.2, Predict: 02.8, States: 00.0
Frame: 0368 | Phase: High            | Hip: Good            | Times(ms) -> MP: 65.6, Feat: 00.2, Predict: 03.4, States: 00.0
Frame: 0369 | Phase: High            | Hip: Good            | Times(ms) -> MP: 72.7, Feat: 00.3, Predict: 03.8, States: 00.0
Frame: 0370 | Phase: High            | Hip: Good            | Times(ms) -> MP: 67.9, Feat: 00.2, Predict: 03.1, States: 00.0
Frame: 0371 | Phase: High            | Hip: Good            | Times(ms) -> MP: 74.2, Feat: 00.2, Predict: 02.8, States: 00.0
Frame: 0372 | Phase: High            | Hip: Good            | Times(ms) -> MP: 65.5, Feat: 00.2, Predict: 03.4, States: 00.0
Frame: 0373 | Phase: High            | Hip: Good            | Times(ms) -> MP: 72.9, Feat: 00.3, Predict: 05.3, States: 00.0
Frame: 0374 | Phase: High            | Hip: Good            | Times(ms) -> MP: 64.5, Feat: 00.2, Predict: 03.1, States: 00.0
Frame: 0375 | Phase: High            | Hip: Good            | Times(ms) -> MP: 62.7, Feat: 00.2, Predict: 03.1, States: 00.0
Frame: 0376 | Phase: High            | Hip: Good            | Times(ms) -> MP: 68.8, Feat: 00.2, Predict: 03.2, States: 00.0
Frame: 0377 | Phase: High            | Hip: Good            | Times(ms) -> MP: 67.8, Feat: 00.2, Predict: 04.4, States: 00.0
Frame: 0378 | Phase: High            | Hip: Good            | Times(ms) -> MP: 64.6, Feat: 00.2, Predict: 03.8, States: 00.0
Frame: 0379 | Phase: High            | Hip: Good            | Times(ms) -> MP: 65.4, Feat: 00.2, Predict: 03.5, States: 00.0
Frame: 0380 | Phase: High            | Hip: Good            | Times(ms) -> MP: 69.8, Feat: 00.2, Predict: 03.0, States: 00.0
Frame: 0381 | Phase: High            | Hip: Good            | Times(ms) -> MP: 69.2, Feat: 00.2, Predict: 03.2, States: 00.0
Frame: 0382 | Phase: High            | Hip: Good            | Times(ms) -> MP: 64.2, Feat: 00.2, Predict: 03.1, States: 00.0
Frame: 0383 | Phase: High            | Hip: Good            | Times(ms) -> MP: 65.5, Feat: 00.2, Predict: 02.9, States: 00.0
Frame: 0384 | Phase: High            | Hip: Good            | Times(ms) -> MP: 67.6, Feat: 00.2, Predict: 04.4, States: 00.0
Frame: 0385 | Phase: High            | Hip: Good            | Times(ms) -> MP: 76.8, Feat: 00.2, Predict: 02.9, States: 00.0
Frame: 0386 | Phase: High            | Hip: Good            | Times(ms) -> MP: 63.6, Feat: 00.2, Predict: 02.9, States: 00.0
Frame: 0387 | Phase: High            | Hip: Good            | Times(ms) -> MP: 67.0, Feat: 00.2, Predict: 02.9, States: 00.0
Frame: 0388 | Phase: High            | Hip: Good            | Times(ms) -> MP: 67.5, Feat: 00.2, Predict: 03.5, States: 00.0
Frame: 0389 | Phase: High            | Hip: Good            | Times(ms) -> MP: 63.9, Feat: 00.2, Predict: 03.8, States: 00.0
Frame: 0390 | Phase: High            | Hip: Good            | Times(ms) -> MP: 62.8, Feat: 00.6, Predict: 04.4, States: 00.0
Frame: 0391 | Phase: High            | Hip: Good            | Times(ms) -> MP: 66.9, Feat: 00.2, Predict: 03.4, States: 00.0
Frame: 0392 | Phase: High            | Hip: Good            | Times(ms) -> MP: 65.4, Feat: 00.2, Predict: 03.3, States: 00.0
Frame: 0393 | Phase: High            | Hip: Good            | Times(ms) -> MP: 65.9, Feat: 00.2, Predict: 03.3, States: 00.0
Frame: 0394 | Phase: High            | Hip: Good            | Times(ms) -> MP: 64.7, Feat: 00.2, Predict: 03.1, States: 00.0
Frame: 0395 | Phase: High            | Hip: Good            | Times(ms) -> MP: 67.6, Feat: 00.2, Predict: 02.8, States: 00.0
Frame: 0396 | Phase: High            | Hip: Good            | Times(ms) -> MP: 64.9, Feat: 00.2, Predict: 04.7, States: 00.0
Frame: 0397 | Phase: High            | Hip: Good            | Times(ms) -> MP: 102.1, Feat: 00.3, Predict: 09.2, States: 00.0
Frame: 0398 | Phase: High            | Hip: Good            | Times(ms) -> MP: 142.2, Feat: 00.2, Predict: 03.1, States: 00.0
Frame: 0399 | Phase: High            | Hip: Good            | Times(ms) -> MP: 68.3, Feat: 00.2, Predict: 02.9, States: 00.0
Frame: 0400 | Phase: High            | Hip: Good            | Times(ms) -> MP: 65.1, Feat: 00.2, Predict: 02.7, States: 00.0
Frame: 0401 | Phase: High            | Hip: Good            | Times(ms) -> MP: 72.3, Feat: 00.2, Predict: 03.2, States: 00.0
Frame: 0402 | Phase: High            | Hip: Good            | Times(ms) -> MP: 66.7, Feat: 00.2, Predict: 03.4, States: 00.0
Frame: 0403 | Phase: High            | Hip: Good            | Times(ms) -> MP: 68.6, Feat: 00.2, Predict: 03.9, States: 00.0
Frame: 0404 | Phase: High            | Hip: Good            | Times(ms) -> MP: 70.8, Feat: 00.3, Predict: 04.5, States: 00.0
Frame: 0405 | Phase: High            | Hip: Good            | Times(ms) -> MP: 76.8, Feat: 00.2, Predict: 03.0, States: 00.0
Frame: 0406 | Phase: High            | Hip: Good            | Times(ms) -> MP: 95.4, Feat: 00.2, Predict: 03.2, States: 00.0
Frame: 0407 | Phase: High            | Hip: Good            | Times(ms) -> MP: 82.3, Feat: 00.2, Predict: 02.8, States: 00.0
Frame: 0408 | Phase: High            | Hip: Good            | Times(ms) -> MP: 73.5, Feat: 00.2, Predict: 04.0, States: 00.0
Frame: 0409 | Phase: High            | Hip: Good            | Times(ms) -> MP: 70.6, Feat: 00.3, Predict: 05.6, States: 00.0
Frame: 0410 | Phase: High            | Hip: Good            | Times(ms) -> MP: 71.4, Feat: 00.6, Predict: 04.9, States: 00.0
Frame: 0411 | Phase: High            | Hip: Good            | Times(ms) -> MP: 76.1, Feat: 00.4, Predict: 07.8, States: 00.0
Frame: 0412 | Phase: High            | Hip: Good            | Times(ms) -> MP: 97.6, Feat: 00.2, Predict: 03.4, States: 00.0
Frame: 0413 | Phase: High            | Hip: Good            | Times(ms) -> MP: 67.5, Feat: 00.2, Predict: 05.1, States: 00.0
Frame: 0414 | Phase: High            | Hip: Good            | Times(ms) -> MP: 78.0, Feat: 00.5, Predict: 04.0, States: 00.0
Frame: 0415 | Phase: High            | Hip: Good            | Times(ms) -> MP: 80.9, Feat: 00.5, Predict: 06.7, States: 00.0
Frame: 0416 | Phase: High            | Hip: Good            | Times(ms) -> MP: 80.2, Feat: 00.4, Predict: 03.2, States: 00.0
Frame: 0417 | Phase: High            | Hip: Good            | Times(ms) -> MP: 66.0, Feat: 00.2, Predict: 03.3, States: 00.0
Frame: 0418 | Phase: High            | Hip: Good            | Times(ms) -> MP: 73.2, Feat: 00.2, Predict: 05.8, States: 00.0
Frame: 0419 | Phase: High            | Hip: Good            | Times(ms) -> MP: 77.8, Feat: 00.2, Predict: 02.9, States: 00.0
Frame: 0420 | Phase: High            | Hip: Good            | Times(ms) -> MP: 68.8, Feat: 00.3, Predict: 05.4, States: 00.0
Frame: 0421 | Phase: High            | Hip: Good            | Times(ms) -> MP: 76.5, Feat: 00.2, Predict: 03.1, States: 00.0
Frame: 0422 | Phase: High            | Hip: Good            | Times(ms) -> MP: 67.3, Feat: 00.2, Predict: 04.2, States: 00.0
Frame: 0423 | Phase: High            | Hip: Good            | Times(ms) -> MP: 72.2, Feat: 00.3, Predict: 04.4, States: 00.0
Frame: 0424 | Phase: High            | Hip: Good            | Times(ms) -> MP: 76.5, Feat: 01.0, Predict: 06.3, States: 00.0
Frame: 0425 | Phase: High            | Hip: Good            | Times(ms) -> MP: 95.9, Feat: 00.2, Predict: 03.9, States: 00.0
Frame: 0426 | Phase: High            | Hip: Good            | Times(ms) -> MP: 77.8, Feat: 00.4, Predict: 04.2, States: 00.0
Frame: 0427 | Phase: High            | Hip: Good            | Times(ms) -> MP: 80.5, Feat: 00.2, Predict: 05.1, States: 00.0
Frame: 0428 | Phase: High            | Hip: Good            | Times(ms) -> MP: 83.6, Feat: 00.2, Predict: 03.0, States: 00.0
Frame: 0429 | Phase: High            | Hip: Good            | Times(ms) -> MP: 76.0, Feat: 00.2, Predict: 04.3, States: 00.0
Frame: 0430 | Phase: High            | Hip: Good            | Times(ms) -> MP: 71.6, Feat: 00.2, Predict: 03.1, States: 00.0
Frame: 0431 | Phase: High            | Hip: Good            | Times(ms) -> MP: 78.2, Feat: 00.3, Predict: 04.8, States: 00.0
Frame: 0432 | Phase: High            | Hip: Good            | Times(ms) -> MP: 82.3, Feat: 00.3, Predict: 04.3, States: 00.0
Frame: 0433 | Phase: High            | Hip: Good            | Times(ms) -> MP: 75.2, Feat: 00.2, Predict: 03.7, States: 00.0
Frame: 0434 | Phase: High            | Hip: Good            | Times(ms) -> MP: 70.2, Feat: 00.2, Predict: 03.2, States: 00.0
Frame: 0435 | Phase: High            | Hip: Good            | Times(ms) -> MP: 67.5, Feat: 00.2, Predict: 03.3, States: 00.0
Frame: 0436 | Phase: High            | Hip: Good            | Times(ms) -> MP: 66.2, Feat: 00.2, Predict: 02.9, States: 00.0
Frame: 0437 | Phase: High            | Hip: Good            | Times(ms) -> MP: 67.1, Feat: 00.2, Predict: 04.1, States: 00.0
Frame: 0438 | Phase: High            | Hip: Good            | Times(ms) -> MP: 67.4, Feat: 00.2, Predict: 05.4, States: 00.0
Frame: 0439 | Phase: High            | Hip: Good            | Times(ms) -> MP: 64.1, Feat: 00.2, Predict: 03.4, States: 00.0
Frame: 0440 | Phase: High            | Hip: Good            | Times(ms) -> MP: 71.0, Feat: 00.3, Predict: 03.2, States: 00.0
Frame: 0441 | Phase: High            | Hip: Good            | Times(ms) -> MP: 62.4, Feat: 00.2, Predict: 03.0, States: 00.0
Frame: 0442 | Phase: High            | Hip: Good            | Times(ms) -> MP: 62.2, Feat: 00.2, Predict: 03.1, States: 00.0
Frame: 0443 | Phase: High            | Hip: Good            | Times(ms) -> MP: 65.9, Feat: 00.2, Predict: 03.7, States: 00.0
Frame: 0444 | Phase: High            | Hip: Good            | Times(ms) -> MP: 62.9, Feat: 00.2, Predict: 02.9, States: 00.0
Frame: 0445 | Phase: High            | Hip: Good            | Times(ms) -> MP: 64.7, Feat: 00.2, Predict: 03.4, States: 00.0
Frame: 0446 | Phase: High            | Hip: Good            | Times(ms) -> MP: 65.0, Feat: 00.2, Predict: 03.8, States: 00.0
Frame: 0447 | Phase: High            | Hip: Good            | Times(ms) -> MP: 66.2, Feat: 00.2, Predict: 03.1, States: 00.0
Frame: 0448 | Phase: High            | Hip: Good            | Times(ms) -> MP: 68.9, Feat: 00.2, Predict: 03.0, States: 00.0
Frame: 0449 | Phase: High            | Hip: Good            | Times(ms) -> MP: 65.8, Feat: 00.2, Predict: 02.9, States: 00.0
Frame: 0450 | Phase: High            | Hip: Good            | Times(ms) -> MP: 68.5, Feat: 00.2, Predict: 03.0, States: 00.0
