Source: Live Camera
Date & Time: 2026-07-21 08:55:55
==========================================================================================
Frame: 0083 | Processed: Yes  | TS(ms): 1784624147293 | Delta: 0000 | Plank: WAITING [No Pose] | Phase: None            | Hip: None            | Reps: 00 | RepState: idle            | HipStatus: Good       | Times(ms) -> MP: 108.3, Feat: 00.0, Predict: 00.0, States: 00.0
Frame: 0120 | Processed: Yes  | TS(ms): 1784624150979 | Delta: 0000 | Plank: WAITING [No Pose] | Phase: None            | Hip: None            | Reps: 00 | RepState: idle            | HipStatus: Good       | Times(ms) -> MP: 11.4, Feat: 00.0, Predict: 00.0, States: 00.0
Frame: 0121 | Processed: Yes  | TS(ms): 1784624151074 | Delta: 0000 | Plank: WAITING [No Pose] | Phase: None            | Hip: None            | Reps: 00 | RepState: idle            | HipStatus: Good       | Times(ms) -> MP: 11.9, Feat: 00.0, Predict: 00.0, States: 00.0
Frame: 0122 | Processed: Yes  | TS(ms): 1784624151191 | Delta: 0000 | Plank: WAITING [No Pose] | Phase: None            | Hip: None            | Reps: 00 | RepState: idle            | HipStatus: Good       | Times(ms) -> MP: 12.1, Feat: 00.0, Predict: 00.0, States: 00.0
Frame: 0123 | Processed: Yes  | TS(ms): 1784624151283 | Delta: 0000 | Plank: WAITING [No Pose] | Phase: None            | Hip: None            | Reps: 00 | RepState: idle            | HipStatus: Good       | Times(ms) -> MP: 12.7, Feat: 00.0, Predict: 00.0, States: 00.0
Frame: 0124 | Processed: Yes  | TS(ms): 1784624151383 | Delta: 0000 | Plank: WAITING [No Pose] | Phase: None            | Hip: None            | Reps: 00 | RepState: idle            | HipStatus: Good       | Times(ms) -> MP: 26.5, Feat: 00.0, Predict: 00.0, States: 00.0
Frame: 0125 | Processed: Yes  | TS(ms): 1784624151480 | Delta: 0000 | Plank: WAITING [No Pose] | Phase: None            | Hip: None            | Reps: 00 | RepState: idle            | HipStatus: Good       | Times(ms) -> MP: 19.6, Feat: 00.0, Predict: 00.0, States: 00.0
Frame: 0126 | Processed: Yes  | TS(ms): 1784624151591 | Delta: 0000 | Plank: WAITING [No Pose] | Phase: None            | Hip: None            | Reps: 00 | RepState: idle            | HipStatus: Good       | Times(ms) -> MP: 19.2, Feat: 00.0, Predict: 00.0, States: 00.0
Frame: 0127 | Processed: Yes  | TS(ms): 1784624151686 | Delta: 0000 | Plank: WAITING [No Pose] | Phase: None            | Hip: None            | Reps: 00 | RepState: idle            | HipStatus: Good       | Times(ms) -> MP: 22.9, Feat: 00.0, Predict: 00.0, States: 00.0
Frame: 0128 | Processed: Yes  | TS(ms): 1784624151782 | Delta: 0000 | Plank: WAITING [No Pose] | Phase: None            | Hip: None            | Reps: 00 | RepState: idle            | HipStatus: Good       | Times(ms) -> MP: 19.7, Feat: 00.0, Predict: 00.0, States: 00.0
Frame: 0129 | Processed: Yes  | TS(ms): 1784624151881 | Delta: 0000 | Plank: WAITING [No Pose] | Phase: None            | Hip: None            | Reps: 00 | RepState: idle            | HipStatus: Good       | Times(ms) -> MP: 17.2, Feat: 00.0, Predict: 00.0, States: 00.0
Frame: 0130 | Processed: Yes  | TS(ms): 1784624151991 | Delta: 0000 | Plank: WAITING [No Pose] | Phase: None            | Hip: None            | Reps: 00 | RepState: idle            | HipStatus: Good       | Times(ms) -> MP: 15.9, Feat: 00.0, Predict: 00.0, States: 00.0
Frame: 0131 | Processed: Yes  | TS(ms): 1784624152088 | Delta: 0000 | Plank: WAITING [No Pose] | Phase: None            | Hip: None            | Reps: 00 | RepState: idle            | HipStatus: Good       | Times(ms) -> MP: 17.4, Feat: 00.0, Predict: 00.0, States: 00.0
Frame: 0132 | Processed: Yes  | TS(ms): 1784624152181 | Delta: 0000 | Plank: WAITING [No Pose] | Phase: None            | Hip: None            | Reps: 00 | RepState: idle            | HipStatus: Good       | Times(ms) -> MP: 14.1, Feat: 00.0, Predict: 00.0, States: 00.0
Frame: 0133 | Processed: Yes  | TS(ms): 1784624152275 | Delta: 0000 | Plank: WAITING [No Pose] | Phase: None            | Hip: None            | Reps: 00 | RepState: idle            | HipStatus: Good       | Times(ms) -> MP: 12.9, Feat: 00.0, Predict: 00.0, States: 00.0
Frame: 0134 | Processed: Yes  | TS(ms): 1784624152389 | Delta: 0000 | Plank: WAITING [No Pose] | Phase: None            | Hip: None            | Reps: 00 | RepState: idle            | HipStatus: Good       | Times(ms) -> MP: 12.7, Feat: 00.0, Predict: 00.0, States: 00.0
Frame: 0135 | Processed: Yes  | TS(ms): 1784624152484 | Delta: 0000 | Plank: WAITING [No Pose] | Phase: None            | Hip: None            | Reps: 00 | RepState: idle            | HipStatus: Good       | Times(ms) -> MP: 12.7, Feat: 00.0, Predict: 00.0, States: 00.0
Frame: 0136 | Processed: Yes  | TS(ms): 1784624152580 | Delta: 0000 | Plank: WAITING [No Pose] | Phase: None            | Hip: None            | Reps: 00 | RepState: idle            | HipStatus: Good       | Times(ms) -> MP: 11.9, Feat: 00.0, Predict: 00.0, States: 00.0
Frame: 0137 | Processed: Yes  | TS(ms): 1784624152672 | Delta: 0000 | Plank: WAITING [No Pose] | Phase: None            | Hip: None            | Reps: 00 | RepState: idle            | HipStatus: Good       | Times(ms) -> MP: 11.8, Feat: 00.0, Predict: 00.0, States: 00.0
Frame: 0138 | Processed: Yes  | TS(ms): 1784624152793 | Delta: 0000 | Plank: WAITING [No Pose] | Phase: None            | Hip: None            | Reps: 00 | RepState: idle            | HipStatus: Good       | Times(ms) -> MP: 11.2, Feat: 00.0, Predict: 00.0, States: 00.0
Frame: 0139 | Processed: Yes  | TS(ms): 1784624152887 | Delta: 0000 | Plank: WAITING [No Pose] | Phase: None            | Hip: None            | Reps: 00 | RepState: idle            | HipStatus: Good       | Times(ms) -> MP: 12.8, Feat: 00.0, Predict: 00.0, States: 00.0
Frame: 0140 | Processed: Yes  | TS(ms): 1784624152981 | Delta: 0000 | Plank: WAITING [No Pose] | Phase: None            | Hip: None            | Reps: 00 | RepState: idle            | HipStatus: Good       | Times(ms) -> MP: 11.7, Feat: 00.0, Predict: 00.0, States: 00.0
Frame: 0141 | Processed: Yes  | TS(ms): 1784624153074 | Delta: 0000 | Plank: WAITING [No Pose] | Phase: None            | Hip: None            | Reps: 00 | RepState: idle            | HipStatus: Good       | Times(ms) -> MP: 14.4, Feat: 00.0, Predict: 00.0, States: 00.0
Frame: 0142 | Processed: Yes  | TS(ms): 1784624153190 | Delta: 0000 | Plank: WAITING [No Pose] | Phase: None            | Hip: None            | Reps: 00 | RepState: idle            | HipStatus: Good       | Times(ms) -> MP: 13.1, Feat: 00.0, Predict: 00.0, States: 00.0
Frame: 0143 | Processed: Yes  | TS(ms): 1784624153289 | Delta: 0000 | Plank: WAITING [No Pose] | Phase: None            | Hip: None            | Reps: 00 | RepState: idle            | HipStatus: Good       | Times(ms) -> MP: 12.2, Feat: 00.0, Predict: 00.0, States: 00.0
Frame: 0144 | Processed: Yes  | TS(ms): 1784624153382 | Delta: 0000 | Plank: WAITING [No Pose] | Phase: None            | Hip: None            | Reps: 00 | RepState: idle            | HipStatus: Good       | Times(ms) -> MP: 12.0, Feat: 00.0, Predict: 00.0, States: 00.0
Frame: 0145 | Processed: Yes  | TS(ms): 1784624153483 | Delta: 0000 | Plank: WAITING [No Pose] | Phase: None            | Hip: None            | Reps: 00 | RepState: idle            | HipStatus: Good       | Times(ms) -> MP: 13.6, Feat: 00.0, Predict: 00.0, States: 00.0
Frame: 0146 | Processed: Yes  | TS(ms): 1784624153593 | Delta: 0000 | Plank: WAITING [No Pose] | Phase: None            | Hip: None            | Reps: 00 | RepState: idle            | HipStatus: Good       | Times(ms) -> MP: 12.4, Feat: 00.0, Predict: 00.0, States: 00.0
Frame: 0147 | Processed: Yes  | TS(ms): 1784624153686 | Delta: 0000 | Plank: WAITING [No Pose] | Phase: None            | Hip: None            | Reps: 00 | RepState: idle            | HipStatus: Good       | Times(ms) -> MP: 12.1, Feat: 00.0, Predict: 00.0, States: 00.0
Frame: 0148 | Processed: Yes  | TS(ms): 1784624153784 | Delta: 0000 | Plank: WAITING [No Pose] | Phase: None            | Hip: None            | Reps: 00 | RepState: idle            | HipStatus: Good       | Times(ms) -> MP: 12.0, Feat: 00.0, Predict: 00.0, States: 00.0
Frame: 0149 | Processed: Yes  | TS(ms): 1784624153880 | Delta: 0000 | Plank: WAITING [No Pose] | Phase: None            | Hip: None            | Reps: 00 | RepState: idle            | HipStatus: Good       | Times(ms) -> MP: 13.0, Feat: 00.0, Predict: 00.0, States: 00.0
Frame: 0150 | Processed: Yes  | TS(ms): 1784624153991 | Delta: 0000 | Plank: WAITING [No Pose] | Phase: None            | Hip: None            | Reps: 00 | RepState: idle            | HipStatus: Good       | Times(ms) -> MP: 12.5, Feat: 00.0, Predict: 00.0, States: 00.0
Frame: 0151 | Processed: Yes  | TS(ms): 1784624154086 | Delta: 0000 | Plank: WAITING [No Pose] | Phase: None            | Hip: None            | Reps: 00 | RepState: idle            | HipStatus: Good       | Times(ms) -> MP: 12.5, Feat: 00.0, Predict: 00.0, States: 00.0
Frame: 0152 | Processed: Yes  | TS(ms): 1784624154180 | Delta: 0000 | Plank: WAITING [No Pose] | Phase: None            | Hip: None            | Reps: 00 | RepState: idle            | HipStatus: Good       | Times(ms) -> MP: 11.7, Feat: 00.0, Predict: 00.0, States: 00.0
Frame: 0153 | Processed: Yes  | TS(ms): 1784624154275 | Delta: 0000 | Plank: WAITING [No Pose] | Phase: None            | Hip: None            | Reps: 00 | RepState: idle            | HipStatus: Good       | Times(ms) -> MP: 12.2, Feat: 00.0, Predict: 00.0, States: 00.0
Frame: 0154 | Processed: Yes  | TS(ms): 1784624154391 | Delta: 0000 | Plank: WAITING [No Pose] | Phase: None            | Hip: None            | Reps: 00 | RepState: idle            | HipStatus: Good       | Times(ms) -> MP: 26.5, Feat: 00.0, Predict: 00.0, States: 00.0
Frame: 0155 | Processed: Yes  | TS(ms): 1784624154485 | Delta: 0000 | Plank: WAITING [No Pose] | Phase: None            | Hip: None            | Reps: 00 | RepState: idle            | HipStatus: Good       | Times(ms) -> MP: 13.8, Feat: 00.0, Predict: 00.0, States: 00.0
Frame: 0156 | Processed: Yes  | TS(ms): 1784624154586 | Delta: 0000 | Plank: WAITING [No Pose] | Phase: None            | Hip: None            | Reps: 00 | RepState: idle            | HipStatus: Good       | Times(ms) -> MP: 13.8, Feat: 00.0, Predict: 00.0, States: 00.0
Frame: 0157 | Processed: Yes  | TS(ms): 1784624154684 | Delta: 0000 | Plank: WAITING [No Pose] | Phase: None            | Hip: None            | Reps: 00 | RepState: idle            | HipStatus: Good       | Times(ms) -> MP: 14.7, Feat: 00.0, Predict: 00.0, States: 00.0
Frame: 0158 | Processed: Yes  | TS(ms): 1784624154800 | Delta: 0000 | Plank: WAITING [No Pose] | Phase: None            | Hip: None            | Reps: 00 | RepState: idle            | HipStatus: Good       | Times(ms) -> MP: 13.4, Feat: 00.0, Predict: 00.0, States: 00.0
Frame: 0159 | Processed: Yes  | TS(ms): 1784624154890 | Delta: 0000 | Plank: WAITING [No Pose] | Phase: None            | Hip: None            | Reps: 00 | RepState: idle            | HipStatus: Good       | Times(ms) -> MP: 13.8, Feat: 00.0, Predict: 00.0, States: 00.0
Frame: 0160 | Processed: Yes  | TS(ms): 1784624154982 | Delta: 0000 | Plank: WAITING [No Pose] | Phase: None            | Hip: None            | Reps: 00 | RepState: idle            | HipStatus: Good       | Times(ms) -> MP: 13.0, Feat: 00.0, Predict: 00.0, States: 00.0
