Source: Offline Video - doron_test_for_project.mp4
Date & Time: 2026-07-16 07:01:44
==========================================================================================
Frame: 0001 | Processed: Yes  | TS(ms): 1784185055324 | Delta: 0000 | Phase: High            | Hip: Too High        | Reps: 00 | RepState: idle            | HipStatus: Good       | Times(ms) -> MP: 47.8, Feat: 00.3, Predict: 02.4, States: 00.0
Frame: 0022 | Processed: Yes  | TS(ms): 1784185056017 | Delta: 0000 | Phase: High            | Hip: Good            | Reps: 00 | RepState: HIGH            | HipStatus: Good Form  | Times(ms) -> MP: 47.8, Feat: 00.2, Predict: 03.2, States: 00.0
Frame: 0023 | Processed: Yes  | TS(ms): 1784185056050 | Delta: 0000 | Phase: High            | Hip: Good            | Reps: 00 | RepState: HIGH            | HipStatus: Good Form  | Times(ms) -> MP: 49.1, Feat: 00.2, Predict: 02.5, States: 00.0
Frame: 0024 | Processed: Yes  | TS(ms): 1784185056083 | Delta: 0000 | Phase: High            | Hip: Good            | Reps: 00 | RepState: HIGH            | HipStatus: Good Form  | Times(ms) -> MP: 49.8, Feat: 00.2, Predict: 02.5, States: 00.0
Frame: 0025 | Processed: Yes  | TS(ms): 1784185056116 | Delta: 0000 | Phase: High            | Hip: Good            | Reps: 00 | RepState: HIGH            | HipStatus: Good Form  | Times(ms) -> MP: 50.3, Feat: 00.2, Predict: 02.4, States: 00.0
Frame: 0026 | Processed: Yes  | TS(ms): 1784185056149 | Delta: 0000 | Phase: High            | Hip: Good            | Reps: 00 | RepState: HIGH            | HipStatus: Good Form  | Times(ms) -> MP: 46.2, Feat: 00.2, Predict: 02.5, States: 00.0
Frame: 0027 | Processed: Yes  | TS(ms): 1784185056182 | Delta: 0000 | Phase: High            | Hip: Good            | Reps: 00 | RepState: HIGH            | HipStatus: Good Form  | Times(ms) -> MP: 47.2, Feat: 00.2, Predict: 02.4, States: 00.0
Frame: 0028 | Processed: Yes  | TS(ms): 1784185056215 | Delta: 0000 | Phase: High            | Hip: Good            | Reps: 00 | RepState: HIGH            | HipStatus: Good Form  | Times(ms) -> MP: 50.7, Feat: 00.2, Predict: 03.6, States: 00.0
Frame: 0029 | Processed: Yes  | TS(ms): 1784185056248 | Delta: 0000 | Phase: High            | Hip: Good            | Reps: 00 | RepState: HIGH            | HipStatus: Good Form  | Times(ms) -> MP: 49.6, Feat: 00.2, Predict: 04.4, States: 00.0
Frame: 0030 | Processed: Yes  | TS(ms): 1784185056281 | Delta: 0000 | Phase: High            | Hip: Good            | Reps: 00 | RepState: HIGH            | HipStatus: Good Form  | Times(ms) -> MP: 53.8, Feat: 00.2, Predict: 03.2, States: 00.0
Frame: 0031 | Processed: Yes  | TS(ms): 1784185056314 | Delta: 0000 | Phase: High            | Hip: Good            | Reps: 00 | RepState: HIGH            | HipStatus: Good Form  | Times(ms) -> MP: 52.1, Feat: 00.2, Predict: 02.8, States: 00.0
Frame: 0032 | Processed: Yes  | TS(ms): 1784185056347 | Delta: 0000 | Phase: High            | Hip: Good            | Reps: 00 | RepState: HIGH            | HipStatus: Good Form  | Times(ms) -> MP: 51.2, Feat: 00.2, Predict: 02.5, States: 00.0
Frame: 0033 | Processed: Yes  | TS(ms): 1784185056380 | Delta: 0000 | Phase: High            | Hip: Good            | Reps: 00 | RepState: HIGH            | HipStatus: Good Form  | Times(ms) -> MP: 47.4, Feat: 00.2, Predict: 02.4, States: 00.0
Frame: 0034 | Processed: Yes  | TS(ms): 1784185056413 | Delta: 0000 | Phase: High            | Hip: Good            | Reps: 00 | RepState: HIGH            | HipStatus: Good Form  | Times(ms) -> MP: 47.6, Feat: 00.3, Predict: 02.7, States: 00.0
Frame: 0035 | Processed: Yes  | TS(ms): 1784185056446 | Delta: 0000 | Phase: High            | Hip: Good            | Reps: 00 | RepState: HIGH            | HipStatus: Good Form  | Times(ms) -> MP: 46.1, Feat: 00.2, Predict: 02.5, States: 00.0
Frame: 0036 | Processed: Yes  | TS(ms): 1784185056479 | Delta: 0000 | Phase: High            | Hip: Good            | Reps: 00 | RepState: HIGH            | HipStatus: Good Form  | Times(ms) -> MP: 48.7, Feat: 00.2, Predict: 02.7, States: 00.0
Frame: 0037 | Processed: Yes  | TS(ms): 1784185056512 | Delta: 0000 | Phase: High            | Hip: Good            | Reps: 00 | RepState: HIGH            | HipStatus: Good Form  | Times(ms) -> MP: 56.2, Feat: 00.2, Predict: 02.5, States: 00.0
Frame: 0038 | Processed: Yes  | TS(ms): 1784185056545 | Delta: 0000 | Phase: High            | Hip: Good            | Reps: 00 | RepState: HIGH            | HipStatus: Good Form  | Times(ms) -> MP: 56.4, Feat: 00.3, Predict: 02.9, States: 00.0
Frame: 0039 | Processed: Yes  | TS(ms): 1784185056578 | Delta: 0000 | Phase: High            | Hip: Good            | Reps: 00 | RepState: HIGH            | HipStatus: Good Form  | Times(ms) -> MP: 52.6, Feat: 00.2, Predict: 02.3, States: 00.0
Frame: 0040 | Processed: Yes  | TS(ms): 1784185056611 | Delta: 0000 | Phase: High            | Hip: Good            | Reps: 00 | RepState: HIGH            | HipStatus: Good Form  | Times(ms) -> MP: 51.6, Feat: 00.2, Predict: 02.6, States: 00.0
Frame: 0041 | Processed: Yes  | TS(ms): 1784185056644 | Delta: 0000 | Phase: High            | Hip: Good            | Reps: 00 | RepState: HIGH            | HipStatus: Good Form  | Times(ms) -> MP: 51.0, Feat: 00.3, Predict: 02.8, States: 00.0
Frame: 0042 | Processed: Yes  | TS(ms): 1784185056677 | Delta: 0000 | Phase: High            | Hip: Good            | Reps: 00 | RepState: HIGH            | HipStatus: Good Form  | Times(ms) -> MP: 48.6, Feat: 00.2, Predict: 02.4, States: 00.0
Frame: 0043 | Processed: Yes  | TS(ms): 1784185056710 | Delta: 0000 | Phase: High            | Hip: Good            | Reps: 00 | RepState: HIGH            | HipStatus: Good Form  | Times(ms) -> MP: 50.0, Feat: 00.2, Predict: 03.4, States: 00.0
Frame: 0044 | Processed: Yes  | TS(ms): 1784185056743 | Delta: 0000 | Phase: High            | Hip: Good            | Reps: 00 | RepState: HIGH            | HipStatus: Good Form  | Times(ms) -> MP: 49.7, Feat: 00.6, Predict: 03.7, States: 00.0
Frame: 0045 | Processed: Yes  | TS(ms): 1784185056776 | Delta: 0000 | Phase: High            | Hip: Good            | Reps: 00 | RepState: HIGH            | HipStatus: Good Form  | Times(ms) -> MP: 54.1, Feat: 00.2, Predict: 02.8, States: 00.0
Frame: 0046 | Processed: Yes  | TS(ms): 1784185056809 | Delta: 0000 | Phase: High            | Hip: Good            | Reps: 00 | RepState: HIGH            | HipStatus: Good Form  | Times(ms) -> MP: 52.5, Feat: 00.2, Predict: 02.7, States: 00.0
Frame: 0047 | Processed: Yes  | TS(ms): 1784185056842 | Delta: 0000 | Phase: High            | Hip: Good            | Reps: 00 | RepState: HIGH            | HipStatus: Good Form  | Times(ms) -> MP: 55.3, Feat: 00.2, Predict: 03.0, States: 00.0
Frame: 0048 | Processed: Yes  | TS(ms): 1784185056875 | Delta: 0000 | Phase: High            | Hip: Good            | Reps: 00 | RepState: HIGH            | HipStatus: Good Form  | Times(ms) -> MP: 54.4, Feat: 00.2, Predict: 03.3, States: 00.0
Frame: 0049 | Processed: Yes  | TS(ms): 1784185056908 | Delta: 0000 | Phase: High            | Hip: Good            | Reps: 00 | RepState: HIGH            | HipStatus: Good Form  | Times(ms) -> MP: 50.5, Feat: 00.2, Predict: 02.5, States: 00.1
Frame: 0050 | Processed: Yes  | TS(ms): 1784185056941 | Delta: 0000 | Phase: Medium          | Hip: Good            | Reps: 00 | RepState: HIGH            | HipStatus: Good Form  | Times(ms) -> MP: 51.3, Feat: 00.2, Predict: 02.4, States: 00.0
Frame: 0051 | Processed: Yes  | TS(ms): 1784185056974 | Delta: 0000 | Phase: Medium          | Hip: Good            | Reps: 00 | RepState: HIGH            | HipStatus: Good Form  | Times(ms) -> MP: 50.9, Feat: 00.2, Predict: 02.9, States: 00.0
Frame: 0052 | Processed: Yes  | TS(ms): 1784185057007 | Delta: 0000 | Phase: Medium          | Hip: Good            | Reps: 00 | RepState: descending_mid  | HipStatus: Good Form  | Times(ms) -> MP: 49.5, Feat: 00.2, Predict: 02.4, States: 00.0
Frame: 0053 | Processed: Yes  | TS(ms): 1784185057040 | Delta: 0000 | Phase: Medium          | Hip: Good            | Reps: 00 | RepState: descending_mid  | HipStatus: Good Form  | Times(ms) -> MP: 47.6, Feat: 00.2, Predict: 02.8, States: 00.0
Frame: 0054 | Processed: Yes  | TS(ms): 1784185057073 | Delta: 0000 | Phase: Medium          | Hip: Good            | Reps: 00 | RepState: descending_mid  | HipStatus: Good Form  | Times(ms) -> MP: 49.0, Feat: 00.2, Predict: 02.5, States: 00.0
Frame: 0055 | Processed: Yes  | TS(ms): 1784185057106 | Delta: 0000 | Phase: Medium          | Hip: Good            | Reps: 00 | RepState: descending_mid  | HipStatus: Good Form  | Times(ms) -> MP: 47.5, Feat: 00.2, Predict: 02.5, States: 00.0
Frame: 0056 | Processed: Yes  | TS(ms): 1784185057139 | Delta: 0000 | Phase: Medium          | Hip: Good            | Reps: 00 | RepState: descending_mid  | HipStatus: Good Form  | Times(ms) -> MP: 45.2, Feat: 00.2, Predict: 02.5, States: 00.0
Frame: 0057 | Processed: Yes  | TS(ms): 1784185057172 | Delta: 0000 | Phase: Medium          | Hip: Good            | Reps: 00 | RepState: descending_mid  | HipStatus: Good Form  | Times(ms) -> MP: 50.4, Feat: 00.2, Predict: 02.3, States: 00.0
Frame: 0058 | Processed: Yes  | TS(ms): 1784185057205 | Delta: 0000 | Phase: Medium          | Hip: Good            | Reps: 00 | RepState: descending_mid  | HipStatus: Good Form  | Times(ms) -> MP: 50.1, Feat: 00.2, Predict: 02.3, States: 00.0
Frame: 0059 | Processed: Yes  | TS(ms): 1784185057238 | Delta: 0000 | Phase: Medium          | Hip: Good            | Reps: 00 | RepState: descending_mid  | HipStatus: Good Form  | Times(ms) -> MP: 51.4, Feat: 00.2, Predict: 02.6, States: 00.0
Frame: 0060 | Processed: Yes  | TS(ms): 1784185057271 | Delta: 0000 | Phase: Low             | Hip: Good            | Reps: 00 | RepState: descending_mid  | HipStatus: Good Form  | Times(ms) -> MP: 54.7, Feat: 00.2, Predict: 02.4, States: 00.0
Frame: 0061 | Processed: Yes  | TS(ms): 1784185057304 | Delta: 0000 | Phase: Low             | Hip: Good            | Reps: 00 | RepState: descending_mid  | HipStatus: Good Form  | Times(ms) -> MP: 51.0, Feat: 00.2, Predict: 02.8, States: 00.0
Frame: 0062 | Processed: Yes  | TS(ms): 1784185057337 | Delta: 0000 | Phase: Low             | Hip: Good            | Reps: 00 | RepState: LOW             | HipStatus: Good Form  | Times(ms) -> MP: 46.1, Feat: 00.2, Predict: 02.4, States: 00.0
Frame: 0063 | Processed: Yes  | TS(ms): 1784185057370 | Delta: 0000 | Phase: Low             | Hip: Good            | Reps: 00 | RepState: LOW             | HipStatus: Good Form  | Times(ms) -> MP: 50.0, Feat: 00.2, Predict: 02.2, States: 00.0
Frame: 0064 | Processed: Yes  | TS(ms): 1784185057403 | Delta: 0000 | Phase: Low             | Hip: Good            | Reps: 00 | RepState: LOW             | HipStatus: Good Form  | Times(ms) -> MP: 45.9, Feat: 00.2, Predict: 02.2, States: 00.0
Frame: 0065 | Processed: Yes  | TS(ms): 1784185057436 | Delta: 0000 | Phase: Low             | Hip: Good            | Reps: 00 | RepState: LOW             | HipStatus: Good Form  | Times(ms) -> MP: 49.7, Feat: 00.2, Predict: 02.8, States: 00.0
Frame: 0066 | Processed: Yes  | TS(ms): 1784185057469 | Delta: 0000 | Phase: Medium          | Hip: Good            | Reps: 00 | RepState: LOW             | HipStatus: Good Form  | Times(ms) -> MP: 46.9, Feat: 00.2, Predict: 02.2, States: 00.0
Frame: 0067 | Processed: Yes  | TS(ms): 1784185057502 | Delta: 0000 | Phase: Low             | Hip: Good            | Reps: 00 | RepState: LOW             | HipStatus: Good Form  | Times(ms) -> MP: 47.7, Feat: 00.2, Predict: 02.3, States: 00.0
Frame: 0068 | Processed: Yes  | TS(ms): 1784185057535 | Delta: 0000 | Phase: Medium          | Hip: Good            | Reps: 00 | RepState: LOW             | HipStatus: Good Form  | Times(ms) -> MP: 48.8, Feat: 00.2, Predict: 02.5, States: 00.0
Frame: 0069 | Processed: Yes  | TS(ms): 1784185057568 | Delta: 0000 | Phase: Low             | Hip: Good            | Reps: 00 | RepState: LOW             | HipStatus: Good Form  | Times(ms) -> MP: 47.3, Feat: 00.2, Predict: 02.2, States: 00.0
Frame: 0070 | Processed: Yes  | TS(ms): 1784185057601 | Delta: 0000 | Phase: Low             | Hip: Good            | Reps: 00 | RepState: LOW             | HipStatus: Good Form  | Times(ms) -> MP: 46.9, Feat: 00.2, Predict: 02.3, States: 00.0
Frame: 0071 | Processed: Yes  | TS(ms): 1784185057634 | Delta: 0000 | Phase: Low             | Hip: Good            | Reps: 00 | RepState: LOW             | HipStatus: Good Form  | Times(ms) -> MP: 50.2, Feat: 00.2, Predict: 02.6, States: 00.0
Frame: 0072 | Processed: Yes  | TS(ms): 1784185057667 | Delta: 0000 | Phase: Low             | Hip: Good            | Reps: 00 | RepState: LOW             | HipStatus: Good Form  | Times(ms) -> MP: 47.0, Feat: 00.2, Predict: 02.3, States: 00.0
Frame: 0073 | Processed: Yes  | TS(ms): 1784185057700 | Delta: 0000 | Phase: Low             | Hip: Good            | Reps: 00 | RepState: LOW             | HipStatus: Good Form  | Times(ms) -> MP: 50.7, Feat: 00.2, Predict: 02.6, States: 00.0
Frame: 0074 | Processed: Yes  | TS(ms): 1784185057733 | Delta: 0000 | Phase: Low             | Hip: Good            | Reps: 00 | RepState: LOW             | HipStatus: Good Form  | Times(ms) -> MP: 49.9, Feat: 00.2, Predict: 02.6, States: 00.0
Frame: 0075 | Processed: Yes  | TS(ms): 1784185057766 | Delta: 0000 | Phase: Low             | Hip: Good            | Reps: 00 | RepState: LOW             | HipStatus: Good Form  | Times(ms) -> MP: 48.0, Feat: 00.2, Predict: 02.5, States: 00.0
Frame: 0076 | Processed: Yes  | TS(ms): 1784185057799 | Delta: 0000 | Phase: Low             | Hip: Good            | Reps: 00 | RepState: LOW             | HipStatus: Good Form  | Times(ms) -> MP: 49.3, Feat: 00.3, Predict: 02.6, States: 00.0
Frame: 0077 | Processed: Yes  | TS(ms): 1784185057832 | Delta: 0000 | Phase: Low             | Hip: Good            | Reps: 00 | RepState: LOW             | HipStatus: Good Form  | Times(ms) -> MP: 46.9, Feat: 00.2, Predict: 02.6, States: 00.0
Frame: 0078 | Processed: Yes  | TS(ms): 1784185057865 | Delta: 0000 | Phase: Low             | Hip: Good            | Reps: 00 | RepState: LOW             | HipStatus: Good Form  | Times(ms) -> MP: 47.0, Feat: 00.2, Predict: 02.5, States: 00.0
Frame: 0079 | Processed: Yes  | TS(ms): 1784185057898 | Delta: 0000 | Phase: Medium          | Hip: Good            | Reps: 00 | RepState: LOW             | HipStatus: Good Form  | Times(ms) -> MP: 48.3, Feat: 00.3, Predict: 02.5, States: 00.0
Frame: 0080 | Processed: Yes  | TS(ms): 1784185057931 | Delta: 0000 | Phase: Low             | Hip: Good            | Reps: 00 | RepState: LOW             | HipStatus: Good Form  | Times(ms) -> MP: 48.0, Feat: 00.2, Predict: 02.3, States: 00.0
Frame: 0081 | Processed: Yes  | TS(ms): 1784185057964 | Delta: 0000 | Phase: Medium          | Hip: Good            | Reps: 00 | RepState: LOW             | HipStatus: Good Form  | Times(ms) -> MP: 46.4, Feat: 00.2, Predict: 02.4, States: 00.0
Frame: 0082 | Processed: Yes  | TS(ms): 1784185057997 | Delta: 0000 | Phase: Medium          | Hip: Good            | Reps: 00 | RepState: ascending_mid   | HipStatus: Good Form  | Times(ms) -> MP: 47.1, Feat: 00.2, Predict: 02.3, States: 00.0
Frame: 0083 | Processed: Yes  | TS(ms): 1784185058030 | Delta: 0000 | Phase: Medium          | Hip: Good            | Reps: 00 | RepState: ascending_mid   | HipStatus: Good Form  | Times(ms) -> MP: 47.4, Feat: 00.2, Predict: 02.7, States: 00.0
Frame: 0084 | Processed: Yes  | TS(ms): 1784185058063 | Delta: 0000 | Phase: Medium          | Hip: Good            | Reps: 00 | RepState: ascending_mid   | HipStatus: Good Form  | Times(ms) -> MP: 47.7, Feat: 00.2, Predict: 02.2, States: 00.0
Frame: 0085 | Processed: Yes  | TS(ms): 1784185058096 | Delta: 0000 | Phase: Medium          | Hip: Good            | Reps: 00 | RepState: ascending_mid   | HipStatus: Good Form  | Times(ms) -> MP: 47.7, Feat: 00.2, Predict: 02.3, States: 00.0
Frame: 0086 | Processed: Yes  | TS(ms): 1784185058129 | Delta: 0000 | Phase: Medium          | Hip: Good            | Reps: 00 | RepState: ascending_mid   | HipStatus: Good Form  | Times(ms) -> MP: 47.4, Feat: 00.3, Predict: 02.7, States: 00.0
Frame: 0087 | Processed: Yes  | TS(ms): 1784185058162 | Delta: 0000 | Phase: Medium          | Hip: Good            | Reps: 00 | RepState: ascending_mid   | HipStatus: Good Form  | Times(ms) -> MP: 48.2, Feat: 00.2, Predict: 02.3, States: 00.0
Frame: 0088 | Processed: Yes  | TS(ms): 1784185058195 | Delta: 0000 | Phase: Medium          | Hip: Good            | Reps: 00 | RepState: ascending_mid   | HipStatus: Good Form  | Times(ms) -> MP: 47.4, Feat: 00.2, Predict: 02.3, States: 00.0
Frame: 0089 | Processed: Yes  | TS(ms): 1784185058228 | Delta: 0000 | Phase: Medium          | Hip: Good            | Reps: 00 | RepState: ascending_mid   | HipStatus: Good Form  | Times(ms) -> MP: 48.5, Feat: 00.2, Predict: 02.3, States: 00.0
Frame: 0090 | Processed: Yes  | TS(ms): 1784185058261 | Delta: 0000 | Phase: Medium          | Hip: Good            | Reps: 00 | RepState: ascending_mid   | HipStatus: Good Form  | Times(ms) -> MP: 49.6, Feat: 00.2, Predict: 02.7, States: 00.0
Frame: 0091 | Processed: Yes  | TS(ms): 1784185058294 | Delta: 0000 | Phase: Medium          | Hip: Good            | Reps: 00 | RepState: ascending_mid   | HipStatus: Good Form  | Times(ms) -> MP: 53.8, Feat: 00.2, Predict: 03.0, States: 00.0
Frame: 0092 | Processed: Yes  | TS(ms): 1784185058327 | Delta: 0000 | Phase: Medium          | Hip: Good            | Reps: 00 | RepState: ascending_mid   | HipStatus: Good Form  | Times(ms) -> MP: 53.3, Feat: 00.2, Predict: 02.7, States: 00.0
Frame: 0093 | Processed: Yes  | TS(ms): 1784185058360 | Delta: 0000 | Phase: High            | Hip: Good            | Reps: 00 | RepState: ascending_mid   | HipStatus: Good Form  | Times(ms) -> MP: 53.6, Feat: 00.2, Predict: 03.0, States: 00.0
Frame: 0094 | Processed: Yes  | TS(ms): 1784185058393 | Delta: 0000 | Phase: High            | Hip: Good            | Reps: 00 | RepState: ascending_mid   | HipStatus: Good Form  | Times(ms) -> MP: 51.2, Feat: 00.2, Predict: 02.8, States: 00.0
Frame: 0095 | Processed: Yes  | TS(ms): 1784185058426 | Delta: 0000 | Phase: High            | Hip: Good            | Reps: 01 | RepState: HIGH            | HipStatus: Good Form  | Times(ms) -> MP: 55.6, Feat: 00.2, Predict: 02.6, States: 00.0
Frame: 0096 | Processed: Yes  | TS(ms): 1784185058459 | Delta: 0000 | Phase: High            | Hip: Good            | Reps: 01 | RepState: HIGH            | HipStatus: Good Form  | Times(ms) -> MP: 58.3, Feat: 00.5, Predict: 03.6, States: 00.0
Frame: 0097 | Processed: Yes  | TS(ms): 1784185058492 | Delta: 0000 | Phase: High            | Hip: Good            | Reps: 01 | RepState: HIGH            | HipStatus: Good Form  | Times(ms) -> MP: 50.5, Feat: 00.2, Predict: 02.3, States: 00.0
Frame: 0098 | Processed: Yes  | TS(ms): 1784185058525 | Delta: 0000 | Phase: High            | Hip: Good            | Reps: 01 | RepState: HIGH            | HipStatus: Good Form  | Times(ms) -> MP: 52.3, Feat: 00.2, Predict: 02.7, States: 00.0
Frame: 0099 | Processed: Yes  | TS(ms): 1784185058558 | Delta: 0000 | Phase: High            | Hip: Good            | Reps: 01 | RepState: HIGH            | HipStatus: Good Form  | Times(ms) -> MP: 49.0, Feat: 00.2, Predict: 02.7, States: 00.0
Frame: 0100 | Processed: Yes  | TS(ms): 1784185058591 | Delta: 0000 | Phase: High            | Hip: Good            | Reps: 01 | RepState: HIGH            | HipStatus: Good Form  | Times(ms) -> MP: 53.7, Feat: 00.2, Predict: 03.3, States: 00.0
Frame: 0101 | Processed: Yes  | TS(ms): 1784185058624 | Delta: 0000 | Phase: High            | Hip: Good            | Reps: 01 | RepState: HIGH            | HipStatus: Good Form  | Times(ms) -> MP: 53.8, Feat: 00.4, Predict: 03.7, States: 00.0
Frame: 0102 | Processed: Yes  | TS(ms): 1784185058657 | Delta: 0000 | Phase: High            | Hip: Good            | Reps: 01 | RepState: HIGH            | HipStatus: Good Form  | Times(ms) -> MP: 49.3, Feat: 00.2, Predict: 03.0, States: 00.0
Frame: 0103 | Processed: Yes  | TS(ms): 1784185058690 | Delta: 0000 | Phase: High            | Hip: Good            | Reps: 01 | RepState: HIGH            | HipStatus: Good Form  | Times(ms) -> MP: 47.8, Feat: 00.2, Predict: 02.9, States: 00.0
Frame: 0104 | Processed: Yes  | TS(ms): 1784185058723 | Delta: 0000 | Phase: High            | Hip: Good            | Reps: 01 | RepState: HIGH            | HipStatus: Good Form  | Times(ms) -> MP: 53.0, Feat: 00.2, Predict: 02.7, States: 00.0
Frame: 0105 | Processed: Yes  | TS(ms): 1784185058756 | Delta: 0000 | Phase: High            | Hip: Good            | Reps: 01 | RepState: HIGH            | HipStatus: Good Form  | Times(ms) -> MP: 47.8, Feat: 00.2, Predict: 02.3, States: 00.0
Frame: 0106 | Processed: Yes  | TS(ms): 1784185058789 | Delta: 0000 | Phase: Medium          | Hip: Good            | Reps: 01 | RepState: HIGH            | HipStatus: Good Form  | Times(ms) -> MP: 46.9, Feat: 00.2, Predict: 02.2, States: 00.0
Frame: 0107 | Processed: Yes  | TS(ms): 1784185058822 | Delta: 0000 | Phase: Medium          | Hip: Good            | Reps: 01 | RepState: HIGH            | HipStatus: Good Form  | Times(ms) -> MP: 50.8, Feat: 00.2, Predict: 02.4, States: 00.0
