Source: Offline Video - videoplayback.mp4
Date & Time: 2026-07-13 18:01:53
==========================================================================================
Frame: 0001 | Phase: High            | Hip: Good            | Times(ms) -> MP: 84.3, Feat: 00.6, Predict: 07.9, States: 00.0
Frame: 0058 | Phase: Low             | Hip: Good            | Times(ms) -> MP: 66.5, Feat: 00.2, Predict: 03.9, States: 00.0
Frame: 0059 | Phase: Low             | Hip: Good            | Times(ms) -> MP: 67.3, Feat: 00.2, Predict: 03.0, States: 00.0
Frame: 0060 | Phase: High            | Hip: Good            | Times(ms) -> MP: 65.1, Feat: 00.2, Predict: 04.5, States: 00.0
Frame: 0061 | Phase: High            | Hip: Good            | Times(ms) -> MP: 73.8, Feat: 00.2, Predict: 03.1, States: 00.0
Frame: 0062 | Phase: High            | Hip: Good            | Times(ms) -> MP: 64.4, Feat: 00.2, Predict: 03.3, States: 00.0
Frame: 0063 | Phase: High            | Hip: Good            | Times(ms) -> MP: 64.1, Feat: 00.2, Predict: 03.0, States: 00.0
Frame: 0064 | Phase: High            | Hip: Good            | Times(ms) -> MP: 67.7, Feat: 00.2, Predict: 03.0, States: 00.0
Frame: 0065 | Phase: High            | Hip: Good            | Times(ms) -> MP: 65.1, Feat: 00.2, Predict: 03.1, States: 00.0
Frame: 0066 | Phase: High            | Hip: Good            | Times(ms) -> MP: 67.3, Feat: 00.2, Predict: 03.1, States: 00.0
Frame: 0067 | Phase: High            | Hip: Good            | Times(ms) -> MP: 69.2, Feat: 00.2, Predict: 03.0, States: 00.0
Frame: 0068 | Phase: High            | Hip: Good            | Times(ms) -> MP: 64.9, Feat: 00.2, Predict: 03.3, States: 00.0
Frame: 0069 | Phase: High            | Hip: Good            | Times(ms) -> MP: 69.4, Feat: 00.2, Predict: 03.6, States: 00.0
Frame: 0070 | Phase: High            | Hip: Good            | Times(ms) -> MP: 70.8, Feat: 00.2, Predict: 02.9, States: 00.0
Frame: 0071 | Phase: High            | Hip: Good            | Times(ms) -> MP: 66.1, Feat: 00.3, Predict: 04.0, States: 00.0
Frame: 0072 | Phase: High            | Hip: Good            | Times(ms) -> MP: 68.0, Feat: 00.2, Predict: 03.4, States: 00.0
Frame: 0073 | Phase: High            | Hip: Good            | Times(ms) -> MP: 64.0, Feat: 00.2, Predict: 03.0, States: 00.0
Frame: 0074 | Phase: High            | Hip: Good            | Times(ms) -> MP: 68.7, Feat: 00.2, Predict: 04.3, States: 00.0
Frame: 0075 | Phase: High            | Hip: Good            | Times(ms) -> MP: 66.0, Feat: 00.2, Predict: 03.2, States: 00.0
Frame: 0076 | Phase: High            | Hip: Good            | Times(ms) -> MP: 63.9, Feat: 00.2, Predict: 02.8, States: 00.0
Frame: 0077 | Phase: High            | Hip: Good            | Times(ms) -> MP: 66.0, Feat: 00.2, Predict: 03.1, States: 00.0
Frame: 0078 | Phase: High            | Hip: Good            | Times(ms) -> MP: 68.2, Feat: 00.2, Predict: 02.8, States: 00.0
Frame: 0079 | Phase: High            | Hip: Good            | Times(ms) -> MP: 68.9, Feat: 00.2, Predict: 03.1, States: 00.0
Frame: 0080 | Phase: Low             | Hip: Good            | Times(ms) -> MP: 67.3, Feat: 00.2, Predict: 04.0, States: 00.0
Frame: 0081 | Phase: High            | Hip: Good            | Times(ms) -> MP: 65.2, Feat: 00.2, Predict: 03.0, States: 00.0
Frame: 0082 | Phase: High            | Hip: Good            | Times(ms) -> MP: 65.5, Feat: 00.2, Predict: 03.9, States: 00.0
Frame: 0083 | Phase: Low             | Hip: Good            | Times(ms) -> MP: 68.3, Feat: 00.2, Predict: 03.0, States: 00.0
Frame: 0084 | Phase: Low             | Hip: Good            | Times(ms) -> MP: 66.5, Feat: 00.2, Predict: 03.1, States: 00.0
Frame: 0085 | Phase: High            | Hip: Good            | Times(ms) -> MP: 65.6, Feat: 00.2, Predict: 03.1, States: 00.0
Frame: 0086 | Phase: Low             | Hip: Good            | Times(ms) -> MP: 66.3, Feat: 00.2, Predict: 02.8, States: 00.0
Frame: 0087 | Phase: Low             | Hip: Good            | Times(ms) -> MP: 68.0, Feat: 00.2, Predict: 02.9, States: 00.0
Frame: 0088 | Phase: Low             | Hip: Good            | Times(ms) -> MP: 67.1, Feat: 00.2, Predict: 03.1, States: 00.0
Frame: 0089 | Phase: Low             | Hip: Good            | Times(ms) -> MP: 62.6, Feat: 00.2, Predict: 03.1, States: 00.0
Frame: 0090 | Phase: Low             | Hip: Good            | Times(ms) -> MP: 82.1, Feat: 00.2, Predict: 03.8, States: 00.0
Frame: 0091 | Phase: Low             | Hip: Good            | Times(ms) -> MP: 67.0, Feat: 00.2, Predict: 03.3, States: 00.0
Frame: 0092 | Phase: High            | Hip: Good            | Times(ms) -> MP: 67.3, Feat: 00.2, Predict: 03.0, States: 00.0
Frame: 0093 | Phase: High            | Hip: Good            | Times(ms) -> MP: 66.4, Feat: 00.2, Predict: 02.8, States: 00.0
Frame: 0094 | Phase: High            | Hip: Good            | Times(ms) -> MP: 66.7, Feat: 00.2, Predict: 03.0, States: 00.0
Frame: 0095 | Phase: High            | Hip: Good            | Times(ms) -> MP: 68.5, Feat: 00.2, Predict: 03.0, States: 00.0
Frame: 0096 | Phase: Low             | Hip: Good            | Times(ms) -> MP: 66.1, Feat: 00.2, Predict: 03.7, States: 00.0
Frame: 0097 | Phase: Low             | Hip: Good            | Times(ms) -> MP: 73.1, Feat: 00.2, Predict: 03.6, States: 00.0
Frame: 0098 | Phase: Low             | Hip: Good            | Times(ms) -> MP: 71.0, Feat: 00.2, Predict: 03.0, States: 00.0
Frame: 0099 | Phase: High            | Hip: Good            | Times(ms) -> MP: 66.1, Feat: 00.2, Predict: 04.1, States: 00.0
Frame: 0100 | Phase: High            | Hip: Good            | Times(ms) -> MP: 72.3, Feat: 00.2, Predict: 03.4, States: 00.0
Frame: 0101 | Phase: High            | Hip: Good            | Times(ms) -> MP: 69.8, Feat: 00.2, Predict: 02.9, States: 00.0
Frame: 0102 | Phase: High            | Hip: Good            | Times(ms) -> MP: 70.9, Feat: 00.2, Predict: 03.9, States: 00.0
Frame: 0103 | Phase: Low             | Hip: Good            | Times(ms) -> MP: 68.0, Feat: 00.3, Predict: 03.0, States: 00.0
Frame: 0104 | Phase: Low             | Hip: Good            | Times(ms) -> MP: 69.2, Feat: 00.2, Predict: 02.9, States: 00.0
Frame: 0105 | Phase: Low             | Hip: Good            | Times(ms) -> MP: 73.8, Feat: 00.3, Predict: 03.7, States: 00.0
Frame: 0106 | Phase: Low             | Hip: Good            | Times(ms) -> MP: 70.6, Feat: 00.2, Predict: 03.4, States: 00.0
Frame: 0107 | Phase: Low             | Hip: Good            | Times(ms) -> MP: 68.5, Feat: 00.2, Predict: 03.5, States: 00.0
Frame: 0108 | Phase: Low             | Hip: Good            | Times(ms) -> MP: 73.2, Feat: 00.2, Predict: 03.8, States: 00.0
Frame: 0109 | Phase: High            | Hip: Good            | Times(ms) -> MP: 70.2, Feat: 00.2, Predict: 03.1, States: 00.0
Frame: 0110 | Phase: High            | Hip: Good            | Times(ms) -> MP: 73.8, Feat: 00.2, Predict: 03.0, States: 00.0
Frame: 0111 | Phase: High            | Hip: Good            | Times(ms) -> MP: 74.5, Feat: 00.2, Predict: 03.1, States: 00.0
Frame: 0112 | Phase: High            | Hip: Good            | Times(ms) -> MP: 67.6, Feat: 00.2, Predict: 03.5, States: 00.0
Frame: 0113 | Phase: High            | Hip: Good            | Times(ms) -> MP: 72.7, Feat: 00.2, Predict: 03.1, States: 00.0
Frame: 0114 | Phase: High            | Hip: Good            | Times(ms) -> MP: 83.0, Feat: 00.3, Predict: 04.6, States: 00.0
Frame: 0115 | Phase: High            | Hip: Good            | Times(ms) -> MP: 76.0, Feat: 00.2, Predict: 03.9, States: 00.0
Frame: 0116 | Phase: High            | Hip: Good            | Times(ms) -> MP: 65.9, Feat: 00.2, Predict: 03.4, States: 00.0
Frame: 0117 | Phase: High            | Hip: Good            | Times(ms) -> MP: 95.6, Feat: 00.3, Predict: 05.1, States: 00.1
Frame: 0118 | Phase: High            | Hip: Good            | Times(ms) -> MP: 100.0, Feat: 00.5, Predict: 06.1, States: 00.0
Frame: 0119 | Phase: High            | Hip: Good            | Times(ms) -> MP: 91.5, Feat: 00.3, Predict: 04.2, States: 00.0
Frame: 0120 | Phase: High            | Hip: Good            | Times(ms) -> MP: 75.7, Feat: 00.2, Predict: 03.2, States: 00.0
Frame: 0121 | Phase: High            | Hip: Good            | Times(ms) -> MP: 74.5, Feat: 00.3, Predict: 04.3, States: 00.0
Frame: 0122 | Phase: High            | Hip: Good            | Times(ms) -> MP: 70.9, Feat: 00.2, Predict: 04.4, States: 00.0
Frame: 0123 | Phase: High            | Hip: Good            | Times(ms) -> MP: 81.7, Feat: 00.2, Predict: 03.8, States: 00.0
Frame: 0124 | Phase: Low             | Hip: Good            | Times(ms) -> MP: 87.4, Feat: 00.3, Predict: 03.8, States: 00.1
Frame: 0125 | Phase: Low             | Hip: Good            | Times(ms) -> MP: 72.7, Feat: 00.2, Predict: 03.0, States: 00.0
Frame: 0126 | Phase: Low             | Hip: Good            | Times(ms) -> MP: 65.5, Feat: 00.2, Predict: 03.3, States: 00.0
Frame: 0127 | Phase: Low             | Hip: Good            | Times(ms) -> MP: 71.5, Feat: 00.2, Predict: 03.8, States: 00.0
Frame: 0128 | Phase: Low             | Hip: Good            | Times(ms) -> MP: 69.3, Feat: 00.2, Predict: 03.2, States: 00.0
Frame: 0129 | Phase: Low             | Hip: Good            | Times(ms) -> MP: 65.0, Feat: 00.2, Predict: 03.0, States: 00.0
Frame: 0130 | Phase: High            | Hip: Good            | Times(ms) -> MP: 66.7, Feat: 00.2, Predict: 03.0, States: 00.0
Frame: 0131 | Phase: Low             | Hip: Good            | Times(ms) -> MP: 67.6, Feat: 00.2, Predict: 03.4, States: 00.0
Frame: 0132 | Phase: Low             | Hip: Good            | Times(ms) -> MP: 64.7, Feat: 00.2, Predict: 03.0, States: 00.0
Frame: 0133 | Phase: High            | Hip: Good            | Times(ms) -> MP: 65.5, Feat: 00.2, Predict: 03.0, States: 00.0
Frame: 0134 | Phase: Low             | Hip: Good            | Times(ms) -> MP: 74.8, Feat: 00.2, Predict: 03.4, States: 00.0
Frame: 0135 | Phase: Low             | Hip: Good            | Times(ms) -> MP: 69.2, Feat: 00.2, Predict: 02.9, States: 00.0
Frame: 0136 | Phase: Low             | Hip: Good            | Times(ms) -> MP: 65.0, Feat: 00.3, Predict: 03.3, States: 00.0
Frame: 0137 | Phase: High            | Hip: Good            | Times(ms) -> MP: 64.7, Feat: 00.2, Predict: 02.9, States: 00.0
Frame: 0138 | Phase: High            | Hip: Good            | Times(ms) -> MP: 65.9, Feat: 00.2, Predict: 03.2, States: 00.0
Frame: 0139 | Phase: High            | Hip: Good            | Times(ms) -> MP: 69.1, Feat: 00.2, Predict: 03.1, States: 00.0
Frame: 0140 | Phase: High            | Hip: Good            | Times(ms) -> MP: 70.7, Feat: 00.2, Predict: 03.0, States: 00.0
Frame: 0141 | Phase: High            | Hip: Good            | Times(ms) -> MP: 67.2, Feat: 00.2, Predict: 04.1, States: 00.0
Frame: 0142 | Phase: High            | Hip: Good            | Times(ms) -> MP: 66.0, Feat: 00.2, Predict: 03.0, States: 00.0
Frame: 0143 | Phase: High            | Hip: Good            | Times(ms) -> MP: 64.9, Feat: 00.2, Predict: 02.9, States: 00.0
Frame: 0144 | Phase: High            | Hip: Good            | Times(ms) -> MP: 66.1, Feat: 00.2, Predict: 03.1, States: 00.0
Frame: 0145 | Phase: High            | Hip: Good            | Times(ms) -> MP: 65.1, Feat: 00.2, Predict: 03.2, States: 00.0
Frame: 0146 | Phase: High            | Hip: Good            | Times(ms) -> MP: 65.3, Feat: 00.2, Predict: 03.2, States: 00.0
Frame: 0147 | Phase: High            | Hip: Good            | Times(ms) -> MP: 69.8, Feat: 00.2, Predict: 03.1, States: 00.0
Frame: 0148 | Phase: High            | Hip: Good            | Times(ms) -> MP: 67.3, Feat: 00.2, Predict: 02.9, States: 00.0
Frame: 0149 | Phase: High            | Hip: Good            | Times(ms) -> MP: 66.1, Feat: 00.2, Predict: 03.2, States: 00.0
Frame: 0150 | Phase: High            | Hip: Good            | Times(ms) -> MP: 68.0, Feat: 00.2, Predict: 03.3, States: 00.0
Frame: 0151 | Phase: High            | Hip: Good            | Times(ms) -> MP: 68.3, Feat: 00.2, Predict: 03.2, States: 00.0
Frame: 0152 | Phase: High            | Hip: Good            | Times(ms) -> MP: 73.8, Feat: 00.2, Predict: 03.5, States: 00.0
Frame: 0153 | Phase: High            | Hip: Good            | Times(ms) -> MP: 66.0, Feat: 00.2, Predict: 03.5, States: 00.0
Frame: 0154 | Phase: High            | Hip: Good            | Times(ms) -> MP: 66.6, Feat: 00.2, Predict: 03.0, States: 00.0
Frame: 0155 | Phase: High            | Hip: Good            | Times(ms) -> MP: 68.8, Feat: 00.2, Predict: 03.4, States: 00.0
Frame: 0156 | Phase: High            | Hip: Good            | Times(ms) -> MP: 67.8, Feat: 00.2, Predict: 02.8, States: 00.0
Frame: 0157 | Phase: High            | Hip: Good            | Times(ms) -> MP: 68.7, Feat: 00.2, Predict: 03.1, States: 00.0
Frame: 0158 | Phase: High            | Hip: Good            | Times(ms) -> MP: 68.4, Feat: 00.3, Predict: 02.9, States: 00.0
Frame: 0159 | Phase: High            | Hip: Good            | Times(ms) -> MP: 71.4, Feat: 00.2, Predict: 04.0, States: 00.0
Frame: 0160 | Phase: High            | Hip: Good            | Times(ms) -> MP: 65.9, Feat: 00.3, Predict: 03.6, States: 00.0
Frame: 0161 | Phase: Low             | Hip: Good            | Times(ms) -> MP: 67.1, Feat: 00.2, Predict: 03.0, States: 00.0
Frame: 0162 | Phase: Low             | Hip: Good            | Times(ms) -> MP: 65.8, Feat: 00.2, Predict: 03.2, States: 00.0
Frame: 0163 | Phase: Low             | Hip: Good            | Times(ms) -> MP: 67.3, Feat: 00.2, Predict: 03.7, States: 00.0
Frame: 0164 | Phase: Low             | Hip: Good            | Times(ms) -> MP: 68.7, Feat: 00.2, Predict: 03.3, States: 00.0
Frame: 0165 | Phase: Low             | Hip: Good            | Times(ms) -> MP: 67.5, Feat: 00.2, Predict: 03.1, States: 00.0
Frame: 0166 | Phase: Low             | Hip: Good            | Times(ms) -> MP: 64.8, Feat: 00.2, Predict: 03.1, States: 00.0
Frame: 0167 | Phase: Low             | Hip: Good            | Times(ms) -> MP: 67.3, Feat: 00.2, Predict: 03.2, States: 00.0
Frame: 0168 | Phase: Low             | Hip: Good            | Times(ms) -> MP: 69.5, Feat: 00.2, Predict: 03.1, States: 00.0
Frame: 0169 | Phase: Low             | Hip: Good            | Times(ms) -> MP: 70.0, Feat: 00.2, Predict: 03.2, States: 00.0
Frame: 0170 | Phase: Low             | Hip: Good            | Times(ms) -> MP: 75.0, Feat: 00.2, Predict: 03.4, States: 00.0
Frame: 0171 | Phase: Low             | Hip: Good            | Times(ms) -> MP: 68.2, Feat: 00.3, Predict: 03.2, States: 00.0
Frame: 0172 | Phase: Low             | Hip: Good            | Times(ms) -> MP: 69.5, Feat: 00.2, Predict: 03.1, States: 00.0
Frame: 0173 | Phase: Low             | Hip: Good            | Times(ms) -> MP: 73.7, Feat: 00.2, Predict: 03.1, States: 00.0
Frame: 0174 | Phase: Low             | Hip: Good            | Times(ms) -> MP: 70.4, Feat: 00.2, Predict: 03.2, States: 00.0
Frame: 0175 | Phase: Low             | Hip: Good            | Times(ms) -> MP: 73.1, Feat: 00.3, Predict: 04.0, States: 00.0
Frame: 0176 | Phase: Low             | Hip: Good            | Times(ms) -> MP: 72.2, Feat: 00.2, Predict: 03.3, States: 00.0
Frame: 0177 | Phase: Low             | Hip: Good            | Times(ms) -> MP: 74.0, Feat: 00.3, Predict: 04.5, States: 00.0
Frame: 0178 | Phase: Low             | Hip: Good            | Times(ms) -> MP: 77.7, Feat: 00.2, Predict: 03.5, States: 00.0
Frame: 0179 | Phase: Low             | Hip: Good            | Times(ms) -> MP: 72.3, Feat: 00.3, Predict: 04.5, States: 00.0
Frame: 0180 | Phase: High            | Hip: Good            | Times(ms) -> MP: 74.4, Feat: 00.2, Predict: 04.3, States: 00.0
Frame: 0181 | Phase: High            | Hip: Good            | Times(ms) -> MP: 69.3, Feat: 00.2, Predict: 03.5, States: 00.0
Frame: 0182 | Phase: High            | Hip: Good            | Times(ms) -> MP: 71.0, Feat: 00.3, Predict: 03.5, States: 00.0
Frame: 0183 | Phase: High            | Hip: Good            | Times(ms) -> MP: 72.2, Feat: 00.2, Predict: 03.0, States: 00.0
Frame: 0184 | Phase: High            | Hip: Good            | Times(ms) -> MP: 69.9, Feat: 00.2, Predict: 02.8, States: 00.0
Frame: 0185 | Phase: High            | Hip: Good            | Times(ms) -> MP: 73.2, Feat: 00.2, Predict: 03.6, States: 00.1
Frame: 0186 | Phase: High            | Hip: Good            | Times(ms) -> MP: 74.8, Feat: 00.2, Predict: 03.7, States: 00.0
Frame: 0187 | Phase: High            | Hip: Good            | Times(ms) -> MP: 82.0, Feat: 00.2, Predict: 03.4, States: 00.0
Frame: 0188 | Phase: High            | Hip: Good            | Times(ms) -> MP: 80.6, Feat: 00.3, Predict: 04.8, States: 00.0
Frame: 0189 | Phase: High            | Hip: Good            | Times(ms) -> MP: 93.3, Feat: 00.3, Predict: 04.1, States: 00.1
Frame: 0190 | Phase: High            | Hip: Good            | Times(ms) -> MP: 78.8, Feat: 00.2, Predict: 04.5, States: 00.0
Frame: 0191 | Phase: Low             | Hip: Good            | Times(ms) -> MP: 70.4, Feat: 00.4, Predict: 04.8, States: 00.0
Frame: 0192 | Phase: Low             | Hip: Good            | Times(ms) -> MP: 82.7, Feat: 00.3, Predict: 05.4, States: 00.0
Frame: 0193 | Phase: Low             | Hip: Good            | Times(ms) -> MP: 72.7, Feat: 00.2, Predict: 03.0, States: 00.0
Frame: 0194 | Phase: Low             | Hip: Good            | Times(ms) -> MP: 76.9, Feat: 00.2, Predict: 03.7, States: 00.0
Frame: 0195 | Phase: Low             | Hip: Good            | Times(ms) -> MP: 73.0, Feat: 00.2, Predict: 03.7, States: 00.0
Frame: 0196 | Phase: Low             | Hip: Good            | Times(ms) -> MP: 76.3, Feat: 00.2, Predict: 04.6, States: 00.0
Frame: 0197 | Phase: Low             | Hip: Good            | Times(ms) -> MP: 70.0, Feat: 00.3, Predict: 03.9, States: 00.0
Frame: 0198 | Phase: Low             | Hip: Good            | Times(ms) -> MP: 69.4, Feat: 00.2, Predict: 03.4, States: 00.0
Frame: 0199 | Phase: Low             | Hip: Good            | Times(ms) -> MP: 66.8, Feat: 00.2, Predict: 03.1, States: 00.0
Frame: 0200 | Phase: Low             | Hip: Good            | Times(ms) -> MP: 65.4, Feat: 00.2, Predict: 03.4, States: 00.0
Frame: 0201 | Phase: Low             | Hip: Good            | Times(ms) -> MP: 66.2, Feat: 00.2, Predict: 02.8, States: 00.0
Frame: 0202 | Phase: Low             | Hip: Good            | Times(ms) -> MP: 65.6, Feat: 00.2, Predict: 03.0, States: 00.0
Frame: 0203 | Phase: Low             | Hip: Good            | Times(ms) -> MP: 67.9, Feat: 00.2, Predict: 03.0, States: 00.0
Frame: 0204 | Phase: Low             | Hip: Good            | Times(ms) -> MP: 67.4, Feat: 00.2, Predict: 02.8, States: 00.0
Frame: 0205 | Phase: Low             | Hip: Good            | Times(ms) -> MP: 69.0, Feat: 00.2, Predict: 02.8, States: 00.0
Frame: 0206 | Phase: Low             | Hip: Good            | Times(ms) -> MP: 63.9, Feat: 00.2, Predict: 02.8, States: 00.0
Frame: 0207 | Phase: Low             | Hip: Good            | Times(ms) -> MP: 63.4, Feat: 00.2, Predict: 03.3, States: 00.0
Frame: 0208 | Phase: Low             | Hip: Good            | Times(ms) -> MP: 69.4, Feat: 00.2, Predict: 02.9, States: 00.0
Frame: 0209 | Phase: Low             | Hip: Good            | Times(ms) -> MP: 65.6, Feat: 00.2, Predict: 03.9, States: 00.0
Frame: 0210 | Phase: Low             | Hip: Good            | Times(ms) -> MP: 66.5, Feat: 00.2, Predict: 03.0, States: 00.0
Frame: 0211 | Phase: Low             | Hip: Good            | Times(ms) -> MP: 70.3, Feat: 00.2, Predict: 03.0, States: 00.0
