Source: Live Camera
Date & Time: 2026-09-04 13:57:29
==========================================================================================
Frame: 0275 | Processed: Yes  | TS(ms): 1788530244800 | Delta: 0000 | Plank: WAITING [Visibility Check Failed (MediaPipe Glitch)] | Phase: N/A             | Hip: N/A             | Reps: 00 | RepState: idle            | HipStatus: Waiting... | Times(ms) -> MP: 86.6, Feat: 00.3, Predict: 00.0, States: 00.0
Frame: 0299 | Processed: Yes  | TS(ms): 1788530246536 | Delta: 0000 | Plank: WAITING [Visibility Check Failed (MediaPipe Glitch)] | Phase: N/A             | Hip: N/A             | Reps: 00 | RepState: idle            | HipStatus: Waiting... | Times(ms) -> MP: 70.6, Feat: 00.2, Predict: 00.0, States: 00.0
Frame: 0300 | Processed: Yes  | TS(ms): 1788530246611 | Delta: 0000 | Plank: WAITING [Visibility Check Failed (MediaPipe Glitch)] | Phase: N/A             | Hip: N/A             | Reps: 00 | RepState: idle            | HipStatus: Waiting... | Times(ms) -> MP: 68.8, Feat: 00.2, Predict: 00.0, States: 00.0
Frame: 0301 | Processed: Yes  | TS(ms): 1788530246684 | Delta: 0000 | Plank: WAITING [Visibility Check Failed (MediaPipe Glitch)] | Phase: N/A             | Hip: N/A             | Reps: 00 | RepState: idle            | HipStatus: Waiting... | Times(ms) -> MP: 65.4, Feat: 00.2, Predict: 00.0, States: 00.0
Frame: 0302 | Processed: Yes  | TS(ms): 1788530246753 | Delta: 0000 | Plank: WAITING [Visibility Check Failed (MediaPipe Glitch)] | Phase: N/A             | Hip: N/A             | Reps: 00 | RepState: idle            | HipStatus: Waiting... | Times(ms) -> MP: 61.9, Feat: 00.3, Predict: 00.0, States: 00.0
Frame: 0303 | Processed: Yes  | TS(ms): 1788530246820 | Delta: 0000 | Plank: WAITING [Visibility Check Failed (MediaPipe Glitch)] | Phase: N/A             | Hip: N/A             | Reps: 00 | RepState: idle            | HipStatus: Waiting... | Times(ms) -> MP: 69.8, Feat: 00.3, Predict: 00.0, States: 00.0
Frame: 0304 | Processed: Yes  | TS(ms): 1788530246894 | Delta: 0000 | Plank: WAITING [Visibility Check Failed (MediaPipe Glitch)] | Phase: N/A             | Hip: N/A             | Reps: 00 | RepState: idle            | HipStatus: Waiting... | Times(ms) -> MP: 69.6, Feat: 00.2, Predict: 00.0, States: 00.0
Frame: 0305 | Processed: Yes  | TS(ms): 1788530246968 | Delta: 0000 | Plank: WAITING [Visibility Check Failed (MediaPipe Glitch)] | Phase: N/A             | Hip: N/A             | Reps: 00 | RepState: idle            | HipStatus: Waiting... | Times(ms) -> MP: 68.6, Feat: 00.3, Predict: 00.0, States: 00.0
Frame: 0306 | Processed: Yes  | TS(ms): 1788530247041 | Delta: 0000 | Plank: WAITING [Visibility Check Failed (MediaPipe Glitch)] | Phase: N/A             | Hip: N/A             | Reps: 00 | RepState: idle            | HipStatus: Waiting... | Times(ms) -> MP: 69.7, Feat: 00.9, Predict: 00.0, States: 00.0
Frame: 0307 | Processed: Yes  | TS(ms): 1788530247117 | Delta: 0000 | Plank: WAITING [Visibility Check Failed (MediaPipe Glitch)] | Phase: N/A             | Hip: N/A             | Reps: 00 | RepState: idle            | HipStatus: Waiting... | Times(ms) -> MP: 67.7, Feat: 00.3, Predict: 00.0, States: 00.0
Frame: 0308 | Processed: Yes  | TS(ms): 1788530247190 | Delta: 0000 | Plank: WAITING [Visibility Check Failed (MediaPipe Glitch)] | Phase: N/A             | Hip: N/A             | Reps: 00 | RepState: idle            | HipStatus: Waiting... | Times(ms) -> MP: 66.8, Feat: 00.2, Predict: 00.0, States: 00.0
Frame: 0309 | Processed: Yes  | TS(ms): 1788530247261 | Delta: 0000 | Plank: WAITING [Visibility Check Failed (MediaPipe Glitch)] | Phase: N/A             | Hip: N/A             | Reps: 00 | RepState: idle            | HipStatus: Waiting... | Times(ms) -> MP: 64.8, Feat: 00.2, Predict: 00.0, States: 00.0
Frame: 0310 | Processed: Yes  | TS(ms): 1788530247330 | Delta: 0000 | Plank: WAITING [Visibility Check Failed (MediaPipe Glitch)] | Phase: N/A             | Hip: N/A             | Reps: 00 | RepState: idle            | HipStatus: Waiting... | Times(ms) -> MP: 68.3, Feat: 00.2, Predict: 00.0, States: 00.0
Frame: 0311 | Processed: Yes  | TS(ms): 1788530247404 | Delta: 0000 | Plank: WAITING [Visibility Check Failed (MediaPipe Glitch)] | Phase: N/A             | Hip: N/A             | Reps: 00 | RepState: idle            | HipStatus: Waiting... | Times(ms) -> MP: 68.2, Feat: 00.2, Predict: 00.0, States: 00.0
Frame: 0312 | Processed: Yes  | TS(ms): 1788530247476 | Delta: 0000 | Plank: WAITING [Visibility Check Failed (MediaPipe Glitch)] | Phase: N/A             | Hip: N/A             | Reps: 00 | RepState: idle            | HipStatus: Waiting... | Times(ms) -> MP: 72.2, Feat: 00.2, Predict: 00.0, States: 00.0
Frame: 0313 | Processed: Yes  | TS(ms): 1788530247554 | Delta: 0000 | Plank: WAITING [Visibility Check Failed (MediaPipe Glitch)] | Phase: N/A             | Hip: N/A             | Reps: 00 | RepState: idle            | HipStatus: Waiting... | Times(ms) -> MP: 69.4, Feat: 00.6, Predict: 00.0, States: 00.0
Frame: 0314 | Processed: Yes  | TS(ms): 1788530247628 | Delta: 0000 | Plank: WAITING [Visibility Check Failed (MediaPipe Glitch)] | Phase: N/A             | Hip: N/A             | Reps: 00 | RepState: idle            | HipStatus: Waiting... | Times(ms) -> MP: 65.2, Feat: 00.2, Predict: 00.0, States: 00.0
Frame: 0315 | Processed: Yes  | TS(ms): 1788530247698 | Delta: 0000 | Plank: WAITING [Visibility Check Failed (MediaPipe Glitch)] | Phase: N/A             | Hip: N/A             | Reps: 00 | RepState: idle            | HipStatus: Waiting... | Times(ms) -> MP: 64.5, Feat: 00.2, Predict: 00.0, States: 00.0
Frame: 0316 | Processed: Yes  | TS(ms): 1788530247766 | Delta: 0000 | Plank: WAITING [Visibility Check Failed (MediaPipe Glitch)] | Phase: N/A             | Hip: N/A             | Reps: 00 | RepState: idle            | HipStatus: Waiting... | Times(ms) -> MP: 66.4, Feat: 00.2, Predict: 00.0, States: 00.0
Frame: 0317 | Processed: Yes  | TS(ms): 1788530247838 | Delta: 0000 | Plank: WAITING [Visibility Check Failed (MediaPipe Glitch)] | Phase: N/A             | Hip: N/A             | Reps: 00 | RepState: idle            | HipStatus: Waiting... | Times(ms) -> MP: 65.5, Feat: 00.2, Predict: 00.0, States: 00.0
Frame: 0318 | Processed: Yes  | TS(ms): 1788530247908 | Delta: 0000 | Plank: WAITING [Visibility Check Failed (MediaPipe Glitch)] | Phase: N/A             | Hip: N/A             | Reps: 00 | RepState: idle            | HipStatus: Waiting... | Times(ms) -> MP: 63.6, Feat: 00.2, Predict: 00.0, States: 00.0
Frame: 0319 | Processed: Yes  | TS(ms): 1788530247976 | Delta: 0000 | Plank: WAITING [Visibility Check Failed (MediaPipe Glitch)] | Phase: N/A             | Hip: N/A             | Reps: 00 | RepState: idle            | HipStatus: Waiting... | Times(ms) -> MP: 66.6, Feat: 00.2, Predict: 00.0, States: 00.0
Frame: 0320 | Processed: Yes  | TS(ms): 1788530248049 | Delta: 0000 | Plank: WAITING [Visibility Check Failed (MediaPipe Glitch)] | Phase: N/A             | Hip: N/A             | Reps: 00 | RepState: idle            | HipStatus: Waiting... | Times(ms) -> MP: 67.5, Feat: 00.5, Predict: 00.0, States: 00.0
Frame: 0321 | Processed: Yes  | TS(ms): 1788530248124 | Delta: 0000 | Plank: WAITING [Visibility Check Failed (MediaPipe Glitch)] | Phase: N/A             | Hip: N/A             | Reps: 00 | RepState: idle            | HipStatus: Waiting... | Times(ms) -> MP: 66.1, Feat: 00.2, Predict: 00.0, States: 00.0
Frame: 0322 | Processed: Yes  | TS(ms): 1788530248194 | Delta: 0000 | Plank: WAITING [Visibility Check Failed (MediaPipe Glitch)] | Phase: N/A             | Hip: N/A             | Reps: 00 | RepState: idle            | HipStatus: Waiting... | Times(ms) -> MP: 67.1, Feat: 00.2, Predict: 00.0, States: 00.0
Frame: 0323 | Processed: Yes  | TS(ms): 1788530248265 | Delta: 0000 | Plank: WAITING [Visibility Check Failed (MediaPipe Glitch)] | Phase: N/A             | Hip: N/A             | Reps: 00 | RepState: idle            | HipStatus: Waiting... | Times(ms) -> MP: 71.4, Feat: 00.2, Predict: 00.0, States: 00.0
Frame: 0324 | Processed: Yes  | TS(ms): 1788530248342 | Delta: 0000 | Plank: WAITING [Visibility Check Failed (MediaPipe Glitch)] | Phase: N/A             | Hip: N/A             | Reps: 00 | RepState: idle            | HipStatus: Waiting... | Times(ms) -> MP: 71.3, Feat: 00.2, Predict: 00.0, States: 00.0
Frame: 0325 | Processed: Yes  | TS(ms): 1788530248418 | Delta: 0000 | Plank: WAITING [Visibility Check Failed (MediaPipe Glitch)] | Phase: N/A             | Hip: N/A             | Reps: 00 | RepState: idle            | HipStatus: Waiting... | Times(ms) -> MP: 65.1, Feat: 00.2, Predict: 00.0, States: 00.0
Frame: 0326 | Processed: Yes  | TS(ms): 1788530248489 | Delta: 0000 | Plank: WAITING [Visibility Check Failed (MediaPipe Glitch)] | Phase: N/A             | Hip: N/A             | Reps: 00 | RepState: idle            | HipStatus: Waiting... | Times(ms) -> MP: 65.1, Feat: 00.2, Predict: 00.0, States: 00.0
Frame: 0327 | Processed: Yes  | TS(ms): 1788530248558 | Delta: 0000 | Plank: WAITING [Visibility Check Failed (MediaPipe Glitch)] | Phase: N/A             | Hip: N/A             | Reps: 00 | RepState: idle            | HipStatus: Waiting... | Times(ms) -> MP: 73.8, Feat: 00.2, Predict: 00.0, States: 00.0
Frame: 0328 | Processed: Yes  | TS(ms): 1788530248637 | Delta: 0000 | Plank: WAITING [Visibility Check Failed (MediaPipe Glitch)] | Phase: N/A             | Hip: N/A             | Reps: 00 | RepState: idle            | HipStatus: Waiting... | Times(ms) -> MP: 78.2, Feat: 00.2, Predict: 00.0, States: 00.0
Frame: 0329 | Processed: Yes  | TS(ms): 1788530248721 | Delta: 0000 | Plank: WAITING [Visibility Check Failed (MediaPipe Glitch)] | Phase: N/A             | Hip: N/A             | Reps: 00 | RepState: idle            | HipStatus: Waiting... | Times(ms) -> MP: 72.2, Feat: 00.2, Predict: 00.0, States: 00.0
Frame: 0330 | Processed: Yes  | TS(ms): 1788530248798 | Delta: 0000 | Plank: WAITING [Visibility Check Failed (MediaPipe Glitch)] | Phase: N/A             | Hip: N/A             | Reps: 00 | RepState: idle            | HipStatus: Waiting... | Times(ms) -> MP: 59.9, Feat: 00.3, Predict: 00.0, States: 00.0
Frame: 0331 | Processed: Yes  | TS(ms): 1788530248864 | Delta: 0000 | Plank: WAITING [Visibility Check Failed (MediaPipe Glitch)] | Phase: N/A             | Hip: N/A             | Reps: 00 | RepState: idle            | HipStatus: Waiting... | Times(ms) -> MP: 70.2, Feat: 00.2, Predict: 00.0, States: 00.0
Frame: 0332 | Processed: Yes  | TS(ms): 1788530248939 | Delta: 0000 | Plank: WAITING [Visibility Check Failed (MediaPipe Glitch)] | Phase: N/A             | Hip: N/A             | Reps: 00 | RepState: idle            | HipStatus: Waiting... | Times(ms) -> MP: 67.2, Feat: 00.2, Predict: 00.0, States: 00.0
Frame: 0333 | Processed: Yes  | TS(ms): 1788530249010 | Delta: 0000 | Plank: WAITING [Visibility Check Failed (MediaPipe Glitch)] | Phase: N/A             | Hip: N/A             | Reps: 00 | RepState: idle            | HipStatus: Waiting... | Times(ms) -> MP: 80.0, Feat: 00.2, Predict: 00.0, States: 00.0
