Source: Offline Video - alon_test.mp4
Date & Time: 2026-07-15 14:56:10
==========================================================================================
Frame: 0001 | Processed: Yes  | TS(ms): 1784127335547 | Delta: 0000 | Phase: High            | Hip: Good            | Reps: 00 | RepState: idle            | HipStatus: Good       | Times(ms) -> MP: 97.5, Feat: 00.5, Predict: 07.6, States: 00.0
Frame: 0020 | Processed: Yes  | TS(ms): 1784127336174 | Delta: 0000 | Phase: Medium          | Hip: Good            | Reps: 00 | RepState: descending_mid  | HipStatus: Good Form  | Times(ms) -> MP: 69.3, Feat: 00.2, Predict: 03.5, States: 00.0
Frame: 0021 | Processed: Yes  | TS(ms): 1784127336207 | Delta: 0000 | Phase: Medium          | Hip: Good            | Reps: 00 | RepState: descending_mid  | HipStatus: Good Form  | Times(ms) -> MP: 74.1, Feat: 00.2, Predict: 04.9, States: 00.0
Frame: 0022 | Processed: Yes  | TS(ms): 1784127336240 | Delta: 0000 | Phase: Medium          | Hip: Good            | Reps: 00 | RepState: descending_mid  | HipStatus: Good Form  | Times(ms) -> MP: 89.1, Feat: 00.2, Predict: 03.7, States: 00.0
Frame: 0023 | Processed: Yes  | TS(ms): 1784127336273 | Delta: 0000 | Phase: Low             | Hip: Good            | Reps: 00 | RepState: descending_mid  | HipStatus: Good Form  | Times(ms) -> MP: 74.9, Feat: 00.2, Predict: 03.9, States: 00.0
Frame: 0024 | Processed: Yes  | TS(ms): 1784127336306 | Delta: 0000 | Phase: Low             | Hip: Good            | Reps: 00 | RepState: descending_mid  | HipStatus: Good Form  | Times(ms) -> MP: 74.6, Feat: 00.2, Predict: 03.8, States: 00.0
Frame: 0025 | Processed: Yes  | TS(ms): 1784127336339 | Delta: 0000 | Phase: Low             | Hip: Good            | Reps: 00 | RepState: LOW             | HipStatus: Good Form  | Times(ms) -> MP: 70.4, Feat: 00.2, Predict: 03.3, States: 00.0
Frame: 0026 | Processed: Yes  | TS(ms): 1784127336372 | Delta: 0000 | Phase: Low             | Hip: Good            | Reps: 00 | RepState: LOW             | HipStatus: Good Form  | Times(ms) -> MP: 71.5, Feat: 00.2, Predict: 03.1, States: 00.0
Frame: 0027 | Processed: Yes  | TS(ms): 1784127336405 | Delta: 0000 | Phase: Low             | Hip: Good            | Reps: 00 | RepState: LOW             | HipStatus: Good Form  | Times(ms) -> MP: 70.4, Feat: 00.3, Predict: 04.6, States: 00.0
Frame: 0028 | Processed: Yes  | TS(ms): 1784127336438 | Delta: 0000 | Phase: Low             | Hip: Good            | Reps: 00 | RepState: LOW             | HipStatus: Good Form  | Times(ms) -> MP: 106.3, Feat: 00.2, Predict: 03.2, States: 00.0
Frame: 0029 | Processed: Yes  | TS(ms): 1784127336471 | Delta: 0000 | Phase: Low             | Hip: Good            | Reps: 00 | RepState: LOW             | HipStatus: Good Form  | Times(ms) -> MP: 80.8, Feat: 00.3, Predict: 04.2, States: 00.0
Frame: 0030 | Processed: Yes  | TS(ms): 1784127336504 | Delta: 0000 | Phase: Low             | Hip: Good            | Reps: 00 | RepState: LOW             | HipStatus: Good Form  | Times(ms) -> MP: 96.7, Feat: 00.2, Predict: 03.3, States: 00.0
Frame: 0031 | Processed: Yes  | TS(ms): 1784127336537 | Delta: 0000 | Phase: Low             | Hip: Good            | Reps: 00 | RepState: LOW             | HipStatus: Good Form  | Times(ms) -> MP: 75.7, Feat: 00.2, Predict: 04.3, States: 00.0
Frame: 0032 | Processed: Yes  | TS(ms): 1784127336570 | Delta: 0000 | Phase: Low             | Hip: Good            | Reps: 00 | RepState: LOW             | HipStatus: Good Form  | Times(ms) -> MP: 72.7, Feat: 00.2, Predict: 03.8, States: 00.0
Frame: 0033 | Processed: Yes  | TS(ms): 1784127336603 | Delta: 0000 | Phase: Low             | Hip: Good            | Reps: 00 | RepState: LOW             | HipStatus: Good Form  | Times(ms) -> MP: 75.4, Feat: 00.2, Predict: 03.6, States: 00.0
Frame: 0034 | Processed: Yes  | TS(ms): 1784127336636 | Delta: 0000 | Phase: Low             | Hip: Good            | Reps: 00 | RepState: LOW             | HipStatus: Good Form  | Times(ms) -> MP: 79.2, Feat: 00.2, Predict: 03.3, States: 00.0
Frame: 0035 | Processed: Yes  | TS(ms): 1784127336669 | Delta: 0000 | Phase: Low             | Hip: Good            | Reps: 00 | RepState: LOW             | HipStatus: Good Form  | Times(ms) -> MP: 66.3, Feat: 00.2, Predict: 03.3, States: 00.0
Frame: 0036 | Processed: Yes  | TS(ms): 1784127336702 | Delta: 0000 | Phase: Medium          | Hip: Good            | Reps: 00 | RepState: LOW             | HipStatus: Good Form  | Times(ms) -> MP: 70.9, Feat: 00.2, Predict: 03.3, States: 00.0
Frame: 0037 | Processed: Yes  | TS(ms): 1784127336735 | Delta: 0000 | Phase: Medium          | Hip: Good            | Reps: 00 | RepState: LOW             | HipStatus: Good Form  | Times(ms) -> MP: 81.4, Feat: 00.2, Predict: 03.3, States: 00.0
Frame: 0038 | Processed: Yes  | TS(ms): 1784127336768 | Delta: 0000 | Phase: Medium          | Hip: Good            | Reps: 00 | RepState: ascending_mid   | HipStatus: Good Form  | Times(ms) -> MP: 69.8, Feat: 00.2, Predict: 03.4, States: 00.0
Frame: 0039 | Processed: Yes  | TS(ms): 1784127336801 | Delta: 0000 | Phase: Medium          | Hip: Good            | Reps: 00 | RepState: ascending_mid   | HipStatus: Good Form  | Times(ms) -> MP: 66.2, Feat: 00.2, Predict: 03.1, States: 00.0
Frame: 0040 | Processed: Yes  | TS(ms): 1784127336834 | Delta: 0000 | Phase: Medium          | Hip: Good            | Reps: 00 | RepState: ascending_mid   | HipStatus: Good Form  | Times(ms) -> MP: 74.3, Feat: 00.2, Predict: 04.3, States: 00.1
Frame: 0041 | Processed: Yes  | TS(ms): 1784127336867 | Delta: 0000 | Phase: Medium          | Hip: Good            | Reps: 00 | RepState: ascending_mid   | HipStatus: Good Form  | Times(ms) -> MP: 76.2, Feat: 00.2, Predict: 03.3, States: 00.0
Frame: 0042 | Processed: Yes  | TS(ms): 1784127336900 | Delta: 0000 | Phase: Medium          | Hip: Good            | Reps: 00 | RepState: ascending_mid   | HipStatus: Good Form  | Times(ms) -> MP: 77.0, Feat: 00.2, Predict: 03.3, States: 00.0
Frame: 0043 | Processed: Yes  | TS(ms): 1784127336933 | Delta: 0000 | Phase: Medium          | Hip: Good            | Reps: 00 | RepState: ascending_mid   | HipStatus: Good Form  | Times(ms) -> MP: 67.8, Feat: 00.2, Predict: 03.5, States: 00.0
Frame: 0044 | Processed: Yes  | TS(ms): 1784127336966 | Delta: 0000 | Phase: Medium          | Hip: Good            | Reps: 00 | RepState: ascending_mid   | HipStatus: Good Form  | Times(ms) -> MP: 70.7, Feat: 00.3, Predict: 03.3, States: 00.0
Frame: 0045 | Processed: Yes  | TS(ms): 1784127336999 | Delta: 0000 | Phase: High            | Hip: Good            | Reps: 00 | RepState: ascending_mid   | HipStatus: Good Form  | Times(ms) -> MP: 77.8, Feat: 00.2, Predict: 03.2, States: 00.0
Frame: 0046 | Processed: Yes  | TS(ms): 1784127337032 | Delta: 0000 | Phase: High            | Hip: Good            | Reps: 00 | RepState: ascending_mid   | HipStatus: Good Form  | Times(ms) -> MP: 64.3, Feat: 00.2, Predict: 03.7, States: 00.0
Frame: 0047 | Processed: Yes  | TS(ms): 1784127337065 | Delta: 0000 | Phase: High            | Hip: Good            | Reps: 01 | RepState: HIGH            | HipStatus: Good Form  | Times(ms) -> MP: 68.4, Feat: 00.2, Predict: 03.3, States: 00.0
Frame: 0048 | Processed: Yes  | TS(ms): 1784127337098 | Delta: 0000 | Phase: High            | Hip: Good            | Reps: 01 | RepState: HIGH            | HipStatus: Good Form  | Times(ms) -> MP: 83.6, Feat: 00.3, Predict: 04.0, States: 00.0
Frame: 0049 | Processed: Yes  | TS(ms): 1784127337131 | Delta: 0000 | Phase: High            | Hip: Good            | Reps: 01 | RepState: HIGH            | HipStatus: Good Form  | Times(ms) -> MP: 68.7, Feat: 00.2, Predict: 03.9, States: 00.0
Frame: 0050 | Processed: Yes  | TS(ms): 1784127337164 | Delta: 0000 | Phase: High            | Hip: Good            | Reps: 01 | RepState: HIGH            | HipStatus: Good Form  | Times(ms) -> MP: 68.9, Feat: 00.2, Predict: 03.4, States: 00.0
Frame: 0051 | Processed: Yes  | TS(ms): 1784127337197 | Delta: 0000 | Phase: High            | Hip: Good            | Reps: 01 | RepState: HIGH            | HipStatus: Good Form  | Times(ms) -> MP: 80.7, Feat: 00.3, Predict: 04.5, States: 00.0
Frame: 0052 | Processed: Yes  | TS(ms): 1784127337230 | Delta: 0000 | Phase: High            | Hip: Good            | Reps: 01 | RepState: HIGH            | HipStatus: Good Form  | Times(ms) -> MP: 80.3, Feat: 00.2, Predict: 03.8, States: 00.0
Frame: 0053 | Processed: Yes  | TS(ms): 1784127337263 | Delta: 0000 | Phase: High            | Hip: Good            | Reps: 01 | RepState: HIGH            | HipStatus: Good Form  | Times(ms) -> MP: 71.0, Feat: 00.3, Predict: 03.3, States: 00.0
Frame: 0054 | Processed: Yes  | TS(ms): 1784127337296 | Delta: 0000 | Phase: Medium          | Hip: Good            | Reps: 01 | RepState: HIGH            | HipStatus: Good Form  | Times(ms) -> MP: 68.4, Feat: 00.2, Predict: 03.3, States: 00.0
Frame: 0055 | Processed: Yes  | TS(ms): 1784127337329 | Delta: 0000 | Phase: High            | Hip: Good            | Reps: 01 | RepState: HIGH            | HipStatus: Good Form  | Times(ms) -> MP: 69.2, Feat: 00.2, Predict: 03.0, States: 00.0
Frame: 0056 | Processed: Yes  | TS(ms): 1784127337362 | Delta: 0000 | Phase: High            | Hip: Good            | Reps: 01 | RepState: HIGH            | HipStatus: Good Form  | Times(ms) -> MP: 65.6, Feat: 00.2, Predict: 03.2, States: 00.0
Frame: 0057 | Processed: Yes  | TS(ms): 1784127337395 | Delta: 0000 | Phase: Medium          | Hip: Good            | Reps: 01 | RepState: HIGH            | HipStatus: Good Form  | Times(ms) -> MP: 70.0, Feat: 00.2, Predict: 04.1, States: 00.0
Frame: 0058 | Processed: Yes  | TS(ms): 1784127337428 | Delta: 0000 | Phase: Medium          | Hip: Good            | Reps: 01 | RepState: descending_mid  | HipStatus: Good Form  | Times(ms) -> MP: 79.7, Feat: 00.2, Predict: 03.5, States: 00.0
Frame: 0059 | Processed: Yes  | TS(ms): 1784127337461 | Delta: 0000 | Phase: Medium          | Hip: Good            | Reps: 01 | RepState: descending_mid  | HipStatus: Good Form  | Times(ms) -> MP: 65.4, Feat: 00.2, Predict: 04.2, States: 00.0
Frame: 0060 | Processed: Yes  | TS(ms): 1784127337494 | Delta: 0000 | Phase: Medium          | Hip: Good            | Reps: 01 | RepState: descending_mid  | HipStatus: Good Form  | Times(ms) -> MP: 70.6, Feat: 00.2, Predict: 03.9, States: 00.0
Frame: 0061 | Processed: Yes  | TS(ms): 1784127337527 | Delta: 0000 | Phase: Medium          | Hip: Good            | Reps: 01 | RepState: descending_mid  | HipStatus: Good Form  | Times(ms) -> MP: 68.8, Feat: 00.2, Predict: 03.9, States: 00.0
Frame: 0062 | Processed: Yes  | TS(ms): 1784127337560 | Delta: 0000 | Phase: Medium          | Hip: Good            | Reps: 01 | RepState: descending_mid  | HipStatus: Good Form  | Times(ms) -> MP: 79.7, Feat: 00.2, Predict: 03.2, States: 00.0
Frame: 0063 | Processed: Yes  | TS(ms): 1784127337593 | Delta: 0000 | Phase: Medium          | Hip: Good            | Reps: 01 | RepState: descending_mid  | HipStatus: Good Form  | Times(ms) -> MP: 71.2, Feat: 00.2, Predict: 03.5, States: 00.0
Frame: 0064 | Processed: Yes  | TS(ms): 1784127337626 | Delta: 0000 | Phase: Low             | Hip: Good            | Reps: 01 | RepState: descending_mid  | HipStatus: Good Form  | Times(ms) -> MP: 72.4, Feat: 00.2, Predict: 03.4, States: 00.0
Frame: 0065 | Processed: Yes  | TS(ms): 1784127337659 | Delta: 0000 | Phase: Low             | Hip: Good            | Reps: 01 | RepState: descending_mid  | HipStatus: Good Form  | Times(ms) -> MP: 72.2, Feat: 00.2, Predict: 03.0, States: 00.0
Frame: 0066 | Processed: Yes  | TS(ms): 1784127337692 | Delta: 0000 | Phase: Low             | Hip: Good            | Reps: 01 | RepState: LOW             | HipStatus: Good Form  | Times(ms) -> MP: 69.0, Feat: 00.2, Predict: 03.2, States: 00.0
Frame: 0067 | Processed: Yes  | TS(ms): 1784127337725 | Delta: 0000 | Phase: Low             | Hip: Good            | Reps: 01 | RepState: LOW             | HipStatus: Good Form  | Times(ms) -> MP: 69.1, Feat: 00.2, Predict: 03.1, States: 00.0
Frame: 0068 | Processed: Yes  | TS(ms): 1784127337758 | Delta: 0000 | Phase: Low             | Hip: Good            | Reps: 01 | RepState: LOW             | HipStatus: Good Form  | Times(ms) -> MP: 65.8, Feat: 00.2, Predict: 03.1, States: 00.0
Frame: 0069 | Processed: Yes  | TS(ms): 1784127337791 | Delta: 0000 | Phase: Low             | Hip: Good            | Reps: 01 | RepState: LOW             | HipStatus: Good Form  | Times(ms) -> MP: 68.0, Feat: 00.2, Predict: 03.4, States: 00.0
Frame: 0070 | Processed: Yes  | TS(ms): 1784127337824 | Delta: 0000 | Phase: Low             | Hip: Good            | Reps: 01 | RepState: LOW             | HipStatus: Good Form  | Times(ms) -> MP: 68.1, Feat: 00.2, Predict: 03.2, States: 00.0
Frame: 0071 | Processed: Yes  | TS(ms): 1784127337857 | Delta: 0000 | Phase: Low             | Hip: Good            | Reps: 01 | RepState: LOW             | HipStatus: Good Form  | Times(ms) -> MP: 65.6, Feat: 00.3, Predict: 03.3, States: 00.0
Frame: 0072 | Processed: Yes  | TS(ms): 1784127337890 | Delta: 0000 | Phase: Low             | Hip: Good            | Reps: 01 | RepState: LOW             | HipStatus: Good Form  | Times(ms) -> MP: 90.5, Feat: 00.2, Predict: 03.3, States: 00.0
Frame: 0073 | Processed: Yes  | TS(ms): 1784127337923 | Delta: 0000 | Phase: Low             | Hip: Good            | Reps: 01 | RepState: LOW             | HipStatus: Good Form  | Times(ms) -> MP: 78.9, Feat: 00.3, Predict: 03.4, States: 00.0
Frame: 0074 | Processed: Yes  | TS(ms): 1784127337956 | Delta: 0000 | Phase: Low             | Hip: Good            | Reps: 01 | RepState: LOW             | HipStatus: Good Form  | Times(ms) -> MP: 93.3, Feat: 00.2, Predict: 03.1, States: 00.0
Frame: 0075 | Processed: Yes  | TS(ms): 1784127337989 | Delta: 0000 | Phase: Low             | Hip: Good            | Reps: 01 | RepState: LOW             | HipStatus: Good Form  | Times(ms) -> MP: 66.3, Feat: 00.2, Predict: 03.2, States: 00.0
Frame: 0076 | Processed: Yes  | TS(ms): 1784127338022 | Delta: 0000 | Phase: Low             | Hip: Good            | Reps: 01 | RepState: LOW             | HipStatus: Good Form  | Times(ms) -> MP: 69.5, Feat: 00.3, Predict: 04.3, States: 00.0
Frame: 0077 | Processed: Yes  | TS(ms): 1784127338055 | Delta: 0000 | Phase: Low             | Hip: Good            | Reps: 01 | RepState: LOW             | HipStatus: Good Form  | Times(ms) -> MP: 84.9, Feat: 00.3, Predict: 05.0, States: 00.0
Frame: 0078 | Processed: Yes  | TS(ms): 1784127338088 | Delta: 0000 | Phase: Medium          | Hip: Good            | Reps: 01 | RepState: LOW             | HipStatus: Good Form  | Times(ms) -> MP: 67.0, Feat: 00.2, Predict: 03.2, States: 00.1
Frame: 0079 | Processed: Yes  | TS(ms): 1784127338121 | Delta: 0000 | Phase: Medium          | Hip: Good            | Reps: 01 | RepState: LOW             | HipStatus: Good Form  | Times(ms) -> MP: 65.6, Feat: 00.2, Predict: 03.8, States: 00.0
Frame: 0080 | Processed: Yes  | TS(ms): 1784127338154 | Delta: 0000 | Phase: Medium          | Hip: Good            | Reps: 01 | RepState: ascending_mid   | HipStatus: Good Form  | Times(ms) -> MP: 65.4, Feat: 00.2, Predict: 03.3, States: 00.0
Frame: 0081 | Processed: Yes  | TS(ms): 1784127338187 | Delta: 0000 | Phase: Medium          | Hip: Good            | Reps: 01 | RepState: ascending_mid   | HipStatus: Good Form  | Times(ms) -> MP: 65.4, Feat: 00.3, Predict: 04.0, States: 00.0
Frame: 0082 | Processed: Yes  | TS(ms): 1784127338220 | Delta: 0000 | Phase: Medium          | Hip: Good            | Reps: 01 | RepState: ascending_mid   | HipStatus: Good Form  | Times(ms) -> MP: 66.2, Feat: 00.3, Predict: 03.0, States: 00.0
Frame: 0083 | Processed: Yes  | TS(ms): 1784127338253 | Delta: 0000 | Phase: Medium          | Hip: Good            | Reps: 01 | RepState: ascending_mid   | HipStatus: Good Form  | Times(ms) -> MP: 67.4, Feat: 00.2, Predict: 04.2, States: 00.0
Frame: 0084 | Processed: Yes  | TS(ms): 1784127338286 | Delta: 0000 | Phase: Medium          | Hip: Good            | Reps: 01 | RepState: ascending_mid   | HipStatus: Good Form  | Times(ms) -> MP: 66.5, Feat: 00.2, Predict: 03.6, States: 00.0
Frame: 0085 | Processed: Yes  | TS(ms): 1784127338319 | Delta: 0000 | Phase: Medium          | Hip: Good            | Reps: 01 | RepState: ascending_mid   | HipStatus: Good Form  | Times(ms) -> MP: 65.5, Feat: 00.2, Predict: 03.1, States: 00.0
Frame: 0086 | Processed: Yes  | TS(ms): 1784127338352 | Delta: 0000 | Phase: Medium          | Hip: Good            | Reps: 01 | RepState: ascending_mid   | HipStatus: Good Form  | Times(ms) -> MP: 67.4, Feat: 00.2, Predict: 04.3, States: 00.0
Frame: 0087 | Processed: Yes  | TS(ms): 1784127338385 | Delta: 0000 | Phase: High            | Hip: Good            | Reps: 01 | RepState: ascending_mid   | HipStatus: Good Form  | Times(ms) -> MP: 65.5, Feat: 00.2, Predict: 02.9, States: 00.0
Frame: 0088 | Processed: Yes  | TS(ms): 1784127338418 | Delta: 0000 | Phase: High            | Hip: Good            | Reps: 01 | RepState: ascending_mid   | HipStatus: Good Form  | Times(ms) -> MP: 66.5, Feat: 00.2, Predict: 03.6, States: 00.0
Frame: 0089 | Processed: Yes  | TS(ms): 1784127338451 | Delta: 0000 | Phase: High            | Hip: Good            | Reps: 02 | RepState: HIGH            | HipStatus: Good Form  | Times(ms) -> MP: 67.7, Feat: 00.3, Predict: 04.3, States: 00.0
Frame: 0090 | Processed: Yes  | TS(ms): 1784127338484 | Delta: 0000 | Phase: High            | Hip: Good            | Reps: 02 | RepState: HIGH            | HipStatus: Good Form  | Times(ms) -> MP: 75.3, Feat: 00.2, Predict: 03.5, States: 00.0
Frame: 0091 | Processed: Yes  | TS(ms): 1784127338517 | Delta: 0000 | Phase: High            | Hip: Good            | Reps: 02 | RepState: HIGH            | HipStatus: Good Form  | Times(ms) -> MP: 67.9, Feat: 00.2, Predict: 03.9, States: 00.0
Frame: 0092 | Processed: Yes  | TS(ms): 1784127338550 | Delta: 0000 | Phase: High            | Hip: Good            | Reps: 02 | RepState: HIGH            | HipStatus: Good Form  | Times(ms) -> MP: 75.5, Feat: 00.2, Predict: 03.3, States: 00.0
Frame: 0093 | Processed: Yes  | TS(ms): 1784127338583 | Delta: 0000 | Phase: High            | Hip: Good            | Reps: 02 | RepState: HIGH            | HipStatus: Good Form  | Times(ms) -> MP: 85.1, Feat: 00.2, Predict: 03.1, States: 00.0
Frame: 0094 | Processed: Yes  | TS(ms): 1784127338616 | Delta: 0000 | Phase: High            | Hip: Good            | Reps: 02 | RepState: HIGH            | HipStatus: Good Form  | Times(ms) -> MP: 80.7, Feat: 00.2, Predict: 03.2, States: 00.0
Frame: 0095 | Processed: Yes  | TS(ms): 1784127338649 | Delta: 0000 | Phase: High            | Hip: Good            | Reps: 02 | RepState: HIGH            | HipStatus: Good Form  | Times(ms) -> MP: 83.7, Feat: 00.2, Predict: 03.4, States: 00.0
Frame: 0096 | Processed: Yes  | TS(ms): 1784127338682 | Delta: 0000 | Phase: High            | Hip: Good            | Reps: 02 | RepState: HIGH            | HipStatus: Good Form  | Times(ms) -> MP: 76.5, Feat: 00.2, Predict: 03.5, States: 00.0
Frame: 0097 | Processed: Yes  | TS(ms): 1784127338715 | Delta: 0000 | Phase: High            | Hip: Good            | Reps: 02 | RepState: HIGH            | HipStatus: Good Form  | Times(ms) -> MP: 70.8, Feat: 00.2, Predict: 04.3, States: 00.0
Frame: 0098 | Processed: Yes  | TS(ms): 1784127338748 | Delta: 0000 | Phase: Medium          | Hip: Good            | Reps: 02 | RepState: HIGH            | HipStatus: Good Form  | Times(ms) -> MP: 71.8, Feat: 00.2, Predict: 03.5, States: 00.0
Frame: 0099 | Processed: Yes  | TS(ms): 1784127338781 | Delta: 0000 | Phase: Medium          | Hip: Good            | Reps: 02 | RepState: HIGH            | HipStatus: Good Form  | Times(ms) -> MP: 69.0, Feat: 00.2, Predict: 03.1, States: 00.0
Frame: 0100 | Processed: Yes  | TS(ms): 1784127338814 | Delta: 0000 | Phase: Medium          | Hip: Good            | Reps: 02 | RepState: descending_mid  | HipStatus: Good Form  | Times(ms) -> MP: 84.4, Feat: 00.2, Predict: 04.3, States: 00.0
Frame: 0101 | Processed: Yes  | TS(ms): 1784127338847 | Delta: 0000 | Phase: Medium          | Hip: Good            | Reps: 02 | RepState: descending_mid  | HipStatus: Good Form  | Times(ms) -> MP: 83.4, Feat: 00.3, Predict: 04.6, States: 00.0
Frame: 0102 | Processed: Yes  | TS(ms): 1784127338880 | Delta: 0000 | Phase: Medium          | Hip: Good            | Reps: 02 | RepState: descending_mid  | HipStatus: Good Form  | Times(ms) -> MP: 76.0, Feat: 00.2, Predict: 03.2, States: 00.0
Frame: 0103 | Processed: Yes  | TS(ms): 1784127338913 | Delta: 0000 | Phase: Medium          | Hip: Good            | Reps: 02 | RepState: descending_mid  | HipStatus: Good Form  | Times(ms) -> MP: 68.9, Feat: 00.2, Predict: 03.7, States: 00.0
Frame: 0104 | Processed: Yes  | TS(ms): 1784127338946 | Delta: 0000 | Phase: Medium          | Hip: Good            | Reps: 02 | RepState: descending_mid  | HipStatus: Good Form  | Times(ms) -> MP: 75.1, Feat: 00.2, Predict: 03.7, States: 00.0
Frame: 0105 | Processed: Yes  | TS(ms): 1784127338979 | Delta: 0000 | Phase: Medium          | Hip: Good            | Reps: 02 | RepState: descending_mid  | HipStatus: Good Form  | Times(ms) -> MP: 73.5, Feat: 00.2, Predict: 03.8, States: 00.0
Frame: 0106 | Processed: Yes  | TS(ms): 1784127339012 | Delta: 0000 | Phase: Low             | Hip: Good            | Reps: 02 | RepState: descending_mid  | HipStatus: Good Form  | Times(ms) -> MP: 70.2, Feat: 00.2, Predict: 03.2, States: 00.0
Frame: 0107 | Processed: Yes  | TS(ms): 1784127339045 | Delta: 0000 | Phase: Low             | Hip: Good            | Reps: 02 | RepState: descending_mid  | HipStatus: Good Form  | Times(ms) -> MP: 72.9, Feat: 00.3, Predict: 03.6, States: 00.0
