Source: Offline Video - 9half_down.mp4
Date & Time: 2026-07-11 19:52:10
==========================================================================================
Frame: 0001 | Phase: High            | Hip: Too Low         | Times(ms) -> MP: 62.9, Feat: 00.3, Predict: 03.8, States: 00.0
Frame: 0016 | Phase: High            | Hip: Good            | Times(ms) -> MP: 80.9, Feat: 00.2, Predict: 02.7, States: 00.0
Frame: 0017 | Phase: High            | Hip: Good            | Times(ms) -> MP: 72.9, Feat: 00.2, Predict: 03.0, States: 00.0
Frame: 0018 | Phase: High            | Hip: Good            | Times(ms) -> MP: 82.8, Feat: 00.2, Predict: 03.7, States: 00.0
Frame: 0019 | Phase: High            | Hip: Good            | Times(ms) -> MP: 67.0, Feat: 00.2, Predict: 03.0, States: 00.1
Frame: 0020 | Phase: High            | Hip: Good            | Times(ms) -> MP: 73.4, Feat: 00.3, Predict: 03.6, States: 00.0
Frame: 0021 | Phase: High            | Hip: Good            | Times(ms) -> MP: 68.1, Feat: 00.2, Predict: 02.6, States: 00.0
Frame: 0022 | Phase: Medium          | Hip: Good            | Times(ms) -> MP: 67.7, Feat: 00.2, Predict: 02.9, States: 00.0
Frame: 0023 | Phase: Medium          | Hip: Good            | Times(ms) -> MP: 68.3, Feat: 00.2, Predict: 02.7, States: 00.0
Frame: 0024 | Phase: Medium          | Hip: Good            | Times(ms) -> MP: 72.7, Feat: 00.2, Predict: 03.6, States: 00.0
Frame: 0025 | Phase: Medium          | Hip: Good            | Times(ms) -> MP: 72.1, Feat: 00.2, Predict: 02.7, States: 00.0
Frame: 0026 | Phase: Medium          | Hip: Good            | Times(ms) -> MP: 69.0, Feat: 00.2, Predict: 02.8, States: 00.0
Frame: 0027 | Phase: Medium          | Hip: Good            | Times(ms) -> MP: 65.1, Feat: 00.2, Predict: 02.9, States: 00.0
Frame: 0028 | Phase: Medium          | Hip: Good            | Times(ms) -> MP: 69.6, Feat: 00.2, Predict: 02.8, States: 00.0
Frame: 0029 | Phase: Medium          | Hip: Good            | Times(ms) -> MP: 70.2, Feat: 00.2, Predict: 03.4, States: 00.0
Frame: 0030 | Phase: Medium          | Hip: Good            | Times(ms) -> MP: 67.9, Feat: 00.2, Predict: 02.6, States: 00.0
Frame: 0031 | Phase: Medium          | Hip: Good            | Times(ms) -> MP: 64.7, Feat: 00.2, Predict: 02.7, States: 00.0
Frame: 0032 | Phase: Medium          | Hip: Good            | Times(ms) -> MP: 71.9, Feat: 00.3, Predict: 04.8, States: 00.0
Frame: 0033 | Phase: Low             | Hip: Good            | Times(ms) -> MP: 76.7, Feat: 00.2, Predict: 02.6, States: 00.0
Frame: 0034 | Phase: Low             | Hip: Good            | Times(ms) -> MP: 67.2, Feat: 00.2, Predict: 03.2, States: 00.0
Frame: 0035 | Phase: Low             | Hip: Good            | Times(ms) -> MP: 66.1, Feat: 00.2, Predict: 02.7, States: 00.0
Frame: 0036 | Phase: Low             | Hip: Good            | Times(ms) -> MP: 69.2, Feat: 00.2, Predict: 03.9, States: 00.0
Frame: 0037 | Phase: Low             | Hip: Good            | Times(ms) -> MP: 69.2, Feat: 00.2, Predict: 02.5, States: 00.0
Frame: 0038 | Phase: Low             | Hip: Good            | Times(ms) -> MP: 76.9, Feat: 00.2, Predict: 02.9, States: 00.0
Frame: 0039 | Phase: Low             | Hip: Good            | Times(ms) -> MP: 68.0, Feat: 00.2, Predict: 02.9, States: 00.0
Frame: 0040 | Phase: Low             | Hip: Good            | Times(ms) -> MP: 69.6, Feat: 00.2, Predict: 02.8, States: 00.0
Frame: 0041 | Phase: Low             | Hip: Good            | Times(ms) -> MP: 68.6, Feat: 00.2, Predict: 02.8, States: 00.0
Frame: 0042 | Phase: Low             | Hip: Good            | Times(ms) -> MP: 69.6, Feat: 00.2, Predict: 02.6, States: 00.0
Frame: 0043 | Phase: Low             | Hip: Good            | Times(ms) -> MP: 70.5, Feat: 00.2, Predict: 02.7, States: 00.0
Frame: 0044 | Phase: Low             | Hip: Good            | Times(ms) -> MP: 67.3, Feat: 00.2, Predict: 03.0, States: 00.0
Frame: 0045 | Phase: Low             | Hip: Good            | Times(ms) -> MP: 70.3, Feat: 00.2, Predict: 02.7, States: 00.0
Frame: 0046 | Phase: Low             | Hip: Good            | Times(ms) -> MP: 74.6, Feat: 00.2, Predict: 02.7, States: 00.0
Frame: 0047 | Phase: Low             | Hip: Good            | Times(ms) -> MP: 77.1, Feat: 00.2, Predict: 02.7, States: 00.0
Frame: 0048 | Phase: Low             | Hip: Good            | Times(ms) -> MP: 75.5, Feat: 00.2, Predict: 03.0, States: 00.0
Frame: 0049 | Phase: Low             | Hip: Good            | Times(ms) -> MP: 80.3, Feat: 00.2, Predict: 03.3, States: 00.0
Frame: 0050 | Phase: Medium          | Hip: Good            | Times(ms) -> MP: 67.5, Feat: 00.2, Predict: 02.6, States: 00.0
Frame: 0051 | Phase: Medium          | Hip: Good            | Times(ms) -> MP: 73.5, Feat: 00.2, Predict: 02.5, States: 00.0
Frame: 0052 | Phase: Medium          | Hip: Good            | Times(ms) -> MP: 78.2, Feat: 00.2, Predict: 02.7, States: 00.0
Frame: 0053 | Phase: Medium          | Hip: Good            | Times(ms) -> MP: 74.9, Feat: 00.2, Predict: 02.7, States: 00.0
Frame: 0054 | Phase: Medium          | Hip: Good            | Times(ms) -> MP: 74.8, Feat: 00.2, Predict: 02.9, States: 00.0
Frame: 0055 | Phase: Medium          | Hip: Good            | Times(ms) -> MP: 97.5, Feat: 00.2, Predict: 02.7, States: 00.0
Frame: 0056 | Phase: Medium          | Hip: Good            | Times(ms) -> MP: 71.1, Feat: 00.3, Predict: 04.0, States: 00.0
Frame: 0057 | Phase: Medium          | Hip: Good            | Times(ms) -> MP: 73.3, Feat: 00.3, Predict: 03.4, States: 00.0
Frame: 0058 | Phase: Medium          | Hip: Good            | Times(ms) -> MP: 82.7, Feat: 00.2, Predict: 02.7, States: 00.0
Frame: 0059 | Phase: Medium          | Hip: Good            | Times(ms) -> MP: 72.7, Feat: 00.2, Predict: 02.6, States: 00.0
Frame: 0060 | Phase: Medium          | Hip: Good            | Times(ms) -> MP: 95.1, Feat: 00.2, Predict: 02.6, States: 00.0
Frame: 0061 | Phase: Medium          | Hip: Good            | Times(ms) -> MP: 74.0, Feat: 00.3, Predict: 04.1, States: 00.0
Frame: 0062 | Phase: Medium          | Hip: Good            | Times(ms) -> MP: 77.7, Feat: 00.2, Predict: 02.7, States: 00.0
Frame: 0063 | Phase: Medium          | Hip: Good            | Times(ms) -> MP: 73.3, Feat: 00.2, Predict: 02.7, States: 00.0
Frame: 0064 | Phase: Medium          | Hip: Good            | Times(ms) -> MP: 70.0, Feat: 00.3, Predict: 04.8, States: 00.0
Frame: 0065 | Phase: Medium          | Hip: Good            | Times(ms) -> MP: 71.0, Feat: 00.2, Predict: 02.9, States: 00.0
Frame: 0066 | Phase: Low             | Hip: Good            | Times(ms) -> MP: 69.0, Feat: 00.2, Predict: 02.7, States: 00.0
Frame: 0067 | Phase: Low             | Hip: Good            | Times(ms) -> MP: 68.0, Feat: 00.2, Predict: 02.6, States: 00.0
Frame: 0068 | Phase: Low             | Hip: Good            | Times(ms) -> MP: 70.4, Feat: 00.2, Predict: 02.6, States: 00.0
Frame: 0069 | Phase: Low             | Hip: Good            | Times(ms) -> MP: 71.2, Feat: 00.2, Predict: 03.1, States: 00.0
Frame: 0070 | Phase: Low             | Hip: Good            | Times(ms) -> MP: 66.5, Feat: 00.2, Predict: 02.6, States: 00.0
Frame: 0071 | Phase: Low             | Hip: Good            | Times(ms) -> MP: 74.8, Feat: 00.2, Predict: 02.5, States: 00.0
Frame: 0072 | Phase: Low             | Hip: Good            | Times(ms) -> MP: 67.1, Feat: 00.2, Predict: 02.6, States: 00.0
Frame: 0073 | Phase: Low             | Hip: Good            | Times(ms) -> MP: 66.9, Feat: 00.2, Predict: 03.1, States: 00.0
Frame: 0074 | Phase: Low             | Hip: Good            | Times(ms) -> MP: 67.1, Feat: 00.2, Predict: 02.9, States: 00.0
Frame: 0075 | Phase: Low             | Hip: Good            | Times(ms) -> MP: 66.9, Feat: 00.2, Predict: 03.0, States: 00.0
Frame: 0076 | Phase: Low             | Hip: Good            | Times(ms) -> MP: 72.1, Feat: 00.2, Predict: 02.6, States: 00.0
Frame: 0077 | Phase: Low             | Hip: Good            | Times(ms) -> MP: 68.2, Feat: 00.2, Predict: 02.7, States: 00.0
Frame: 0078 | Phase: Medium          | Hip: Good            | Times(ms) -> MP: 72.4, Feat: 00.2, Predict: 02.9, States: 00.0
Frame: 0079 | Phase: Medium          | Hip: Good            | Times(ms) -> MP: 73.0, Feat: 00.2, Predict: 02.9, States: 00.0
Frame: 0080 | Phase: Medium          | Hip: Good            | Times(ms) -> MP: 68.4, Feat: 00.2, Predict: 02.6, States: 00.0
Frame: 0081 | Phase: Medium          | Hip: Good            | Times(ms) -> MP: 76.4, Feat: 00.2, Predict: 02.7, States: 00.0
Frame: 0082 | Phase: Medium          | Hip: Good            | Times(ms) -> MP: 89.2, Feat: 00.2, Predict: 03.5, States: 00.0
Frame: 0083 | Phase: Medium          | Hip: Good            | Times(ms) -> MP: 68.2, Feat: 00.2, Predict: 03.1, States: 00.0
Frame: 0084 | Phase: Medium          | Hip: Good            | Times(ms) -> MP: 67.4, Feat: 00.2, Predict: 02.6, States: 00.0
Frame: 0085 | Phase: Medium          | Hip: Good            | Times(ms) -> MP: 70.3, Feat: 00.2, Predict: 02.9, States: 00.0
Frame: 0086 | Phase: Medium          | Hip: Good            | Times(ms) -> MP: 66.3, Feat: 00.2, Predict: 02.7, States: 00.0
Frame: 0087 | Phase: Medium          | Hip: Good            | Times(ms) -> MP: 71.0, Feat: 00.2, Predict: 02.7, States: 00.0
Frame: 0088 | Phase: Medium          | Hip: Good            | Times(ms) -> MP: 66.1, Feat: 00.2, Predict: 03.1, States: 00.0
Frame: 0089 | Phase: Medium          | Hip: Good            | Times(ms) -> MP: 67.1, Feat: 00.2, Predict: 02.7, States: 00.0
Frame: 0090 | Phase: Medium          | Hip: Good            | Times(ms) -> MP: 66.9, Feat: 00.2, Predict: 02.6, States: 00.0
Frame: 0091 | Phase: Medium          | Hip: Good            | Times(ms) -> MP: 71.4, Feat: 00.2, Predict: 02.7, States: 00.0
Frame: 0092 | Phase: Medium          | Hip: Good            | Times(ms) -> MP: 76.0, Feat: 00.2, Predict: 03.0, States: 00.0
Frame: 0093 | Phase: Medium          | Hip: Good            | Times(ms) -> MP: 74.4, Feat: 00.2, Predict: 02.7, States: 00.0
Frame: 0094 | Phase: Medium          | Hip: Good            | Times(ms) -> MP: 71.0, Feat: 00.2, Predict: 02.9, States: 00.0
Frame: 0095 | Phase: Medium          | Hip: Good            | Times(ms) -> MP: 72.7, Feat: 00.2, Predict: 02.8, States: 00.0
Frame: 0096 | Phase: Medium          | Hip: Good            | Times(ms) -> MP: 69.3, Feat: 00.2, Predict: 02.7, States: 00.0
Frame: 0097 | Phase: Low             | Hip: Good            | Times(ms) -> MP: 67.4, Feat: 00.2, Predict: 02.9, States: 00.0
Frame: 0098 | Phase: Low             | Hip: Good            | Times(ms) -> MP: 74.0, Feat: 00.2, Predict: 03.6, States: 00.0
Frame: 0099 | Phase: Low             | Hip: Good            | Times(ms) -> MP: 74.2, Feat: 00.2, Predict: 02.7, States: 00.0
Frame: 0100 | Phase: Low             | Hip: Good            | Times(ms) -> MP: 73.5, Feat: 00.2, Predict: 02.7, States: 00.0
Frame: 0101 | Phase: Low             | Hip: Good            | Times(ms) -> MP: 69.5, Feat: 00.2, Predict: 03.3, States: 00.0
Frame: 0102 | Phase: Low             | Hip: Good            | Times(ms) -> MP: 76.2, Feat: 00.2, Predict: 02.7, States: 00.0
Frame: 0103 | Phase: Low             | Hip: Good            | Times(ms) -> MP: 76.8, Feat: 00.5, Predict: 03.1, States: 00.0
Frame: 0104 | Phase: Low             | Hip: Good            | Times(ms) -> MP: 72.7, Feat: 00.2, Predict: 02.8, States: 00.0
Frame: 0105 | Phase: Low             | Hip: Good            | Times(ms) -> MP: 97.8, Feat: 00.2, Predict: 03.4, States: 00.0
Frame: 0106 | Phase: Low             | Hip: Good            | Times(ms) -> MP: 81.3, Feat: 00.2, Predict: 03.1, States: 00.0
Frame: 0107 | Phase: Low             | Hip: Good            | Times(ms) -> MP: 74.0, Feat: 00.2, Predict: 02.8, States: 00.0
Frame: 0108 | Phase: Medium          | Hip: Good            | Times(ms) -> MP: 77.2, Feat: 00.2, Predict: 03.1, States: 00.0
Frame: 0109 | Phase: Medium          | Hip: Good            | Times(ms) -> MP: 85.2, Feat: 00.2, Predict: 02.7, States: 00.0
Frame: 0110 | Phase: Medium          | Hip: Good            | Times(ms) -> MP: 77.7, Feat: 00.2, Predict: 02.8, States: 00.0
Frame: 0111 | Phase: Medium          | Hip: Good            | Times(ms) -> MP: 72.5, Feat: 00.2, Predict: 02.8, States: 00.0
Frame: 0112 | Phase: Medium          | Hip: Good            | Times(ms) -> MP: 65.2, Feat: 00.3, Predict: 03.0, States: 00.0
Frame: 0113 | Phase: Medium          | Hip: Good            | Times(ms) -> MP: 69.6, Feat: 00.2, Predict: 02.9, States: 00.0
Frame: 0114 | Phase: Medium          | Hip: Good            | Times(ms) -> MP: 69.6, Feat: 00.2, Predict: 02.7, States: 00.0
Frame: 0115 | Phase: Medium          | Hip: Good            | Times(ms) -> MP: 71.3, Feat: 00.2, Predict: 02.8, States: 00.0
Frame: 0116 | Phase: Medium          | Hip: Good            | Times(ms) -> MP: 73.0, Feat: 00.2, Predict: 02.8, States: 00.0
Frame: 0117 | Phase: Medium          | Hip: Good            | Times(ms) -> MP: 71.7, Feat: 00.2, Predict: 02.8, States: 00.0
Frame: 0118 | Phase: Medium          | Hip: Good            | Times(ms) -> MP: 60.5, Feat: 00.2, Predict: 02.8, States: 00.0
Frame: 0119 | Phase: Medium          | Hip: Good            | Times(ms) -> MP: 67.1, Feat: 00.2, Predict: 03.7, States: 00.0
Frame: 0120 | Phase: Medium          | Hip: Good            | Times(ms) -> MP: 66.1, Feat: 00.2, Predict: 02.7, States: 00.0
Frame: 0121 | Phase: Medium          | Hip: Good            | Times(ms) -> MP: 70.4, Feat: 00.2, Predict: 02.9, States: 00.0
Frame: 0122 | Phase: Medium          | Hip: Good            | Times(ms) -> MP: 66.3, Feat: 00.2, Predict: 03.3, States: 00.0
Frame: 0123 | Phase: Medium          | Hip: Good            | Times(ms) -> MP: 71.7, Feat: 00.2, Predict: 02.5, States: 00.0
Frame: 0124 | Phase: Medium          | Hip: Good            | Times(ms) -> MP: 69.8, Feat: 00.2, Predict: 03.1, States: 00.0
Frame: 0125 | Phase: Medium          | Hip: Good            | Times(ms) -> MP: 67.5, Feat: 00.2, Predict: 02.7, States: 00.0
Frame: 0126 | Phase: Medium          | Hip: Good            | Times(ms) -> MP: 67.9, Feat: 00.2, Predict: 02.7, States: 00.0
Frame: 0127 | Phase: Medium          | Hip: Good            | Times(ms) -> MP: 77.9, Feat: 00.2, Predict: 02.6, States: 00.0
Frame: 0128 | Phase: Low             | Hip: Good            | Times(ms) -> MP: 72.1, Feat: 00.2, Predict: 02.8, States: 00.0
Frame: 0129 | Phase: Low             | Hip: Good            | Times(ms) -> MP: 69.0, Feat: 00.2, Predict: 02.5, States: 00.0
Frame: 0130 | Phase: Low             | Hip: Good            | Times(ms) -> MP: 67.6, Feat: 00.2, Predict: 02.6, States: 00.0
Frame: 0131 | Phase: Low             | Hip: Good            | Times(ms) -> MP: 79.7, Feat: 00.3, Predict: 04.3, States: 00.0
Frame: 0132 | Phase: Low             | Hip: Good            | Times(ms) -> MP: 66.6, Feat: 00.2, Predict: 02.6, States: 00.0
Frame: 0133 | Phase: Low             | Hip: Good            | Times(ms) -> MP: 69.5, Feat: 00.2, Predict: 02.9, States: 00.0
Frame: 0134 | Phase: Low             | Hip: Good            | Times(ms) -> MP: 92.1, Feat: 00.2, Predict: 02.7, States: 00.0
Frame: 0135 | Phase: Low             | Hip: Good            | Times(ms) -> MP: 91.6, Feat: 00.2, Predict: 03.4, States: 00.0
Frame: 0136 | Phase: Low             | Hip: Good            | Times(ms) -> MP: 97.8, Feat: 00.2, Predict: 02.8, States: 00.0
Frame: 0137 | Phase: Low             | Hip: Good            | Times(ms) -> MP: 88.1, Feat: 00.5, Predict: 04.1, States: 00.0
Frame: 0138 | Phase: Low             | Hip: Good            | Times(ms) -> MP: 84.3, Feat: 00.2, Predict: 03.2, States: 00.0
Frame: 0139 | Phase: Low             | Hip: Good            | Times(ms) -> MP: 78.5, Feat: 00.2, Predict: 02.6, States: 00.0
Frame: 0140 | Phase: Medium          | Hip: Good            | Times(ms) -> MP: 73.1, Feat: 00.2, Predict: 03.2, States: 00.0
Frame: 0141 | Phase: Medium          | Hip: Good            | Times(ms) -> MP: 73.7, Feat: 00.4, Predict: 03.0, States: 00.0
Frame: 0142 | Phase: Medium          | Hip: Good            | Times(ms) -> MP: 98.1, Feat: 00.2, Predict: 02.9, States: 00.0
Frame: 0143 | Phase: Medium          | Hip: Good            | Times(ms) -> MP: 74.6, Feat: 00.2, Predict: 03.0, States: 00.0
Frame: 0144 | Phase: Medium          | Hip: Good            | Times(ms) -> MP: 111.6, Feat: 00.2, Predict: 03.1, States: 00.0
Frame: 0145 | Phase: Medium          | Hip: Good            | Times(ms) -> MP: 80.1, Feat: 00.2, Predict: 03.0, States: 00.0
Frame: 0146 | Phase: Medium          | Hip: Good            | Times(ms) -> MP: 73.9, Feat: 00.2, Predict: 03.9, States: 00.0
Frame: 0147 | Phase: Medium          | Hip: Good            | Times(ms) -> MP: 79.3, Feat: 00.2, Predict: 02.6, States: 00.0
Frame: 0148 | Phase: Medium          | Hip: Good            | Times(ms) -> MP: 76.4, Feat: 00.2, Predict: 03.1, States: 00.0
Frame: 0149 | Phase: Medium          | Hip: Good            | Times(ms) -> MP: 71.4, Feat: 00.2, Predict: 02.8, States: 00.0
Frame: 0150 | Phase: Medium          | Hip: Good            | Times(ms) -> MP: 79.7, Feat: 00.3, Predict: 03.1, States: 00.0
Frame: 0151 | Phase: Medium          | Hip: Good            | Times(ms) -> MP: 78.1, Feat: 00.2, Predict: 02.6, States: 00.0
Frame: 0152 | Phase: Medium          | Hip: Good            | Times(ms) -> MP: 83.1, Feat: 00.2, Predict: 03.1, States: 00.0
Frame: 0153 | Phase: Medium          | Hip: Good            | Times(ms) -> MP: 77.4, Feat: 00.2, Predict: 02.7, States: 00.0
Frame: 0154 | Phase: Medium          | Hip: Good            | Times(ms) -> MP: 67.5, Feat: 00.2, Predict: 02.7, States: 00.0
Frame: 0155 | Phase: Medium          | Hip: Good            | Times(ms) -> MP: 73.8, Feat: 00.3, Predict: 03.1, States: 00.0
Frame: 0156 | Phase: Medium          | Hip: Good            | Times(ms) -> MP: 78.7, Feat: 00.2, Predict: 02.5, States: 00.0
Frame: 0157 | Phase: Medium          | Hip: Good            | Times(ms) -> MP: 80.0, Feat: 00.2, Predict: 02.7, States: 00.0
Frame: 0158 | Phase: Low             | Hip: Good            | Times(ms) -> MP: 63.0, Feat: 00.2, Predict: 02.7, States: 00.0
Frame: 0159 | Phase: Low             | Hip: Good            | Times(ms) -> MP: 69.7, Feat: 00.2, Predict: 02.6, States: 00.0
Frame: 0160 | Phase: Low             | Hip: Good            | Times(ms) -> MP: 67.4, Feat: 00.2, Predict: 03.0, States: 00.0
Frame: 0161 | Phase: Low             | Hip: Good            | Times(ms) -> MP: 63.6, Feat: 00.2, Predict: 02.7, States: 00.0
Frame: 0162 | Phase: Low             | Hip: Good            | Times(ms) -> MP: 67.5, Feat: 00.2, Predict: 02.6, States: 00.0
Frame: 0163 | Phase: Low             | Hip: Good            | Times(ms) -> MP: 71.5, Feat: 00.2, Predict: 02.9, States: 00.0
Frame: 0164 | Phase: Low             | Hip: Good            | Times(ms) -> MP: 68.8, Feat: 00.2, Predict: 02.7, States: 00.0
Frame: 0165 | Phase: Low             | Hip: Good            | Times(ms) -> MP: 66.6, Feat: 00.2, Predict: 02.7, States: 00.0
Frame: 0166 | Phase: Low             | Hip: Good            | Times(ms) -> MP: 70.8, Feat: 00.2, Predict: 03.3, States: 00.0
Frame: 0167 | Phase: Low             | Hip: Good            | Times(ms) -> MP: 69.1, Feat: 00.2, Predict: 02.9, States: 00.0
Frame: 0168 | Phase: Low             | Hip: Good            | Times(ms) -> MP: 76.5, Feat: 00.2, Predict: 03.2, States: 00.0
Frame: 0169 | Phase: Medium          | Hip: Good            | Times(ms) -> MP: 71.0, Feat: 00.2, Predict: 02.6, States: 00.0
Frame: 0170 | Phase: Medium          | Hip: Good            | Times(ms) -> MP: 75.2, Feat: 00.2, Predict: 03.7, States: 00.0
Frame: 0171 | Phase: Medium          | Hip: Good            | Times(ms) -> MP: 82.6, Feat: 00.2, Predict: 02.8, States: 00.0
Frame: 0172 | Phase: Medium          | Hip: Good            | Times(ms) -> MP: 68.6, Feat: 00.2, Predict: 02.6, States: 00.0
Frame: 0173 | Phase: Medium          | Hip: Good            | Times(ms) -> MP: 73.1, Feat: 00.2, Predict: 03.0, States: 00.0
Frame: 0174 | Phase: Medium          | Hip: Good            | Times(ms) -> MP: 71.3, Feat: 00.5, Predict: 03.8, States: 00.0
Frame: 0175 | Phase: Medium          | Hip: Good            | Times(ms) -> MP: 85.7, Feat: 00.2, Predict: 03.4, States: 00.0
Frame: 0176 | Phase: Medium          | Hip: Good            | Times(ms) -> MP: 73.8, Feat: 00.3, Predict: 03.4, States: 00.0
Frame: 0177 | Phase: Medium          | Hip: Good            | Times(ms) -> MP: 68.0, Feat: 00.2, Predict: 02.7, States: 00.0
Frame: 0178 | Phase: Medium          | Hip: Good            | Times(ms) -> MP: 68.3, Feat: 00.2, Predict: 02.9, States: 00.0
Frame: 0179 | Phase: Medium          | Hip: Good            | Times(ms) -> MP: 67.7, Feat: 00.2, Predict: 02.9, States: 00.0
Frame: 0180 | Phase: Medium          | Hip: Good            | Times(ms) -> MP: 63.4, Feat: 00.2, Predict: 03.2, States: 00.0
Frame: 0181 | Phase: Medium          | Hip: Good            | Times(ms) -> MP: 69.8, Feat: 00.2, Predict: 03.7, States: 00.0
Frame: 0182 | Phase: Medium          | Hip: Good            | Times(ms) -> MP: 68.3, Feat: 00.2, Predict: 02.9, States: 00.0
Frame: 0183 | Phase: Medium          | Hip: Good            | Times(ms) -> MP: 66.6, Feat: 00.2, Predict: 03.4, States: 00.0
Frame: 0184 | Phase: Medium          | Hip: Good            | Times(ms) -> MP: 77.4, Feat: 00.2, Predict: 03.1, States: 00.0
Frame: 0185 | Phase: Medium          | Hip: Good            | Times(ms) -> MP: 72.6, Feat: 00.2, Predict: 02.7, States: 00.0
Frame: 0186 | Phase: Medium          | Hip: Good            | Times(ms) -> MP: 72.7, Feat: 00.2, Predict: 02.9, States: 00.0
Frame: 0187 | Phase: Medium          | Hip: Good            | Times(ms) -> MP: 69.8, Feat: 00.2, Predict: 02.7, States: 00.0
